0001D-14	0001D-11	0003
0001D-12	0001D-12	0001
0001D-13	0001D-10	0003
0001D-16	0001D-12	0003
0001D-15	0001D-12	0003
0001D-16	0001D-12	0003
0001D-13	0001D-11	0003
0001D-12	0001D-12	0001
0.01	0.10	0002
0.20	0.20	0001
0.01	0.10	0002
0.01	0.10	0002
0.01	0.10	0002
0.02	0.20	0002
0.02	0.20	0002
0.20	0.20	0001
