#,dates,pressure_differential_m,temperature_stream_C
1,06/11/2016 00:00:00,0.013691317,9.386
2,06/11/2016 00:15:00,0.014133604,9.361
3,06/11/2016 00:30:00,0.013299413,9.361
4,06/11/2016 00:45:00,0.014575892,9.336
5,06/11/2016 01:00:00,0.013741701,9.336
6,06/11/2016 01:15:00,0.013765885,9.312
7,06/11/2016 01:30:00,0.014600076,9.312
8,06/11/2016 01:45:00,0.014625268,9.287
9,06/11/2016 02:00:00,0.014650461,9.262
10,06/11/2016 02:15:00,0.014233365,9.262
11,06/11/2016 02:30:00,0.014674645,9.238
12,06/11/2016 02:45:00,0.014674645,9.238
13,06/11/2016 03:00:00,0.013423359,9.238
14,06/11/2016 03:15:00,0.014282742,9.213
15,06/11/2016 03:30:00,0.014307934,9.188
16,06/11/2016 03:45:00,0.014307934,9.188
17,06/11/2016 04:00:00,0.014307934,9.188
18,06/11/2016 04:15:00,0.014333126,9.163
19,06/11/2016 04:30:00,0.013940215,9.139
20,06/11/2016 04:45:00,0.013965407,9.114
21,06/11/2016 05:00:00,0.014432887,9.064
22,06/11/2016 05:15:00,0.014849982,9.064
23,06/11/2016 05:30:00,0.014874167,9.04
24,06/11/2016 05:45:00,0.014482263,9.015
25,06/11/2016 06:00:00,0.013673265,8.99
26,06/11/2016 06:15:00,0.014556832,8.941
27,06/11/2016 06:30:00,0.014582024,8.916
28,06/11/2016 06:45:00,0.015466599,8.866
29,06/11/2016 07:00:00,0.014657601,8.841
30,06/11/2016 07:15:00,0.015098881,8.817
31,06/11/2016 07:30:00,0.015124073,8.792
32,06/11/2016 07:45:00,0.015174457,8.742
33,06/11/2016 08:00:00,0.014782554,8.717
34,06/11/2016 08:15:00,0.015640929,8.693
35,06/11/2016 08:30:00,0.015249026,8.668
36,06/11/2016 08:45:00,0.015274218,8.643
37,06/11/2016 09:00:00,0.014882315,8.618
38,06/11/2016 09:15:00,0.014907507,8.593
39,06/11/2016 09:30:00,0.014490411,8.593
40,06/11/2016 09:45:00,0.014098508,8.568
41,06/11/2016 10:00:00,0.014957891,8.543
42,06/11/2016 10:15:00,0.014957891,8.543
43,06/11/2016 10:30:00,0.015399171,8.519
44,06/11/2016 10:45:00,0.014982075,8.519
45,06/11/2016 11:00:00,0.014540796,8.543
46,06/11/2016 11:15:00,0.015374986,8.543
47,06/11/2016 11:30:00,0.014932699,8.568
48,06/11/2016 11:45:00,0.014932699,8.568
49,06/11/2016 12:00:00,0.014907507,8.593
50,06/11/2016 12:15:00,0.014440027,8.643
51,06/11/2016 12:30:00,0.014414835,8.668
52,06/11/2016 12:45:00,0.014389643,8.693
53,06/11/2016 13:00:00,0.014782554,8.717
54,06/11/2016 13:15:00,0.014806738,8.693
55,06/11/2016 13:30:00,0.013531268,8.717
56,06/11/2016 13:45:00,0.014340266,8.742
57,06/11/2016 14:00:00,0.014732169,8.767
58,06/11/2016 14:15:00,0.01426469,8.817
59,06/11/2016 14:30:00,0.014315074,8.767
60,06/11/2016 14:45:00,0.015098881,8.817
61,06/11/2016 15:00:00,0.014681785,8.817
62,06/11/2016 15:15:00,0.01382341,8.841
63,06/11/2016 15:30:00,0.014240505,8.841
64,06/11/2016 15:45:00,0.015049504,8.866
65,06/11/2016 16:00:00,0.014632409,8.866
66,06/11/2016 16:15:00,0.01382341,8.841
67,06/11/2016 16:30:00,0.014632409,8.866
68,06/11/2016 16:45:00,0.015466599,8.866
69,06/11/2016 17:00:00,0.014240505,8.841
70,06/11/2016 17:15:00,0.014657601,8.841
71,06/11/2016 17:30:00,0.015098881,8.817
72,06/11/2016 17:45:00,0.015124073,8.792
73,06/11/2016 18:00:00,0.015541168,8.792
74,06/11/2016 18:15:00,0.01556636,8.767
75,06/11/2016 18:30:00,0.014732169,8.767
76,06/11/2016 18:45:00,0.014340266,8.742
77,06/11/2016 19:00:00,0.014365458,8.717
78,06/11/2016 19:15:00,0.014806738,8.693
79,06/11/2016 19:30:00,0.015249026,8.668
80,06/11/2016 19:45:00,0.014857122,8.643
81,06/11/2016 20:00:00,0.01529941,8.618
82,06/11/2016 20:15:00,0.014882315,8.618
83,06/11/2016 20:30:00,0.015324602,8.593
84,06/11/2016 20:45:00,0.014098508,8.568
85,06/11/2016 21:00:00,0.014957891,8.543
86,06/11/2016 21:15:00,0.013730789,8.519
87,06/11/2016 21:30:00,0.01503246,8.469
88,06/11/2016 21:45:00,0.014640556,8.444
89,06/11/2016 22:00:00,0.014248653,8.419
90,06/11/2016 22:15:00,0.014716133,8.369
91,06/11/2016 22:30:00,0.01432423,8.344
92,06/11/2016 22:45:00,0.015183613,8.319
93,06/11/2016 23:00:00,0.014815894,8.27
94,06/11/2016 23:15:00,0.014398798,8.27
95,06/11/2016 23:30:00,0.014423991,8.245
96,06/11/2016 23:45:00,0.014474375,8.195
97,07/11/2016 00:00:00,0.013223089,8.195
98,07/11/2016 00:15:00,0.013665376,8.17
99,07/11/2016 00:30:00,0.014524759,8.145
100,07/11/2016 00:45:00,0.014967047,8.12
101,07/11/2016 01:00:00,0.013323857,8.095
102,07/11/2016 01:15:00,0.013766145,8.07
103,07/11/2016 01:30:00,0.013791337,8.045
104,07/11/2016 01:45:00,0.014233624,8.02
105,07/11/2016 02:00:00,0.014258816,7.995
106,07/11/2016 02:15:00,0.014284009,7.97
107,07/11/2016 02:30:00,0.013057914,7.945
108,07/11/2016 02:45:00,0.014334393,7.92
109,07/11/2016 03:00:00,0.01477668,7.895
110,07/11/2016 03:15:00,0.014384777,7.87
111,07/11/2016 03:30:00,0.01524416,7.845
112,07/11/2016 03:45:00,0.014852257,7.82
113,07/11/2016 04:00:00,0.014043258,7.795
114,07/11/2016 04:15:00,0.014877449,7.795
115,07/11/2016 04:30:00,0.014485546,7.77
116,07/11/2016 04:45:00,0.014927833,7.745
117,07/11/2016 05:00:00,0.01453593,7.72
118,07/11/2016 05:15:00,0.015395313,7.695
119,07/11/2016 05:30:00,0.015420505,7.67
120,07/11/2016 05:45:00,0.014611506,7.645
121,07/11/2016 06:00:00,0.013803515,7.619
122,07/11/2016 06:15:00,0.014245803,7.594
123,07/11/2016 06:30:00,0.015522281,7.569
124,07/11/2016 06:45:00,0.015572666,7.519
125,07/11/2016 07:00:00,0.015180762,7.494
126,07/11/2016 07:15:00,0.014788859,7.469
127,07/11/2016 07:30:00,0.014422148,7.419
128,07/11/2016 07:45:00,0.014865443,7.393
129,07/11/2016 08:00:00,0.01447354,7.368
130,07/11/2016 08:15:00,0.015750018,7.343
131,07/11/2016 08:30:00,0.01494102,7.318
132,07/11/2016 08:45:00,0.014523924,7.318
133,07/11/2016 09:00:00,0.014966212,7.293
134,07/11/2016 09:15:00,0.014991404,7.268
135,07/11/2016 09:30:00,0.014991404,7.268
136,07/11/2016 09:45:00,0.015434699,7.242
137,07/11/2016 10:00:00,0.015042796,7.217
138,07/11/2016 10:15:00,0.015042796,7.217
139,07/11/2016 10:30:00,0.015042796,7.217
140,07/11/2016 10:45:00,0.014233797,7.192
141,07/11/2016 11:00:00,0.014650893,7.192
142,07/11/2016 11:15:00,0.014650893,7.192
143,07/11/2016 11:30:00,0.014650893,7.192
144,07/11/2016 11:45:00,0.014650893,7.192
145,07/11/2016 12:00:00,0.015067988,7.192
146,07/11/2016 12:15:00,0.015067988,7.192
147,07/11/2016 12:30:00,0.015067988,7.192
148,07/11/2016 12:45:00,0.015485083,7.192
149,07/11/2016 13:00:00,0.014233797,7.192
150,07/11/2016 13:15:00,0.014650893,7.192
151,07/11/2016 13:30:00,0.014208605,7.217
152,07/11/2016 13:45:00,0.0146257,7.217
153,07/11/2016 14:00:00,0.014600508,7.242
154,07/11/2016 14:15:00,0.015408499,7.268
155,07/11/2016 14:30:00,0.014574308,7.268
156,07/11/2016 14:45:00,0.014549116,7.293
157,07/11/2016 15:00:00,0.01494102,7.318
158,07/11/2016 15:15:00,0.01494102,7.318
159,07/11/2016 15:30:00,0.014915827,7.343
160,07/11/2016 15:45:00,0.014915827,7.343
161,07/11/2016 16:00:00,0.014498732,7.343
162,07/11/2016 16:15:00,0.01447354,7.368
163,07/11/2016 16:30:00,0.014056444,7.368
164,07/11/2016 16:45:00,0.014865443,7.393
165,07/11/2016 17:00:00,0.013614157,7.393
166,07/11/2016 17:15:00,0.014865443,7.393
167,07/11/2016 17:30:00,0.013170862,7.419
168,07/11/2016 17:45:00,0.013587957,7.419
169,07/11/2016 18:00:00,0.014396956,7.444
170,07/11/2016 18:15:00,0.014814051,7.444
171,07/11/2016 18:30:00,0.014814051,7.444
172,07/11/2016 18:45:00,0.013120477,7.469
173,07/11/2016 19:00:00,0.014788859,7.469
174,07/11/2016 19:15:00,0.015597858,7.494
175,07/11/2016 19:30:00,0.014763667,7.494
176,07/11/2016 19:45:00,0.013929476,7.494
177,07/11/2016 20:00:00,0.014738475,7.519
178,07/11/2016 20:15:00,0.014738475,7.519
179,07/11/2016 20:30:00,0.015572666,7.519
180,07/11/2016 20:45:00,0.014713283,7.544
181,07/11/2016 21:00:00,0.014296187,7.544
182,07/11/2016 21:15:00,0.014713283,7.544
183,07/11/2016 21:30:00,0.0138539,7.569
184,07/11/2016 21:45:00,0.014688091,7.569
185,07/11/2016 22:00:00,0.013828708,7.594
186,07/11/2016 22:15:00,0.013828708,7.594
187,07/11/2016 22:30:00,0.014662898,7.594
188,07/11/2016 22:45:00,0.013828708,7.594
189,07/11/2016 23:00:00,0.014245803,7.594
190,07/11/2016 23:15:00,0.014662898,7.594
191,07/11/2016 23:30:00,0.014688091,7.569
192,07/11/2016 23:45:00,0.014688091,7.569
193,08/11/2016 00:00:00,0.014688091,7.569
194,08/11/2016 00:15:00,0.014713283,7.544
195,08/11/2016 00:30:00,0.015130378,7.544
196,08/11/2016 00:45:00,0.014738475,7.519
197,08/11/2016 01:00:00,0.014321379,7.519
198,08/11/2016 01:15:00,0.014738475,7.519
199,08/11/2016 01:30:00,0.015180762,7.494
200,08/11/2016 01:45:00,0.014788859,7.469
201,08/11/2016 02:00:00,0.014788859,7.469
202,08/11/2016 02:15:00,0.014396956,7.444
203,08/11/2016 02:30:00,0.015231147,7.444
204,08/11/2016 02:45:00,0.014396956,7.444
205,08/11/2016 03:00:00,0.015231147,7.444
206,08/11/2016 03:15:00,0.014839243,7.419
207,08/11/2016 03:30:00,0.015256339,7.419
208,08/11/2016 03:45:00,0.014839243,7.419
