1	1.00e-11	  0.30   6.64   2.03   0.01   3.00 2650.00 1600.00 
2	1.00e-15	  0.01   6.64   2.03   0.01   4.00 2650.00 2100.00 
3	1.00e-12	  0.01   6.64   2.03   0.01   4.00 2650.00 2100.00
