"dateHour.t1";"horoDate.t1";"molo1temp1";"molo1temp2";"molo1temp3";"molo1temp4"
"2892";"06/01/19 02:30:00 PM";2019-06-01 14:30:00;15.312;13.706;12.612;11.789
"2893";"06/01/19 02:45:00 PM";2019-06-01 14:45:00;15.418;13.732;12.612;11.79
"2894";"06/01/19 03:00:00 PM";2019-06-01 15:00:00;15.523;13.759;12.613;11.792
"2895";"06/01/19 03:15:00 PM";2019-06-01 15:15:00;15.621;13.789;12.615;11.793
"2896";"06/01/19 03:30:00 PM";2019-06-01 15:30:00;15.718;13.82;12.618;11.793
"2897";"06/01/19 03:45:00 PM";2019-06-01 15:45:00;15.812;13.853;12.619;11.795
"2898";"06/01/19 04:00:00 PM";2019-06-01 16:00:00;15.903;13.886;12.622;11.796
"2899";"06/01/19 04:15:00 PM";2019-06-01 16:15:00;15.991;13.922;12.625;11.798
"2900";"06/01/19 04:30:00 PM";2019-06-01 16:30:00;16.077;13.958;12.628;11.8
"2901";"06/01/19 04:45:00 PM";2019-06-01 16:45:00;16.161;13.996;12.633;11.801
"2902";"06/01/19 05:00:00 PM";2019-06-01 17:00:00;16.241;14.035;12.636;11.803
"2903";"06/01/19 05:15:00 PM";2019-06-01 17:15:00;16.317;14.074;12.64;11.803
"2904";"06/01/19 05:30:00 PM";2019-06-01 17:30:00;16.388;14.113;12.645;11.804
"2905";"06/01/19 05:45:00 PM";2019-06-01 17:45:00;16.455;14.153;12.651;11.806
"2906";"06/01/19 06:00:00 PM";2019-06-01 18:00:00;16.519;14.194;12.657;11.807
"2907";"06/01/19 06:15:00 PM";2019-06-01 18:15:00;16.576;14.232;12.663;11.809
"2908";"06/01/19 06:30:00 PM";2019-06-01 18:30:00;16.622;14.273;12.669;11.809
"2909";"06/01/19 06:45:00 PM";2019-06-01 18:45:00;16.659;14.313;12.675;11.81
"2910";"06/01/19 07:00:00 PM";2019-06-01 19:00:00;16.691;14.352;12.683;11.812
"2911";"06/01/19 07:15:00 PM";2019-06-01 19:15:00;16.713;14.39;12.689;11.813
"2912";"06/01/19 07:30:00 PM";2019-06-01 19:30:00;16.729;14.427;12.696;11.815
"2913";"06/01/19 07:45:00 PM";2019-06-01 19:45:00;16.741;14.465;12.704;11.816
"2914";"06/01/19 08:00:00 PM";2019-06-01 20:00:00;16.749;14.499;12.711;11.818
"2915";"06/01/19 08:15:00 PM";2019-06-01 20:15:00;16.752;14.532;12.719;11.819
"2916";"06/01/19 08:30:00 PM";2019-06-01 20:30:00;16.752;14.565;12.728;11.821
"2917";"06/01/19 08:45:00 PM";2019-06-01 20:45:00;16.746;14.595;12.736;11.822
"2918";"06/01/19 09:00:00 PM";2019-06-01 21:00:00;16.735;14.625;12.745;11.824
"2919";"06/01/19 09:15:00 PM";2019-06-01 21:15:00;16.722;14.652;12.754;11.825
"2920";"06/01/19 09:30:00 PM";2019-06-01 21:30:00;16.705;14.677;12.764;11.827
"2921";"06/01/19 09:45:00 PM";2019-06-01 21:45:00;16.685;14.702;12.773;11.828
"2922";"06/01/19 10:00:00 PM";2019-06-01 22:00:00;16.662;14.725;12.784;11.831
"2923";"06/01/19 10:15:00 PM";2019-06-01 22:15:00;16.637;14.746;12.794;11.833
"2924";"06/01/19 10:30:00 PM";2019-06-01 22:30:00;16.609;14.765;12.803;11.836
"2925";"06/01/19 10:45:00 PM";2019-06-01 22:45:00;16.577;14.783;12.814;11.837
"2926";"06/01/19 11:00:00 PM";2019-06-01 23:00:00;16.543;14.8;12.825;11.84
"2927";"06/01/19 11:15:00 PM";2019-06-01 23:15:00;16.509;14.815;12.835;11.843
"2928";"06/01/19 11:30:00 PM";2019-06-01 23:30:00;16.473;14.828;12.846;11.845
"2929";"06/01/19 11:45:00 PM";2019-06-01 23:45:00;16.436;14.84;12.856;11.848
"2930";"06/02/19 12:00:00 AM";2019-06-02 00:00:00;16.397;14.849;12.867;11.851
"2931";"06/02/19 12:15:00 AM";2019-06-02 00:15:00;16.357;14.858;12.877;11.854
"2932";"06/02/19 12:30:00 AM";2019-06-02 00:30:00;16.314;14.865;12.888;11.857
"2933";"06/02/19 12:45:00 AM";2019-06-02 00:45:00;16.271;14.871;12.898;11.86
"2934";"06/02/19 01:00:00 AM";2019-06-02 01:00:00;16.228;14.877;12.909;11.865
"2935";"06/02/19 01:15:00 AM";2019-06-02 01:15:00;16.183;14.88;12.919;11.868
"2936";"06/02/19 01:30:00 AM";2019-06-02 01:30:00;16.138;14.882;12.93;11.871
"2937";"06/02/19 01:45:00 AM";2019-06-02 01:45:00;16.095;14.883;12.941;11.875
"2938";"06/02/19 02:00:00 AM";2019-06-02 02:00:00;16.052;14.883;12.95;11.878
"2939";"06/02/19 02:15:00 AM";2019-06-02 02:15:00;16.009;14.882;12.96;11.883
"2940";"06/02/19 02:30:00 AM";2019-06-02 02:30:00;15.965;14.879;12.969;11.887
"2941";"06/02/19 02:45:00 AM";2019-06-02 02:45:00;15.921;14.876;12.978;11.89
"2942";"06/02/19 03:00:00 AM";2019-06-02 03:00:00;15.877;14.871;12.989;11.895
"2943";"06/02/19 03:15:00 AM";2019-06-02 03:15:00;15.834;14.867;12.996;11.9
"2944";"06/02/19 03:30:00 AM";2019-06-02 03:30:00;15.792;14.861;13.005;11.904
"2945";"06/02/19 03:45:00 AM";2019-06-02 03:45:00;15.749;14.853;13.014;11.907
"2946";"06/02/19 04:00:00 AM";2019-06-02 04:00:00;15.706;14.846;13.022;11.912
"2947";"06/02/19 04:15:00 AM";2019-06-02 04:15:00;15.663;14.837;13.029;11.916
"2948";"06/02/19 04:30:00 AM";2019-06-02 04:30:00;15.618;14.828;13.037;11.921
"2949";"06/02/19 04:45:00 AM";2019-06-02 04:45:00;15.572;14.819;13.044;11.925
"2950";"06/02/19 05:00:00 AM";2019-06-02 05:00:00;15.527;14.809;13.052;11.93
"2951";"06/02/19 05:15:00 AM";2019-06-02 05:15:00;15.482;14.798;13.06;11.934
"2952";"06/02/19 05:30:00 AM";2019-06-02 05:30:00;15.437;14.788;13.067;11.939
"2953";"06/02/19 05:45:00 AM";2019-06-02 05:45:00;15.394;14.776;13.073;11.943
"2954";"06/02/19 06:00:00 AM";2019-06-02 06:00:00;15.351;14.762;13.079;11.948
"2955";"06/02/19 06:15:00 AM";2019-06-02 06:15:00;15.309;14.75;13.085;11.953
"2956";"06/02/19 06:30:00 AM";2019-06-02 06:30:00;15.269;14.737;13.091;11.957
"2957";"06/02/19 06:45:00 AM";2019-06-02 06:45:00;15.23;14.722;13.096;11.962
"2958";"06/02/19 07:00:00 AM";2019-06-02 07:00:00;15.194;14.708;13.102;11.966
"2959";"06/02/19 07:15:00 AM";2019-06-02 07:15:00;15.16;14.694;13.106;11.971
"2960";"06/02/19 07:30:00 AM";2019-06-02 07:30:00;15.128;14.679;13.111;11.975
"2961";"06/02/19 07:45:00 AM";2019-06-02 07:45:00;15.099;14.664;13.115;11.98
"2962";"06/02/19 08:00:00 AM";2019-06-02 08:00:00;15.072;14.647;13.118;11.984
"2963";"06/02/19 08:15:00 AM";2019-06-02 08:15:00;15.049;14.632;13.123;11.989
"2964";"06/02/19 08:30:00 AM";2019-06-02 08:30:00;15.033;14.617;13.126;11.993
"2965";"06/02/19 08:45:00 AM";2019-06-02 08:45:00;15.024;14.602;13.13;11.998
"2966";"06/02/19 09:00:00 AM";2019-06-02 09:00:00;15.027;14.587;13.133;12.003
"2967";"06/02/19 09:15:00 AM";2019-06-02 09:15:00;15.036;14.574;13.136;12.007
"2968";"06/02/19 09:30:00 AM";2019-06-02 09:30:00;15.054;14.56;13.139;12.012
"2969";"06/02/19 09:45:00 AM";2019-06-02 09:45:00;15.079;14.548;13.144;12.016
"2970";"06/02/19 10:00:00 AM";2019-06-02 10:00:00;15.112;14.536;13.147;12.021
"2971";"06/02/19 10:15:00 AM";2019-06-02 10:15:00;15.149;14.527;13.151;12.025
"2972";"06/02/19 10:30:00 AM";2019-06-02 10:30:00;15.191;14.518;13.154;12.03
"2973";"06/02/19 10:45:00 AM";2019-06-02 10:45:00;15.234;14.512;13.157;12.034
"2974";"06/02/19 11:00:00 AM";2019-06-02 11:00:00;15.284;14.508;13.162;12.039
"2975";"06/02/19 11:15:00 AM";2019-06-02 11:15:00;15.334;14.503;13.165;12.043
"2976";"06/02/19 11:30:00 AM";2019-06-02 11:30:00;15.388;14.503;13.166;12.048
"2977";"06/02/19 11:45:00 AM";2019-06-02 11:45:00;15.448;14.503;13.169;12.053
"2978";"06/02/19 12:00:00 PM";2019-06-02 12:00:00;15.514;14.505;13.172;12.056
"2979";"06/02/19 12:15:00 PM";2019-06-02 12:15:00;15.587;14.509;13.174;12.06
"2980";"06/02/19 12:30:00 PM";2019-06-02 12:30:00;15.666;14.515;13.177;12.065
"2981";"06/02/19 12:45:00 PM";2019-06-02 12:45:00;15.751;14.523;13.18;12.069
"2982";"06/02/19 01:00:00 PM";2019-06-02 13:00:00;15.84;14.532;13.181;12.072
"2983";"06/02/19 01:15:00 PM";2019-06-02 13:15:00;15.931;14.544;13.183;12.077
"2984";"06/02/19 01:30:00 PM";2019-06-02 13:30:00;16.018;14.557;13.186;12.08
"2985";"06/02/19 01:45:00 PM";2019-06-02 13:45:00;16.101;14.574;13.188;12.084
"2986";"06/02/19 02:00:00 PM";2019-06-02 14:00:00;16.183;14.59;13.189;12.087
"2987";"06/02/19 02:15:00 PM";2019-06-02 14:15:00;16.262;14.611;13.191;12.09
"2988";"06/02/19 02:30:00 PM";2019-06-02 14:30:00;16.348;14.632;13.194;12.095
"2989";"06/02/19 02:45:00 PM";2019-06-02 14:45:00;16.442;14.655;13.195;12.098
"2990";"06/02/19 03:00:00 PM";2019-06-02 15:00:00;16.537;14.68;13.198;12.101
"2991";"06/02/19 03:15:00 PM";2019-06-02 15:15:00;16.63;14.705;13.201;12.104
"2992";"06/02/19 03:30:00 PM";2019-06-02 15:30:00;16.72;14.734;13.204;12.107
"2993";"06/02/19 03:45:00 PM";2019-06-02 15:45:00;16.808;14.764;13.207;12.11
"2994";"06/02/19 04:00:00 PM";2019-06-02 16:00:00;16.893;14.794;13.21;12.113
"2995";"06/02/19 04:15:00 PM";2019-06-02 16:15:00;16.975;14.825;13.215;12.116
"2996";"06/02/19 04:30:00 PM";2019-06-02 16:30:00;17.055;14.859;13.219;12.119
"2997";"06/02/19 04:45:00 PM";2019-06-02 16:45:00;17.131;14.892;13.224;12.122
"2998";"06/02/19 05:00:00 PM";2019-06-02 17:00:00;17.204;14.928;13.228;12.124
"2999";"06/02/19 05:15:00 PM";2019-06-02 17:15:00;17.274;14.964;13.233;12.127
"3000";"06/02/19 05:30:00 PM";2019-06-02 17:30:00;17.338;15;13.239;12.13
"3001";"06/02/19 05:45:00 PM";2019-06-02 17:45:00;17.399;15.036;13.245;12.133
"3002";"06/02/19 06:00:00 PM";2019-06-02 18:00:00;17.458;15.073;13.251;12.136
"3003";"06/02/19 06:15:00 PM";2019-06-02 18:15:00;17.512;15.111;13.257;12.137
"3004";"06/02/19 06:30:00 PM";2019-06-02 18:30:00;17.556;15.146;13.264;12.14
"3005";"06/02/19 06:45:00 PM";2019-06-02 18:45:00;17.593;15.182;13.27;12.143
"3006";"06/02/19 07:00:00 PM";2019-06-02 19:00:00;17.623;15.218;13.278;12.145
"3007";"06/02/19 07:15:00 PM";2019-06-02 19:15:00;17.645;15.254;13.284;12.148
"3008";"06/02/19 07:30:00 PM";2019-06-02 19:30:00;17.663;15.288;13.291;12.151
"3009";"06/02/19 07:45:00 PM";2019-06-02 19:45:00;17.677;15.323;13.299;12.152
"3010";"06/02/19 08:00:00 PM";2019-06-02 20:00:00;17.686;15.354;13.306;12.155
"3011";"06/02/19 08:15:00 PM";2019-06-02 20:15:00;17.691;15.385;13.314;12.158
"3012";"06/02/19 08:30:00 PM";2019-06-02 20:30:00;17.693;15.415;13.321;12.16
"3013";"06/02/19 08:45:00 PM";2019-06-02 20:45:00;17.691;15.443;13.33;12.163
"3014";"06/02/19 09:00:00 PM";2019-06-02 21:00:00;17.687;15.47;13.338;12.166
"3015";"06/02/19 09:15:00 PM";2019-06-02 21:15:00;17.678;15.496;13.347;12.169
"3016";"06/02/19 09:30:00 PM";2019-06-02 21:30:00;17.665;15.521;13.356;12.172
"3017";"06/02/19 09:45:00 PM";2019-06-02 21:45:00;17.647;15.543;13.367;12.175
"3018";"06/02/19 10:00:00 PM";2019-06-02 22:00:00;17.625;15.566;13.376;12.178
"3019";"06/02/19 10:15:00 PM";2019-06-02 22:15:00;17.599;15.585;13.385;12.181
"3020";"06/02/19 10:30:00 PM";2019-06-02 22:30:00;17.57;15.605;13.395;12.184
"3021";"06/02/19 10:45:00 PM";2019-06-02 22:45:00;17.538;15.621;13.406;12.187
"3022";"06/02/19 11:00:00 PM";2019-06-02 23:00:00;17.504;15.636;13.415;12.19
"3023";"06/02/19 11:15:00 PM";2019-06-02 23:15:00;17.467;15.651;13.425;12.193
"3024";"06/02/19 11:30:00 PM";2019-06-02 23:30:00;17.427;15.663;13.436;12.198
"3025";"06/02/19 11:45:00 PM";2019-06-02 23:45:00;17.384;15.673;13.446;12.201
"3026";"06/03/19 12:00:00 AM";2019-06-03 00:00:00;17.341;15.682;13.457;12.205
"3027";"06/03/19 12:15:00 AM";2019-06-03 00:15:00;17.296;15.69;13.467;12.208
"3028";"06/03/19 12:30:00 AM";2019-06-03 00:30:00;17.251;15.697;13.478;12.213
"3029";"06/03/19 12:45:00 AM";2019-06-03 00:45:00;17.208;15.701;13.488;12.217
"3030";"06/03/19 01:00:00 AM";2019-06-03 01:00:00;17.164;15.704;13.499;12.221
"3031";"06/03/19 01:15:00 AM";2019-06-03 01:15:00;17.119;15.706;13.508;12.225
"3032";"06/03/19 01:30:00 AM";2019-06-03 01:30:00;17.074;15.707;13.518;12.23
"3033";"06/03/19 01:45:00 AM";2019-06-03 01:45:00;17.03;15.707;13.529;12.234
"3034";"06/03/19 02:00:00 AM";2019-06-03 02:00:00;16.985;15.706;13.538;12.239
"3035";"06/03/19 02:15:00 AM";2019-06-03 02:15:00;16.939;15.703;13.547;12.243
"3036";"06/03/19 02:30:00 AM";2019-06-03 02:30:00;16.893;15.699;13.557;12.248
"3037";"06/03/19 02:45:00 AM";2019-06-03 02:45:00;16.845;15.694;13.566;12.252
"3038";"06/03/19 03:00:00 AM";2019-06-03 03:00:00;16.798;15.69;13.575;12.257
"3039";"06/03/19 03:15:00 AM";2019-06-03 03:15:00;16.75;15.682;13.584;12.261
"3040";"06/03/19 03:30:00 AM";2019-06-03 03:30:00;16.702;15.675;13.592;12.266
"3041";"06/03/19 03:45:00 AM";2019-06-03 03:45:00;16.656;15.667;13.601;12.272
"3042";"06/03/19 04:00:00 AM";2019-06-03 04:00:00;16.612;15.658;13.608;12.276
"3043";"06/03/19 04:15:00 AM";2019-06-03 04:15:00;16.567;15.648;13.617;12.281
"3044";"06/03/19 04:30:00 AM";2019-06-03 04:30:00;16.524;15.637;13.625;12.287
"3045";"06/03/19 04:45:00 AM";2019-06-03 04:45:00;16.481;15.627;13.631;12.292
"3046";"06/03/19 05:00:00 AM";2019-06-03 05:00:00;16.438;15.615;13.638;12.298
"3047";"06/03/19 05:15:00 AM";2019-06-03 05:15:00;16.396;15.603;13.646;12.302
"3048";"06/03/19 05:30:00 AM";2019-06-03 05:30:00;16.356;15.591;13.652;12.307
"3049";"06/03/19 05:45:00 AM";2019-06-03 05:45:00;16.314;15.578;13.658;12.313
"3050";"06/03/19 06:00:00 AM";2019-06-03 06:00:00;16.274;15.564;13.664;12.317
"3051";"06/03/19 06:15:00 AM";2019-06-03 06:15:00;16.235;15.549;13.67;12.323
"3052";"06/03/19 06:30:00 AM";2019-06-03 06:30:00;16.198;15.536;13.675;12.328
"3053";"06/03/19 06:45:00 AM";2019-06-03 06:45:00;16.164;15.521;13.681;12.332
"3054";"06/03/19 07:00:00 AM";2019-06-03 07:00:00;16.132;15.506;13.685;12.338
"3055";"06/03/19 07:15:00 AM";2019-06-03 07:15:00;16.107;15.491;13.69;12.343
"3056";"06/03/19 07:30:00 AM";2019-06-03 07:30:00;16.083;15.476;13.694;12.348
"3057";"06/03/19 07:45:00 AM";2019-06-03 07:45:00;16.062;15.461;13.697;12.354
"3058";"06/03/19 08:00:00 AM";2019-06-03 08:00:00;16.041;15.446;13.702;12.358
"3059";"06/03/19 08:15:00 AM";2019-06-03 08:15:00;16.02;15.431;13.705;12.363
"3060";"06/03/19 08:30:00 AM";2019-06-03 08:30:00;16.004;15.417;13.709;12.367
"3061";"06/03/19 08:45:00 AM";2019-06-03 08:45:00;15.992;15.403;13.712;12.373
"3062";"06/03/19 09:00:00 AM";2019-06-03 09:00:00;15.989;15.388;13.715;12.378
"3063";"06/03/19 09:15:00 AM";2019-06-03 09:15:00;15.994;15.375;13.718;12.382
"3064";"06/03/19 09:30:00 AM";2019-06-03 09:30:00;16.006;15.363;13.721;12.387
"3065";"06/03/19 09:45:00 AM";2019-06-03 09:45:00;16.025;15.351;13.724;12.391
"3066";"06/03/19 10:00:00 AM";2019-06-03 10:00:00;16.05;15.34;13.729;12.397
"3067";"06/03/19 10:15:00 AM";2019-06-03 10:15:00;16.082;15.33;13.732;12.402
"3068";"06/03/19 10:30:00 AM";2019-06-03 10:30:00;16.117;15.323;13.736;12.406
"3069";"06/03/19 10:45:00 AM";2019-06-03 10:45:00;16.158;15.317;13.739;12.411
"3070";"06/03/19 11:00:00 AM";2019-06-03 11:00:00;16.199;15.311;13.744;12.417
"3071";"06/03/19 11:15:00 AM";2019-06-03 11:15:00;16.245;15.308;13.747;12.422
"3072";"06/03/19 11:30:00 AM";2019-06-03 11:30:00;16.295;15.306;13.75;12.426
"3073";"06/03/19 11:45:00 AM";2019-06-03 11:45:00;16.348;15.306;13.753;12.431
"3074";"06/03/19 12:00:00 PM";2019-06-03 12:00:00;16.406;15.309;13.756;12.437
"3075";"06/03/19 12:15:00 PM";2019-06-03 12:15:00;16.47;15.312;13.759;12.441
"3076";"06/03/19 12:30:00 PM";2019-06-03 12:30:00;16.542;15.318;13.762;12.446
"3077";"06/03/19 12:45:00 PM";2019-06-03 12:45:00;16.619;15.324;13.765;12.45
"3078";"06/03/19 01:00:00 PM";2019-06-03 13:00:00;16.698;15.333;13.768;12.455
"3079";"06/03/19 01:15:00 PM";2019-06-03 13:15:00;16.769;15.345;13.771;12.459
"3080";"06/03/19 01:30:00 PM";2019-06-03 13:30:00;16.839;15.357;13.774;12.464
"3081";"06/03/19 01:45:00 PM";2019-06-03 13:45:00;16.906;15.372;13.775;12.468
"3082";"06/03/19 02:00:00 PM";2019-06-03 14:00:00;16.957;15.388;13.777;12.471
"3083";"06/03/19 02:15:00 PM";2019-06-03 14:15:00;16.981;15.406;13.778;12.476
"3084";"06/03/19 02:30:00 PM";2019-06-03 14:30:00;16.984;15.423;13.778;12.479
"3085";"06/03/19 02:45:00 PM";2019-06-03 14:45:00;16.978;15.44;13.777;12.482
"3086";"06/03/19 03:00:00 PM";2019-06-03 15:00:00;16.964;15.457;13.777;12.485
"3087";"06/03/19 03:15:00 PM";2019-06-03 15:15:00;16.949;15.472;13.775;12.488
"3088";"06/03/19 03:30:00 PM";2019-06-03 15:30:00;16.933;15.487;13.774;12.49
"3089";"06/03/19 03:45:00 PM";2019-06-03 15:45:00;16.915;15.5;13.774;12.491
"3090";"06/03/19 04:00:00 PM";2019-06-03 16:00:00;16.899;15.512;13.775;12.494
"3091";"06/03/19 04:15:00 PM";2019-06-03 16:15:00;16.887;15.523;13.775;12.496
"3092";"06/03/19 04:30:00 PM";2019-06-03 16:30:00;16.884;15.531;13.778;12.499
"3093";"06/03/19 04:45:00 PM";2019-06-03 16:45:00;16.897;15.539;13.78;12.502
"3094";"06/03/19 05:00:00 PM";2019-06-03 17:00:00;16.935;15.548;13.783;12.505
"3095";"06/03/19 05:15:00 PM";2019-06-03 17:15:00;16.976;15.554;13.786;12.508
"3096";"06/03/19 05:30:00 PM";2019-06-03 17:30:00;17.01;15.563;13.79;12.509
"3097";"06/03/19 05:45:00 PM";2019-06-03 17:45:00;17.034;15.57;13.793;12.512
"3098";"06/03/19 06:00:00 PM";2019-06-03 18:00:00;17.051;15.581;13.798;12.514
"3099";"06/03/19 06:15:00 PM";2019-06-03 18:15:00;17.063;15.59;13.802;12.517
"3100";"06/03/19 06:30:00 PM";2019-06-03 18:30:00;17.071;15.6;13.807;12.52
"3101";"06/03/19 06:45:00 PM";2019-06-03 18:45:00;17.076;15.611;13.811;12.523
"3102";"06/03/19 07:00:00 PM";2019-06-03 19:00:00;17.079;15.621;13.814;12.524
"3103";"06/03/19 07:15:00 PM";2019-06-03 19:15:00;17.082;15.63;13.819;12.527
"3104";"06/03/19 07:30:00 PM";2019-06-03 19:30:00;17.086;15.64;13.822;12.53
"3105";"06/03/19 07:45:00 PM";2019-06-03 19:45:00;17.089;15.649;13.825;12.533
"3106";"06/03/19 08:00:00 PM";2019-06-03 20:00:00;17.088;15.658;13.829;12.535
"3107";"06/03/19 08:15:00 PM";2019-06-03 20:15:00;17.083;15.666;13.832;12.538
"3108";"06/03/19 08:30:00 PM";2019-06-03 20:30:00;17.076;15.673;13.837;12.541
"3109";"06/03/19 08:45:00 PM";2019-06-03 20:45:00;17.07;15.682;13.841;12.544
"3110";"06/03/19 09:00:00 PM";2019-06-03 21:00:00;17.064;15.69;13.846;12.545
"3111";"06/03/19 09:15:00 PM";2019-06-03 21:15:00;17.058;15.697;13.85;12.548
"3112";"06/03/19 09:30:00 PM";2019-06-03 21:30:00;17.051;15.703;13.853;12.551
"3113";"06/03/19 09:45:00 PM";2019-06-03 21:45:00;17.039;15.709;13.858;12.554
"3114";"06/03/19 10:00:00 PM";2019-06-03 22:00:00;17.021;15.713;13.862;12.557
"3115";"06/03/19 10:15:00 PM";2019-06-03 22:15:00;17;15.718;13.867;12.56
"3116";"06/03/19 10:30:00 PM";2019-06-03 22:30:00;16.975;15.722;13.871;12.562
"3117";"06/03/19 10:45:00 PM";2019-06-03 22:45:00;16.945;15.725;13.876;12.565
"3118";"06/03/19 11:00:00 PM";2019-06-03 23:00:00;16.912;15.728;13.88;12.568
"3119";"06/03/19 11:15:00 PM";2019-06-03 23:15:00;16.881;15.73;13.885;12.571
"3120";"06/03/19 11:30:00 PM";2019-06-03 23:30:00;16.848;15.73;13.888;12.574
"3121";"06/03/19 11:45:00 PM";2019-06-03 23:45:00;16.814;15.73;13.892;12.577
"3122";"06/04/19 12:00:00 AM";2019-06-04 00:00:00;16.781;15.728;13.897;12.58
"3123";"06/04/19 12:15:00 AM";2019-06-04 00:15:00;16.75;15.727;13.901;12.583
"3124";"06/04/19 12:30:00 AM";2019-06-04 00:30:00;16.716;15.724;13.904;12.585
"3125";"06/04/19 12:45:00 AM";2019-06-04 00:45:00;16.68;15.719;13.909;12.588
"3126";"06/04/19 01:00:00 AM";2019-06-04 01:00:00;16.644;15.715;13.913;12.591
"3127";"06/04/19 01:15:00 AM";2019-06-04 01:15:00;16.609;15.71;13.916;12.594
"3128";"06/04/19 01:30:00 AM";2019-06-04 01:30:00;16.573;15.704;13.921;12.597
"3129";"06/04/19 01:45:00 AM";2019-06-04 01:45:00;16.537;15.699;13.925;12.6
"3130";"06/04/19 02:00:00 AM";2019-06-04 02:00:00;16.5;15.691;13.928;12.603
"3131";"06/04/19 02:15:00 AM";2019-06-04 02:15:00;16.461;15.682;13.931;12.606
"3132";"06/04/19 02:30:00 AM";2019-06-04 02:30:00;16.424;15.675;13.936;12.609
"3133";"06/04/19 02:45:00 AM";2019-06-04 02:45:00;16.385;15.666;13.939;12.612
"3134";"06/04/19 03:00:00 AM";2019-06-04 03:00:00;16.348;15.655;13.942;12.615
"3135";"06/04/19 03:15:00 AM";2019-06-04 03:15:00;16.312;15.646;13.945;12.618
"3136";"06/04/19 03:30:00 AM";2019-06-04 03:30:00;16.275;15.634;13.948;12.622
"3137";"06/04/19 03:45:00 AM";2019-06-04 03:45:00;16.238;15.624;13.951;12.625
"3138";"06/04/19 04:00:00 AM";2019-06-04 04:00:00;16.204;15.612;13.954;12.628
"3139";"06/04/19 04:15:00 AM";2019-06-04 04:15:00;16.168;15.6;13.957;12.631
"3140";"06/04/19 04:30:00 AM";2019-06-04 04:30:00;16.132;15.588;13.958;12.634
"3141";"06/04/19 04:45:00 AM";2019-06-04 04:45:00;16.099;15.575;13.96;12.637
"3142";"06/04/19 05:00:00 AM";2019-06-04 05:00:00;16.065;15.561;13.963;12.64
"3143";"06/04/19 05:15:00 AM";2019-06-04 05:15:00;16.032;15.548;13.964;12.644
"3144";"06/04/19 05:30:00 AM";2019-06-04 05:30:00;15.998;15.534;13.966;12.647
"3145";"06/04/19 05:45:00 AM";2019-06-04 05:45:00;15.964;15.521;13.966;12.65
"3146";"06/04/19 06:00:00 AM";2019-06-04 06:00:00;15.93;15.506;13.967;12.653
"3147";"06/04/19 06:15:00 AM";2019-06-04 06:15:00;15.895;15.491;13.969;12.656
"3148";"06/04/19 06:30:00 AM";2019-06-04 06:30:00;15.863;15.476;13.969;12.659
"3149";"06/04/19 06:45:00 AM";2019-06-04 06:45:00;15.831;15.461;13.97;12.66
"3150";"06/04/19 07:00:00 AM";2019-06-04 07:00:00;15.803;15.446;13.97;12.663
"3151";"06/04/19 07:15:00 AM";2019-06-04 07:15:00;15.776;15.431;13.97;12.666
"3152";"06/04/19 07:30:00 AM";2019-06-04 07:30:00;15.754;15.415;13.97;12.669
"3153";"06/04/19 07:45:00 AM";2019-06-04 07:45:00;15.734;15.4;13.97;12.672
"3154";"06/04/19 08:00:00 AM";2019-06-04 08:00:00;15.719;15.385;13.969;12.674
"3155";"06/04/19 08:15:00 AM";2019-06-04 08:15:00;15.712;15.369;13.969;12.677
"3156";"06/04/19 08:30:00 AM";2019-06-04 08:30:00;15.71;15.354;13.969;12.68
"3157";"06/04/19 08:45:00 AM";2019-06-04 08:45:00;15.707;15.34;13.967;12.683
"3158";"06/04/19 09:00:00 AM";2019-06-04 09:00:00;15.71;15.326;13.966;12.684
"3159";"06/04/19 09:15:00 AM";2019-06-04 09:15:00;15.719;15.312;13.966;12.687
"3160";"06/04/19 09:30:00 AM";2019-06-04 09:30:00;15.734;15.299;13.964;12.69
"3161";"06/04/19 09:45:00 AM";2019-06-04 09:45:00;15.757;15.288;13.963;12.692
"3162";"06/04/19 10:00:00 AM";2019-06-04 10:00:00;15.785;15.276;13.961;12.695
"3163";"06/04/19 10:15:00 AM";2019-06-04 10:15:00;15.818;15.267;13.961;12.696
"3164";"06/04/19 10:30:00 AM";2019-06-04 10:30:00;15.857;15.258;13.961;12.699
"3165";"06/04/19 10:45:00 AM";2019-06-04 10:45:00;15.898;15.252;13.961;12.702
"3166";"06/04/19 11:00:00 AM";2019-06-04 11:00:00;15.942;15.246;13.961;12.704
"3167";"06/04/19 11:15:00 AM";2019-06-04 11:15:00;15.988;15.242;13.961;12.707
"3168";"06/04/19 11:30:00 AM";2019-06-04 11:30:00;16.04;15.24;13.961;12.71
"3169";"06/04/19 11:45:00 AM";2019-06-04 11:45:00;16.095;15.239;13.96;12.711
"3170";"06/04/19 12:00:00 PM";2019-06-04 12:00:00;16.156;15.24;13.96;12.714
"3171";"06/04/19 12:15:00 PM";2019-06-04 12:15:00;16.223;15.243;13.96;12.717
"3172";"06/04/19 12:30:00 PM";2019-06-04 12:30:00;16.298;15.248;13.96;12.719
"3173";"06/04/19 12:45:00 PM";2019-06-04 12:45:00;16.378;15.254;13.96;12.722
"3174";"06/04/19 01:00:00 PM";2019-06-04 13:00:00;16.464;15.261;13.96;12.725
"3175";"06/04/19 01:15:00 PM";2019-06-04 13:15:00;16.551;15.272;13.96;12.726
