#,dates,pressure_differential_m,temperature_stream_C
1,18/05/2017 20:30:00,0.078033095,15.497
2,18/05/2017 20:45:00,0.077885265,15.409
3,18/05/2017 21:00:00,0.0787043,15.317
4,18/05/2017 21:15:00,0.079727661,15.22
5,18/05/2017 21:30:00,0.080292752,15.128
6,18/05/2017 21:45:00,0.079864307,15.042
7,18/05/2017 22:00:00,0.080978917,14.958
8,18/05/2017 22:15:00,0.081004124,14.889
9,18/05/2017 22:30:00,0.081497061,14.822
10,18/05/2017 22:45:00,0.081760004,14.765
11,18/05/2017 23:00:00,0.081980069,14.722
12,18/05/2017 23:15:00,0.081922594,14.679
13,18/05/2017 23:30:00,0.082828023,14.628
14,18/05/2017 23:45:00,0.083167079,14.569
15,19/05/2017 00:00:00,0.083326532,14.496
16,19/05/2017 00:15:00,0.083438616,14.418
17,19/05/2017 00:30:00,0.083589141,14.334
18,19/05/2017 00:45:00,0.083564735,14.241
19,19/05/2017 01:00:00,0.083683089,14.156
20,19/05/2017 01:15:00,0.08385662,14.068
21,19/05/2017 01:30:00,0.084092543,13.984
22,19/05/2017 01:45:00,0.084309953,13.904
23,19/05/2017 02:00:00,0.084452552,13.831
24,19/05/2017 02:15:00,0.083591796,13.766
25,19/05/2017 02:30:00,0.084717934,13.703
26,19/05/2017 02:45:00,0.085003646,13.648
27,19/05/2017 03:00:00,0.084568865,13.599
28,19/05/2017 03:15:00,0.084892186,13.559
29,19/05/2017 03:30:00,0.085162519,13.514
30,19/05/2017 03:45:00,0.08526064,13.467
31,19/05/2017 04:00:00,0.085348177,13.413
32,19/05/2017 04:15:00,0.085508988,13.353
33,19/05/2017 04:30:00,0.0840281,13.285
34,19/05/2017 04:45:00,0.085667743,13.222
35,19/05/2017 05:00:00,0.085271227,13.162
36,19/05/2017 05:15:00,0.085617612,13.126
37,19/05/2017 05:30:00,0.085817988,13.06
38,19/05/2017 05:45:00,0.086126648,12.993
39,19/05/2017 06:00:00,0.086174738,12.942
40,19/05/2017 06:15:00,0.086260617,12.892
41,19/05/2017 06:30:00,0.086288896,12.84
42,19/05/2017 06:45:00,0.085742756,12.794
43,19/05/2017 07:00:00,0.086390395,12.755
44,19/05/2017 07:15:00,0.086497563,12.716
45,19/05/2017 07:30:00,0.086539322,12.683
46,19/05/2017 07:45:00,0.086599059,12.65
47,19/05/2017 08:00:00,0.086636261,12.628
48,19/05/2017 08:15:00,0.086665185,12.607
49,19/05/2017 08:30:00,0.086646029,12.58
50,19/05/2017 08:45:00,0.086704167,12.559
51,19/05/2017 09:00:00,0.086694882,12.557
52,19/05/2017 09:15:00,0.086638459,12.582
53,19/05/2017 09:30:00,0.085733751,12.577
54,19/05/2017 09:45:00,0.086602092,12.564
55,19/05/2017 10:00:00,0.086707123,12.56
56,19/05/2017 10:15:00,0.086693341,12.577
57,19/05/2017 10:30:00,0.086621125,12.613
58,19/05/2017 10:45:00,0.086524484,12.651
59,19/05/2017 11:00:00,0.08653299,12.701
60,19/05/2017 11:15:00,0.086488455,12.719
61,19/05/2017 11:30:00,0.086535828,12.705
62,19/05/2017 11:45:00,0.086468943,12.701
63,19/05/2017 12:00:00,0.086450788,12.696
64,19/05/2017 12:15:00,0.082820658,12.687
65,19/05/2017 12:30:00,0.086564924,12.708
66,19/05/2017 12:45:00,0.086512638,12.742
67,19/05/2017 13:00:00,0.086458754,12.788
68,19/05/2017 13:15:00,0.086364828,12.852
69,19/05/2017 13:30:00,0.085365953,12.936
70,19/05/2017 13:45:00,0.086183067,12.987
71,19/05/2017 14:00:00,0.08613072,13.032
72,19/05/2017 14:15:00,0.08601846,13.105
73,19/05/2017 14:30:00,0.085920163,13.147
74,19/05/2017 14:45:00,0.085895259,13.18
75,19/05/2017 15:00:00,0.085834344,13.186
76,19/05/2017 15:15:00,0.085865799,13.224
77,19/05/2017 15:30:00,0.08587952,13.218
78,19/05/2017 15:45:00,0.085763245,13.26
79,19/05/2017 16:00:00,0.085741355,13.302
80,19/05/2017 16:15:00,0.085649266,13.348
81,19/05/2017 16:30:00,0.085483903,13.4
82,19/05/2017 16:45:00,0.085061587,13.424
83,19/05/2017 17:00:00,0.084751707,13.38
84,19/05/2017 17:15:00,0.082724477,13.394
85,19/05/2017 17:30:00,0.078289532,13.345
86,19/05/2017 17:45:00,0.076929691,13.332
87,19/05/2017 18:00:00,0.076958013,13.364
88,19/05/2017 18:15:00,0.070419069,13.357
89,19/05/2017 18:30:00,0.071228974,13.382
90,19/05/2017 18:45:00,0.082404768,13.409
91,19/05/2017 19:00:00,0.082162296,13.422
92,19/05/2017 19:15:00,0.084487525,13.421
93,19/05/2017 19:30:00,0.084643301,13.403
94,19/05/2017 19:45:00,0.08479281,13.373
95,19/05/2017 20:00:00,0.084875491,13.347
96,19/05/2017 20:15:00,0.08484865,13.306
97,19/05/2017 20:30:00,0.084902769,13.273
98,19/05/2017 20:45:00,0.084944052,13.252
99,19/05/2017 21:00:00,0.084964044,13.239
100,19/05/2017 21:15:00,0.084999352,13.227
101,19/05/2017 21:30:00,0.084991786,13.21
102,19/05/2017 21:45:00,0.085016391,13.194
103,19/05/2017 22:00:00,0.085045609,13.175
104,19/05/2017 22:15:00,0.085064301,13.157
105,19/05/2017 22:30:00,0.085133203,13.129
106,19/05/2017 22:45:00,0.085193297,13.087
107,19/05/2017 23:00:00,0.08535517,13.038
108,19/05/2017 23:15:00,0.085438507,12.986
109,19/05/2017 23:30:00,0.085506171,12.942
110,19/05/2017 23:45:00,0.085570582,12.895
111,20/05/2017 00:00:00,0.085630676,12.853
112,20/05/2017 00:15:00,0.085693845,12.809
113,20/05/2017 00:30:00,0.085755181,12.764
114,20/05/2017 00:45:00,0.085827458,12.717
115,20/05/2017 01:00:00,0.085898198,12.671
116,20/05/2017 01:15:00,0.085947883,12.627
117,20/05/2017 01:30:00,0.086029031,12.583
118,20/05/2017 01:45:00,0.086078716,12.539
119,20/05/2017 02:00:00,0.086127868,12.499
120,20/05/2017 02:15:00,0.086172526,12.459
121,20/05/2017 02:30:00,0.086220436,12.422
122,20/05/2017 02:45:00,0.086278873,12.384
123,20/05/2017 03:00:00,0.086321874,12.348
124,20/05/2017 03:15:00,0.086369784,12.311
125,20/05/2017 03:30:00,0.086420532,12.278
126,20/05/2017 03:45:00,0.086448274,12.249
127,20/05/2017 04:00:00,0.086488614,12.214
128,20/05/2017 04:15:00,0.086548469,12.178
129,20/05/2017 04:30:00,0.086590052,12.14
130,20/05/2017 04:45:00,0.086637843,12.106
131,20/05/2017 05:00:00,0.086678125,12.063
132,20/05/2017 05:15:00,0.08671545,12.019
133,20/05/2017 05:30:00,0.086758394,11.975
134,20/05/2017 05:45:00,0.086795777,11.939
135,20/05/2017 06:00:00,0.08680365,11.901
136,20/05/2017 06:15:00,0.086848603,11.863
137,20/05/2017 06:30:00,0.086890362,11.83
138,20/05/2017 06:45:00,0.086913551,11.793
139,20/05/2017 07:00:00,0.086921601,11.76
140,20/05/2017 07:15:00,0.08690067,11.74
141,20/05/2017 07:30:00,0.086786591,11.736
142,20/05/2017 07:45:00,0.08668931,11.724
143,20/05/2017 08:00:00,0.086582802,11.718
144,20/05/2017 08:15:00,0.086486521,11.728
145,20/05/2017 08:30:00,0.086401301,11.733
