#,dtes,temperture depth 1 [C],temperture depth 2 [C],temperture depth 3 [C],temperture depth 4 [C],
828,11/05/2019 14:45:00,11.504,10.398,9.678,9.432,
829,11/05/2019 15:00:00,11.552,10.417,9.683,9.433,
830,11/05/2019 15:15:00,11.581,10.433,9.686,9.435,
831,11/05/2019 15:30:00,11.595,10.453,9.691,9.436,
832,11/05/2019 15:45:00,11.595,10.472,9.694,9.438,
833,11/05/2019 16:00:00,11.587,10.49,9.698,9.44,
834,11/05/2019 16:15:00,11.573,10.508,9.701,9.441,
835,11/05/2019 16:30:00,11.558,10.525,9.706,9.444,
836,11/05/2019 16:45:00,11.54,10.542,9.711,9.446,
837,11/05/2019 17:00:00,11.522,10.556,9.715,9.447,
838,11/05/2019 17:15:00,11.502,10.569,9.72,9.449,
839,11/05/2019 17:30:00,11.482,10.582,9.726,9.45,
840,11/05/2019 17:45:00,11.461,10.592,9.731,9.453,
841,11/05/2019 18:00:00,11.437,10.603,9.737,9.455,
842,11/05/2019 18:15:00,11.414,10.612,9.741,9.457,
843,11/05/2019 18:30:00,11.391,10.62,9.748,9.458,
844,11/05/2019 18:45:00,11.368,10.626,9.752,9.461,
845,11/05/2019 19:00:00,11.349,10.632,9.758,9.463,
846,11/05/2019 19:15:00,11.332,10.637,9.763,9.464,
847,11/05/2019 19:30:00,11.315,10.641,9.769,9.466,
848,11/05/2019 19:45:00,11.301,10.646,9.775,9.469,
849,11/05/2019 20:00:00,11.288,10.649,9.78,9.47,
850,11/05/2019 20:15:00,11.276,10.65,9.786,9.472,
851,11/05/2019 20:30:00,11.265,10.654,9.792,9.475,
852,11/05/2019 20:45:00,11.251,10.655,9.797,9.477,
853,11/05/2019 21:00:00,11.236,10.657,9.803,9.48,
854,11/05/2019 21:15:00,11.218,10.658,9.808,9.481,
855,11/05/2019 21:30:00,11.196,10.658,9.812,9.484,
856,11/05/2019 21:45:00,11.175,10.66,9.818,9.486,
857,11/05/2019 22:00:00,11.152,10.66,9.823,9.489,
858,11/05/2019 22:15:00,11.126,10.658,9.828,9.49,
859,11/05/2019 22:30:00,11.099,10.658,9.834,9.494,
860,11/05/2019 22:45:00,11.072,10.657,9.838,9.495,
861,11/05/2019 23:00:00,11.044,10.655,9.843,9.498,
862,11/05/2019 23:15:00,11.017,10.652,9.848,9.501,
863,11/05/2019 23:30:00,10.988,10.649,9.852,9.503,
864,11/05/2019 23:45:00,10.959,10.644,9.857,9.506,
865,12/05/2019 00:00:00,10.93,10.641,9.86,9.507,
866,12/05/2019 00:15:00,10.899,10.635,9.864,9.51,
867,12/05/2019 00:30:00,10.869,10.631,9.869,9.514,
868,12/05/2019 00:45:00,10.837,10.625,9.872,9.515,
869,12/05/2019 01:00:00,10.803,10.618,9.877,9.518,
870,12/05/2019 01:15:00,10.771,10.611,9.88,9.521,
871,12/05/2019 01:30:00,10.736,10.605,9.883,9.523,
872,12/05/2019 01:45:00,10.702,10.595,9.888,9.526,
873,12/05/2019 02:00:00,10.667,10.588,9.891,9.527,
874,12/05/2019 02:15:00,10.632,10.579,9.894,9.531,
875,12/05/2019 02:30:00,10.597,10.569,9.897,9.534,
876,12/05/2019 02:45:00,10.562,10.559,9.898,9.535,
877,12/05/2019 03:00:00,10.527,10.55,9.901,9.538,
878,12/05/2019 03:15:00,10.493,10.539,9.904,9.541,
879,12/05/2019 03:30:00,10.461,10.527,9.906,9.543,
880,12/05/2019 03:45:00,10.427,10.516,9.909,9.546,
881,12/05/2019 04:00:00,10.395,10.504,9.911,9.547,
882,12/05/2019 04:15:00,10.361,10.492,9.912,9.551,
883,12/05/2019 04:30:00,10.329,10.479,9.914,9.552,
884,12/05/2019 04:45:00,10.299,10.466,9.915,9.555,
885,12/05/2019 05:00:00,10.268,10.453,9.917,9.557,
886,12/05/2019 05:15:00,10.239,10.439,9.917,9.56,
887,12/05/2019 05:30:00,10.21,10.427,9.918,9.561,
888,12/05/2019 05:45:00,10.182,10.413,9.92,9.564,
889,12/05/2019 06:00:00,10.156,10.4,9.92,9.566,
890,12/05/2019 06:15:00,10.129,10.386,9.92,9.569,
891,12/05/2019 06:30:00,10.101,10.372,9.92,9.571,
892,12/05/2019 06:45:00,10.075,10.358,9.92,9.572,
893,12/05/2019 07:00:00,10.05,10.345,9.92,9.575,
894,12/05/2019 07:15:00,10.027,10.331,9.92,9.577,
895,12/05/2019 07:30:00,10.007,10.316,9.92,9.578,
896,12/05/2019 07:45:00,9.99,10.302,9.918,9.58,
897,12/05/2019 08:00:00,9.978,10.288,9.918,9.583,
898,12/05/2019 08:15:00,9.974,10.274,9.917,9.584,
899,12/05/2019 08:30:00,9.97,10.262,9.917,9.586,
900,12/05/2019 08:45:00,9.97,10.248,9.915,9.588,
901,12/05/2019 09:00:00,9.969,10.236,9.914,9.589,
902,12/05/2019 09:15:00,9.97,10.224,9.912,9.591,
903,12/05/2019 09:30:00,9.974,10.213,9.911,9.592,
904,12/05/2019 09:45:00,9.978,10.202,9.909,9.594,
905,12/05/2019 10:00:00,9.981,10.191,9.907,9.595,
906,12/05/2019 10:15:00,9.984,10.182,9.906,9.597,
907,12/05/2019 10:30:00,9.99,10.173,9.903,9.597,
908,12/05/2019 10:45:00,9.998,10.165,9.901,9.598,
909,12/05/2019 11:00:00,10.012,10.158,9.9,9.6,
910,12/05/2019 11:15:00,10.03,10.15,9.897,9.601,
911,12/05/2019 11:30:00,10.058,10.144,9.895,9.601,
912,12/05/2019 11:45:00,10.099,10.138,9.892,9.603,
913,12/05/2019 12:00:00,10.142,10.133,9.891,9.604,
914,12/05/2019 12:15:00,10.181,10.13,9.888,9.604,
915,12/05/2019 12:30:00,10.23,10.127,9.886,9.606,
916,12/05/2019 12:45:00,10.279,10.127,9.883,9.606,
917,12/05/2019 13:00:00,10.314,10.127,9.88,9.608,
918,12/05/2019 13:15:00,10.348,10.129,9.878,9.608,
919,12/05/2019 13:30:00,10.392,10.132,9.875,9.609,
920,12/05/2019 13:45:00,10.443,10.136,9.874,9.609,
921,12/05/2019 14:00:00,10.501,10.141,9.871,9.609,
922,12/05/2019 14:15:00,10.565,10.147,9.869,9.611,
923,12/05/2019 14:30:00,10.625,10.153,9.868,9.611,
924,12/05/2019 14:45:00,10.68,10.162,9.864,9.611,
925,12/05/2019 15:00:00,10.728,10.171,9.863,9.611,
926,12/05/2019 15:15:00,10.764,10.184,9.861,9.611,
927,12/05/2019 15:30:00,10.793,10.194,9.86,9.612,
928,12/05/2019 15:45:00,10.825,10.207,9.858,9.612,
929,12/05/2019 16:00:00,10.857,10.221,9.857,9.612,
930,12/05/2019 16:15:00,10.889,10.234,9.857,9.612,
931,12/05/2019 16:30:00,10.915,10.248,9.855,9.612,
932,12/05/2019 16:45:00,10.939,10.26,9.855,9.612,
933,12/05/2019 17:00:00,10.962,10.274,9.854,9.612,
934,12/05/2019 17:15:00,10.985,10.288,9.854,9.612,
935,12/05/2019 17:30:00,11.011,10.302,9.854,9.612,
936,12/05/2019 17:45:00,11.03,10.316,9.854,9.612,
937,12/05/2019 18:00:00,11.044,10.329,9.855,9.612,
938,12/05/2019 18:15:00,11.047,10.343,9.855,9.612,
939,12/05/2019 18:30:00,11.047,10.355,9.855,9.612,
940,12/05/2019 18:45:00,11.044,10.369,9.857,9.612,
941,12/05/2019 19:00:00,11.04,10.381,9.858,9.612,
942,12/05/2019 19:15:00,11.035,10.392,9.86,9.612,
943,12/05/2019 19:30:00,11.029,10.403,9.861,9.612,
944,12/05/2019 19:45:00,11.023,10.413,9.863,9.612,
945,12/05/2019 20:00:00,11.012,10.423,9.864,9.612,
946,12/05/2019 20:15:00,10.998,10.43,9.866,9.612,
947,12/05/2019 20:30:00,10.983,10.438,9.868,9.612,
948,12/05/2019 20:45:00,10.963,10.446,9.871,9.612,
949,12/05/2019 21:00:00,10.942,10.452,9.872,9.612,
950,12/05/2019 21:15:00,10.918,10.458,9.874,9.612,
951,12/05/2019 21:30:00,10.892,10.462,9.877,9.614,
952,12/05/2019 21:45:00,10.864,10.466,9.878,9.614,
953,12/05/2019 22:00:00,10.834,10.469,9.881,9.614,
954,12/05/2019 22:15:00,10.805,10.47,9.884,9.614,
955,12/05/2019 22:30:00,10.773,10.472,9.886,9.614,
956,12/05/2019 22:45:00,10.741,10.472,9.889,9.615,
957,12/05/2019 23:00:00,10.709,10.472,9.891,9.615,
958,12/05/2019 23:15:00,10.675,10.469,9.894,9.615,
959,12/05/2019 23:30:00,10.641,10.467,9.895,9.615,
960,12/05/2019 23:45:00,10.608,10.464,9.898,9.617,
961,13/05/2019 00:00:00,10.573,10.459,9.901,9.617,
962,13/05/2019 00:15:00,10.536,10.455,9.903,9.618,
963,13/05/2019 00:30:00,10.501,10.449,9.904,9.618,
964,13/05/2019 00:45:00,10.466,10.443,9.907,9.618,
965,13/05/2019 01:00:00,10.43,10.435,9.909,9.62,
966,13/05/2019 01:15:00,10.395,10.427,9.911,9.62,
967,13/05/2019 01:30:00,10.361,10.42,9.912,9.621,
968,13/05/2019 01:45:00,10.328,10.41,9.914,9.621,
969,13/05/2019 02:00:00,10.296,10.401,9.915,9.623,
970,13/05/2019 02:15:00,10.262,10.391,9.917,9.623,
971,13/05/2019 02:30:00,10.23,10.381,9.918,9.624,
972,13/05/2019 02:45:00,10.198,10.371,9.92,9.626,
973,13/05/2019 03:00:00,10.165,10.358,9.92,9.626,
974,13/05/2019 03:15:00,10.133,10.348,9.921,9.628,
975,13/05/2019 03:30:00,10.101,10.335,9.921,9.628,
976,13/05/2019 03:45:00,10.069,10.323,9.923,9.629,
977,13/05/2019 04:00:00,10.038,10.311,9.923,9.629,
978,13/05/2019 04:15:00,10.007,10.299,9.923,9.631,
979,13/05/2019 04:30:00,9.977,10.285,9.923,9.632,
980,13/05/2019 04:45:00,9.947,10.271,9.923,9.632,
981,13/05/2019 05:00:00,9.918,10.259,9.921,9.634,
982,13/05/2019 05:15:00,9.891,10.245,9.921,9.634,
983,13/05/2019 05:30:00,9.863,10.231,9.921,9.635,
984,13/05/2019 05:45:00,9.837,10.217,9.92,9.635,
985,13/05/2019 06:00:00,9.811,10.202,9.918,9.637,
986,13/05/2019 06:15:00,9.786,10.188,9.918,9.638,
987,13/05/2019 06:30:00,9.761,10.175,9.917,9.638,
988,13/05/2019 06:45:00,9.74,10.161,9.915,9.64,
989,13/05/2019 07:00:00,9.72,10.145,9.914,9.64,
990,13/05/2019 07:15:00,9.703,10.132,9.912,9.64,
991,13/05/2019 07:30:00,9.689,10.118,9.909,9.641,
992,13/05/2019 07:45:00,9.678,10.104,9.907,9.641,
993,13/05/2019 08:00:00,9.675,10.09,9.906,9.643,
994,13/05/2019 08:15:00,9.677,10.076,9.903,9.643,
995,13/05/2019 08:30:00,9.683,10.064,9.901,9.643,
996,13/05/2019 08:45:00,9.694,10.052,9.898,9.644,
997,13/05/2019 09:00:00,9.711,10.04,9.895,9.644,
998,13/05/2019 09:15:00,9.731,10.029,9.892,9.644,
999,13/05/2019 09:30:00,9.755,10.018,9.889,9.646,
1000,13/05/2019 09:45:00,9.785,10.01,9.888,9.646,
1001,13/05/2019 10:00:00,9.818,10.003,9.883,9.646,
1002,13/05/2019 10:15:00,9.855,9.997,9.88,9.646,
1003,13/05/2019 10:30:00,9.892,9.99,9.877,9.646,
1004,13/05/2019 10:45:00,9.932,9.987,9.874,9.646,
1005,13/05/2019 11:00:00,9.983,9.984,9.871,9.646,
1006,13/05/2019 11:15:00,10.038,9.983,9.868,9.646,
1007,13/05/2019 11:30:00,10.096,9.983,9.864,9.646,
1008,13/05/2019 11:45:00,10.158,9.984,9.861,9.646,
1009,13/05/2019 12:00:00,10.217,9.989,9.858,9.646,
1010,13/05/2019 12:15:00,10.277,9.993,9.855,9.646,
1011,13/05/2019 12:30:00,10.332,10,9.852,9.646,
1012,13/05/2019 12:45:00,10.381,10.007,9.849,9.646,
1013,13/05/2019 13:00:00,10.426,10.017,9.846,9.646,
1014,13/05/2019 13:15:00,10.473,10.027,9.843,9.644,
1015,13/05/2019 13:30:00,10.525,10.038,9.84,9.644,
1016,13/05/2019 13:45:00,10.585,10.05,9.838,9.644,
1017,13/05/2019 14:00:00,10.647,10.064,9.835,9.644,
1018,13/05/2019 14:15:00,10.707,10.078,9.834,9.643,
1019,13/05/2019 14:30:00,10.762,10.092,9.832,9.643,
1020,13/05/2019 14:45:00,10.814,10.109,9.829,9.643,
1021,13/05/2019 15:00:00,10.866,10.124,9.829,9.641,
1022,13/05/2019 15:15:00,10.913,10.142,9.828,9.641,
1023,13/05/2019 15:30:00,10.959,10.161,9.826,9.64,
1024,13/05/2019 15:45:00,11.001,10.179,9.826,9.64,
1025,13/05/2019 16:00:00,11.043,10.198,9.826,9.64,
1026,13/05/2019 16:15:00,11.082,10.217,9.824,9.638,
1027,13/05/2019 16:30:00,11.119,10.237,9.826,9.638,
1028,13/05/2019 16:45:00,11.149,10.257,9.826,9.637,
1029,13/05/2019 17:00:00,11.175,10.277,9.826,9.637,
1030,13/05/2019 17:15:00,11.198,10.297,9.828,9.637,
1031,13/05/2019 17:30:00,11.218,10.316,9.828,9.635,
1032,13/05/2019 17:45:00,11.231,10.335,9.829,9.635,
1033,13/05/2019 18:00:00,11.238,10.354,9.831,9.634,
1034,13/05/2019 18:15:00,11.239,10.372,9.834,9.634,
1035,13/05/2019 18:30:00,11.239,10.391,9.835,9.634,
1036,13/05/2019 18:45:00,11.239,10.407,9.837,9.632,
1037,13/05/2019 19:00:00,11.239,10.423,9.84,9.632,
1038,13/05/2019 19:15:00,11.239,10.438,9.843,9.632,
1039,13/05/2019 19:30:00,11.239,10.452,9.846,9.632,
1040,13/05/2019 19:45:00,11.238,10.466,9.849,9.631,
1041,13/05/2019 20:00:00,11.234,10.478,9.852,9.631,
1042,13/05/2019 20:15:00,11.231,10.49,9.855,9.631,
1043,13/05/2019 20:30:00,11.224,10.502,9.858,9.631,
1044,13/05/2019 20:45:00,11.215,10.513,9.861,9.631,
1045,13/05/2019 21:00:00,11.203,10.522,9.866,9.631,
1046,13/05/2019 21:15:00,11.187,10.531,9.869,9.631,
1047,13/05/2019 21:30:00,11.169,10.54,9.874,9.631,
1048,13/05/2019 21:45:00,11.149,10.548,9.877,9.631,
1049,13/05/2019 22:00:00,11.128,10.554,9.881,9.631,
1050,13/05/2019 22:15:00,11.105,10.56,9.884,9.631,
1051,13/05/2019 22:30:00,11.081,10.566,9.889,9.631,
1052,13/05/2019 22:45:00,11.055,10.571,9.892,9.632,
1053,13/05/2019 23:00:00,11.027,10.574,9.897,9.632,
1054,13/05/2019 23:15:00,11,10.576,9.901,9.632,
1055,13/05/2019 23:30:00,10.972,10.577,9.904,9.634,
1056,13/05/2019 23:45:00,10.944,10.579,9.909,9.634,
1057,14/05/2019 00:00:00,10.915,10.579,9.912,9.634,
1058,14/05/2019 00:15:00,10.886,10.577,9.917,9.635,
1059,14/05/2019 00:30:00,10.854,10.576,9.92,9.635,
1060,14/05/2019 00:45:00,10.823,10.574,9.924,9.637,
1061,14/05/2019 01:00:00,10.789,10.571,9.927,9.638,
1062,14/05/2019 01:15:00,10.757,10.566,9.931,9.638,
1063,14/05/2019 01:30:00,10.724,10.562,9.934,9.64,
1064,14/05/2019 01:45:00,10.69,10.557,9.938,9.641,
1065,14/05/2019 02:00:00,10.657,10.551,9.941,9.641,
1066,14/05/2019 02:15:00,10.623,10.545,9.944,9.643,
1067,14/05/2019 02:30:00,10.589,10.537,9.946,9.644,
1068,14/05/2019 02:45:00,10.554,10.53,9.949,9.644,
1069,14/05/2019 03:00:00,10.521,10.522,9.952,9.646,
1070,14/05/2019 03:15:00,10.487,10.513,9.954,9.648,
1071,14/05/2019 03:30:00,10.452,10.504,9.957,9.649,
1072,14/05/2019 03:45:00,10.418,10.495,9.958,9.651,
1073,14/05/2019 04:00:00,10.383,10.484,9.961,9.651,
1074,14/05/2019 04:15:00,10.348,10.473,9.963,9.652,
1075,14/05/2019 04:30:00,10.312,10.462,9.964,9.654,
1076,14/05/2019 04:45:00,10.277,10.45,9.966,9.655,
1077,14/05/2019 05:00:00,10.243,10.438,9.967,9.657,
1078,14/05/2019 05:15:00,10.21,10.426,9.967,9.658,
1079,14/05/2019 05:30:00,10.179,10.413,9.969,9.66,
1080,14/05/2019 05:45:00,10.148,10.4,9.969,9.66,
1081,14/05/2019 06:00:00,10.118,10.387,9.97,9.661,
1082,14/05/2019 06:15:00,10.087,10.374,9.97,9.663,
1083,14/05/2019 06:30:00,10.058,10.36,9.97,9.665,
1084,14/05/2019 06:45:00,10.03,10.346,9.97,9.666,
1085,14/05/2019 07:00:00,10.006,10.332,9.97,9.666,
1086,14/05/2019 07:15:00,9.981,10.319,9.97,9.668,
1087,14/05/2019 07:30:00,9.963,10.303,9.969,9.669,
1088,14/05/2019 07:45:00,9.949,10.289,9.969,9.671,
1089,14/05/2019 08:00:00,9.941,10.276,9.967,9.672,
1090,14/05/2019 08:15:00,9.938,10.262,9.967,9.672,
1091,14/05/2019 08:30:00,9.941,10.248,9.966,9.674,
1092,14/05/2019 08:45:00,9.95,10.236,9.964,9.675,
1093,14/05/2019 09:00:00,9.966,10.224,9.963,9.675,
1094,14/05/2019 09:15:00,9.987,10.211,9.961,9.677,
1095,14/05/2019 09:30:00,10.015,10.202,9.96,9.677,
1096,14/05/2019 09:45:00,10.047,10.191,9.958,9.678,
1097,14/05/2019 10:00:00,10.081,10.184,9.957,9.68,
1098,14/05/2019 10:15:00,10.115,10.178,9.954,9.68,
1099,14/05/2019 10:30:00,10.15,10.171,9.952,9.681,
1100,14/05/2019 10:45:00,10.19,10.167,9.949,9.681,
1101,14/05/2019 11:00:00,10.237,10.164,9.947,9.683,
1102,14/05/2019 11:15:00,10.294,10.162,9.944,9.683,
1103,14/05/2019 11:30:00,10.36,10.162,9.943,9.683,
1104,14/05/2019 11:45:00,10.427,10.164,9.94,9.685,
1105,14/05/2019 12:00:00,10.484,10.167,9.938,9.685,
1106,14/05/2019 12:15:00,10.533,10.171,9.935,9.685,
1107,14/05/2019 12:30:00,10.58,10.179,9.932,9.685,
1108,14/05/2019 12:45:00,10.626,10.187,9.931,9.686,
1109,14/05/2019 13:00:00,10.676,10.194,9.929,9.686,
1110,14/05/2019 13:15:00,10.718,10.205,9.926,9.686,
1111,14/05/2019 13:30:00,10.75,10.216,9.924,9.686,
1112,14/05/2019 13:45:00,10.786,10.227,9.923,9.686,
1113,14/05/2019 14:00:00,10.837,10.239,9.921,9.686,
1114,14/05/2019 14:15:00,10.893,10.253,9.92,9.686,
1115,14/05/2019 14:30:00,10.947,10.265,9.918,9.686,
1116,14/05/2019 14:45:00,10.998,10.279,9.917,9.686,
1117,14/05/2019 15:00:00,11.041,10.294,9.917,9.686,
1118,14/05/2019 15:15:00,11.073,10.309,9.915,9.686,
1119,14/05/2019 15:30:00,11.104,10.325,9.915,9.686,
1120,14/05/2019 15:45:00,11.134,10.342,9.915,9.686,
1121,14/05/2019 16:00:00,11.164,10.358,9.915,9.685,
1122,14/05/2019 16:15:00,11.195,10.375,9.915,9.685,
1123,14/05/2019 16:30:00,11.224,10.391,9.917,9.685,
1124,14/05/2019 16:45:00,11.256,10.407,9.917,9.685,
1125,14/05/2019 17:00:00,11.283,10.424,9.918,9.685,
1126,14/05/2019 17:15:00,11.306,10.441,9.918,9.685,
1127,14/05/2019 17:30:00,11.324,10.458,9.92,9.685,
1128,14/05/2019 17:45:00,11.339,10.473,9.921,9.685,
1129,14/05/2019 18:00:00,11.346,10.49,9.923,9.683,
1130,14/05/2019 18:15:00,11.349,10.505,9.926,9.683,
1131,14/05/2019 18:30:00,11.35,10.522,9.927,9.683,
1132,14/05/2019 18:45:00,11.353,10.536,9.931,9.683,
1133,14/05/2019 19:00:00,11.353,10.55,9.932,9.683,
1134,14/05/2019 19:15:00,11.353,10.563,9.935,9.683,
1135,14/05/2019 19:30:00,11.35,10.576,9.938,9.683,
1136,14/05/2019 19:45:00,11.346,10.588,9.941,9.683,
1137,14/05/2019 20:00:00,11.341,10.6,9.944,9.683,
1138,14/05/2019 20:15:00,11.335,10.611,9.947,9.683,
1139,14/05/2019 20:30:00,11.327,10.62,9.95,9.683,
1140,14/05/2019 20:45:00,11.32,10.629,9.954,9.683,
1141,14/05/2019 21:00:00,11.311,10.638,9.957,9.685,
1142,14/05/2019 21:15:00,11.298,10.646,9.96,9.685,
1143,14/05/2019 21:30:00,11.28,10.654,9.964,9.685,
1144,14/05/2019 21:45:00,11.26,10.661,9.967,9.685,
1145,14/05/2019 22:00:00,11.236,10.667,9.972,9.686,
1146,14/05/2019 22:15:00,11.21,10.672,9.975,9.686,
1147,14/05/2019 22:30:00,11.183,10.676,9.978,9.686,
1148,14/05/2019 22:45:00,11.154,10.68,9.983,9.686,
1149,14/05/2019 23:00:00,11.123,10.683,9.986,9.688,
1150,14/05/2019 23:15:00,11.093,10.684,9.99,9.688,
1151,14/05/2019 23:30:00,11.061,10.686,9.993,9.689,
1152,14/05/2019 23:45:00,11.027,10.686,9.997,9.689,
1153,15/05/2019 00:00:00,10.994,10.686,10.001,9.691,
1154,15/05/2019 00:15:00,10.959,10.683,10.004,9.691,
1155,15/05/2019 00:30:00,10.924,10.681,10.007,9.692,
1156,15/05/2019 00:45:00,10.887,10.678,10.01,9.694,
1157,15/05/2019 01:00:00,10.85,10.673,10.015,9.694,
1158,15/05/2019 01:15:00,10.814,10.669,10.018,9.695,
1159,15/05/2019 01:30:00,10.777,10.663,10.021,9.697,
1160,15/05/2019 01:45:00,10.741,10.657,10.024,9.697,
1161,15/05/2019 02:00:00,10.704,10.649,10.026,9.698,
1162,15/05/2019 02:15:00,10.667,10.641,10.029,9.7,
1163,15/05/2019 02:30:00,10.632,10.632,10.032,9.701,
1164,15/05/2019 02:45:00,10.599,10.625,10.033,9.703,
1165,15/05/2019 03:00:00,10.568,10.614,10.036,9.703,
1166,15/05/2019 03:15:00,10.539,10.605,10.038,9.705,
1167,15/05/2019 03:30:00,10.51,10.594,10.041,9.706,
1168,15/05/2019 03:45:00,10.481,10.583,10.043,9.708,
1169,15/05/2019 04:00:00,10.452,10.573,10.044,9.709,
1170,15/05/2019 04:15:00,10.423,10.56,10.046,9.711,
1171,15/05/2019 04:30:00,10.395,10.55,10.047,9.711,
1172,15/05/2019 04:45:00,10.365,10.537,10.047,9.712,
1173,15/05/2019 05:00:00,10.334,10.527,10.049,9.714,
1174,15/05/2019 05:15:00,10.303,10.514,10.05,9.715,
1175,15/05/2019 05:30:00,10.273,10.502,10.05,9.717,
1176,15/05/2019 05:45:00,10.243,10.488,10.05,9.718,
1177,15/05/2019 06:00:00,10.213,10.476,10.05,9.718,
1178,15/05/2019 06:15:00,10.185,10.462,10.05,9.72,
1179,15/05/2019 06:30:00,10.156,10.45,10.05,9.721,
1180,15/05/2019 06:45:00,10.13,10.436,10.05,9.723,
1181,15/05/2019 07:00:00,10.106,10.423,10.05,9.725,
1182,15/05/2019 07:15:00,10.084,10.409,10.05,9.726,
1183,15/05/2019 07:30:00,10.066,10.395,10.049,9.726,
1184,15/05/2019 07:45:00,10.05,10.381,10.047,9.728,
1185,15/05/2019 08:00:00,10.041,10.368,10.047,9.729,
1186,15/05/2019 08:15:00,10.038,10.354,10.046,9.729,
1187,15/05/2019 08:30:00,10.04,10.342,10.044,9.731,
1188,15/05/2019 08:45:00,10.049,10.328,10.043,9.732,
1189,15/05/2019 09:00:00,10.061,10.316,10.041,9.732,
1190,15/05/2019 09:15:00,10.078,10.305,10.04,9.734,
1191,15/05/2019 09:30:00,10.101,10.294,10.038,9.735,
1192,15/05/2019 09:45:00,10.129,10.285,10.036,9.735,
1193,15/05/2019 10:00:00,10.156,10.276,10.033,9.737,
1194,15/05/2019 10:15:00,10.185,10.268,10.032,9.737,
1195,15/05/2019 10:30:00,10.217,10.262,10.029,9.738,
1196,15/05/2019 10:45:00,10.254,10.257,10.027,9.738,
1197,15/05/2019 11:00:00,10.296,10.253,10.024,9.738,
1198,15/05/2019 11:15:00,10.345,10.25,10.021,9.74,
1199,15/05/2019 11:30:00,10.401,10.248,10.02,9.74,
1200,15/05/2019 11:45:00,10.464,10.248,10.017,9.74,
1201,15/05/2019 12:00:00,10.534,10.25,10.015,9.741,
1202,15/05/2019 12:15:00,10.602,10.253,10.012,9.741,
1203,15/05/2019 12:30:00,10.664,10.259,10.009,9.741,
1204,15/05/2019 12:45:00,10.724,10.265,10.007,9.741,
1205,15/05/2019 13:00:00,10.78,10.273,10.004,9.741,
1206,15/05/2019 13:15:00,10.835,10.283,10.003,9.741,
1207,15/05/2019 13:30:00,10.89,10.294,10,9.741,
1208,15/05/2019 13:45:00,10.95,10.306,9.998,9.741,
1209,15/05/2019 14:00:00,11.008,10.319,9.997,9.741,
1210,15/05/2019 14:15:00,11.064,10.332,9.993,9.743,
1211,15/05/2019 14:30:00,11.117,10.348,9.993,9.741,
1212,15/05/2019 14:45:00,11.166,10.365,9.992,9.741,
1213,15/05/2019 15:00:00,11.21,10.381,9.99,9.741,
1214,15/05/2019 15:15:00,11.254,10.398,9.989,9.741,
1215,15/05/2019 15:30:00,11.3,10.417,9.989,9.741,
1216,15/05/2019 15:45:00,11.346,10.435,9.989,9.741,
1217,15/05/2019 16:00:00,11.385,10.453,9.989,9.741,
1218,15/05/2019 16:15:00,11.422,10.472,9.989,9.741,
1219,15/05/2019 16:30:00,11.46,10.492,9.989,9.74,
1220,15/05/2019 16:45:00,11.493,10.511,9.989,9.74,
1221,15/05/2019 17:00:00,11.522,10.53,9.99,9.74,
1222,15/05/2019 17:15:00,11.549,10.55,9.992,9.74,
1223,15/05/2019 17:30:00,11.572,10.569,9.993,9.74,
1224,15/05/2019 17:45:00,11.586,10.589,9.995,9.738,
1225,15/05/2019 18:00:00,11.592,10.608,9.997,9.738,
1226,15/05/2019 18:15:00,11.595,10.628,9.998,9.738,
1227,15/05/2019 18:30:00,11.596,10.646,10.001,9.738,
1228,15/05/2019 18:45:00,11.599,10.663,10.004,9.738,
1229,15/05/2019 19:00:00,11.604,10.68,10.006,9.738,
1230,15/05/2019 19:15:00,11.608,10.695,10.009,9.738,
1231,15/05/2019 19:30:00,11.611,10.71,10.012,9.738,
1232,15/05/2019 19:45:00,11.613,10.725,10.017,9.738,
1233,15/05/2019 20:00:00,11.617,10.739,10.02,9.738,
1234,15/05/2019 20:15:00,11.62,10.751,10.023,9.738,
1235,15/05/2019 20:30:00,11.624,10.764,10.027,9.738,
1236,15/05/2019 20:45:00,11.625,10.776,10.03,9.738,
1237,15/05/2019 21:00:00,11.625,10.788,10.035,9.738,
1238,15/05/2019 21:15:00,11.624,10.799,10.038,9.738,
1239,15/05/2019 21:30:00,11.62,10.809,10.043,9.738,
1240,15/05/2019 21:45:00,11.611,10.82,10.047,9.74,
1241,15/05/2019 22:00:00,11.598,10.829,10.05,9.74,
1242,15/05/2019 22:15:00,11.579,10.838,10.055,9.74,
1243,15/05/2019 22:30:00,11.56,10.846,10.059,9.74,
1244,15/05/2019 22:45:00,11.54,10.854,10.064,9.741,
1245,15/05/2019 23:00:00,11.519,10.861,10.069,9.741,
1246,15/05/2019 23:15:00,11.496,10.867,10.073,9.743,
1247,15/05/2019 23:30:00,11.47,10.872,10.078,9.743,
1248,15/05/2019 23:45:00,11.441,10.876,10.081,9.745,
1249,16/05/2019 00:00:00,11.409,10.879,10.086,9.745,
1250,16/05/2019 00:15:00,11.376,10.881,10.09,9.746,
1251,16/05/2019 00:30:00,11.344,10.883,10.095,9.748,
1252,16/05/2019 00:45:00,11.314,10.884,10.099,9.748,
1253,16/05/2019 01:00:00,11.283,10.883,10.104,9.749,
1254,16/05/2019 01:15:00,11.251,10.883,10.107,9.751,
1255,16/05/2019 01:30:00,11.218,10.879,10.112,9.752,
