k,k2,l,l2,RMSE1,MAE1,PBias1,KGE1,RMSE2,MAE2,PBias2,KGE2,RMSE3,MAE3,PBias3,KGE3
1e-13,1e-15,3.333333333333333,3.333333333333333,0.8233125488741031,0.6495085216962728,-0.05990397886706262,0.3506605136056642,0.5296144375557378,0.41812390719676973,-0.27572439849765457,0.24159216839951447,0.32654135066823936,0.25382047945167624,-0.02792678281094087,0.16073042227405487
1e-13,1e-15,3.333333333333333,4.0,0.8234940589513986,0.6496508428947259,-0.06007581202176887,0.3507379077321049,0.5347049162214904,0.4221561082414882,-0.2789149566447099,0.24391658665446425,0.33672465513337774,0.2616648275634548,-0.033388519042384816,0.16573960968808643
1e-13,1e-15,4.0,2.0,0.824407493200928,0.6503990132659427,-0.05967397033455496,0.35112678930443564,0.5281744533253525,0.4169437462466686,-0.2681398857550228,0.24092780780346967,0.2969464133122424,0.23094462607133906,-0.009440427678083304,0.14617386004916
1e-13,1e-15,4.0,2.6666666666666665,0.8247350156959895,0.6506556643099547,-0.06010118331485443,0.35126648135051575,0.5381663039132039,0.4248746095114632,-0.27611006879597066,0.24549277997229157,0.32020353123919,0.24894687372226199,-0.0232122111308908,0.15761492094502672
1e-13,1e-15,4.0,3.333333333333333,0.8249993681093689,0.6508630294594373,-0.060353110154825224,0.3513791926887503,0.5453868940028559,0.4305941718693731,-0.28079611744054733,0.24878997171166872,0.33490059119699767,0.26029057983384785,-0.031281327069777494,0.16484457941717
1e-13,1e-15,4.0,4.0,0.8252121458087276,0.6510299099407144,-0.06052303634163376,0.35146989989577626,0.5508362165910552,0.4349026599658203,-0.28394991213852816,0.25127768629250224,0.3451173399410645,0.26816362433550217,-0.03670018876315922,0.16987015700864005
1e-13,4.641588833612772e-15,2.0,2.0,0.8173917519075565,0.6447704487336209,-0.058335175352565154,0.3481375428075799,0.46520032698847125,0.36696783070034716,-0.25487788311110676,0.21218543987814242,0.26049025496485667,0.2024080046688372,-0.005669265761555698,0.12822454039790543
1e-13,4.641588833612772e-15,2.0,2.6666666666666665,0.817419380795518,0.644790016466999,-0.058705502239165874,0.34814949325955624,0.47038350071125395,0.37116898939390736,-0.26185175541428923,0.21455800554532722,0.28147404612268784,0.21875227734617234,-0.017601470843855212,0.13854769609135642
1e-13,4.641588833612772e-15,2.0,3.333333333333333,0.8174790803288169,0.644835949188666,-0.05892636857291599,0.3481750380688584,0.4745974932419934,0.3745440160960332,-0.2659920603913094,0.2164848082858375,0.29513504733102247,0.2293610482310354,-0.024625629547947676,0.1452681928608469
1e-13,4.641588833612772e-15,2.0,4.0,0.817542692888074,0.644885348138356,-0.05907654698151175,0.34820221567328535,0.47799680862795785,0.377262473249226,-0.26879727338336457,0.2180383437663561,0.3048372944340245,0.23688004927903422,-0.029357374961674367,0.15004112049658758
