Temp1,Temp2,Temp3,Time,dates
15.30435979507116,15.23559321101222,14.655917371240609,900.0,2022-05-01 14:15:00
15.326060176625155,15.210534761504526,14.63879641282916,1800.0,2022-05-01 14:30:00
15.347115581903482,15.180081539313258,14.618653995584236,2700.0,2022-05-01 14:45:00
15.3712110660104,15.15829709010858,14.599122380600264,3600.0,2022-05-01 15:00:00
15.365362929682163,15.136255887918049,14.581228512957251,4500.0,2022-05-01 15:15:00
15.357171446457455,15.12432815547603,14.566648768233524,5400.0,2022-05-01 15:30:00
15.344150790578093,15.083391585828478,14.550659982384332,6300.0,2022-05-01 15:45:00
15.341067853942064,15.060327352089088,14.535668794969752,7200.0,2022-05-01 16:00:00
15.341441715340714,15.046679686044053,14.523558955776169,8100.0,2022-05-01 16:15:00
15.337402082976222,15.020617273625556,14.51198955470034,9000.0,2022-05-01 16:30:00
15.32463089250632,15.014879713073844,14.503543794147966,9900.0,2022-05-01 16:45:00
15.29258332609852,14.997487331484733,14.496375304368676,10800.0,2022-05-01 17:00:00
15.247417050245463,14.978226918516674,14.489712722170612,11700.0,2022-05-01 17:15:00
15.191725088953795,14.958781344624969,14.483545731727004,12600.0,2022-05-01 17:30:00
15.126120812453754,14.9519967408304,14.480009920542694,13500.0,2022-05-01 17:45:00
15.043596168418626,14.913098032862624,14.474134475760598,14400.0,2022-05-01 18:00:00
14.963363566485548,14.884028794841372,14.467355349253602,15300.0,2022-05-01 18:15:00
14.881848307800013,14.830578051085922,14.456617382037848,16200.0,2022-05-01 18:30:00
14.822549399824126,14.795440659534354,14.445108681999336,17100.0,2022-05-01 18:45:00
14.772116937258398,14.769266183755072,14.434930791616273,18000.0,2022-05-01 19:00:00
14.727836834915038,14.744974288941084,14.426097119917117,18900.0,2022-05-01 19:15:00
14.68030484585324,14.70939471114106,14.416311572905164,19800.0,2022-05-01 19:30:00
14.6328866292658,14.685029691489351,14.406915801070143,20700.0,2022-05-01 19:45:00
14.574333265241618,14.666320270345675,14.398932557494904,21600.0,2022-05-01 20:00:00
14.50149519680668,14.623260877763135,14.388324929019348,22500.0,2022-05-01 20:15:00
14.435740701273184,14.595332977755309,14.377347963909385,23400.0,2022-05-01 20:30:00
14.379247531125287,14.561715462792776,14.365693314459214,24300.0,2022-05-01 20:45:00
14.34898539910338,14.543499766417352,14.355652986365442,25200.0,2022-05-01 21:00:00
14.327646140300493,14.512293827083187,14.344972152626884,26100.0,2022-05-01 21:15:00
14.318817833794675,14.477301562363197,14.332322318427403,27000.0,2022-05-01 21:30:00
14.324330966912626,14.469766274459015,14.322007816493077,27900.0,2022-05-01 21:45:00
14.328504098136913,14.452980837819531,14.312442029350557,28800.0,2022-05-01 22:00:00
14.332210614500138,14.43119958717989,14.302039658942356,29700.0,2022-05-01 22:15:00
14.344429186250428,14.419452473558268,14.292105481652058,30600.0,2022-05-01 22:30:00
14.361307977105644,14.403028759269056,14.281832904548486,31500.0,2022-05-01 22:45:00
14.380640641485323,14.386741841560376,14.270879919972987,32400.0,2022-05-01 23:00:00
14.39710380675618,14.381432005700962,14.261002094386033,33300.0,2022-05-01 23:15:00
14.409610572801135,14.381783120280003,14.253095915858808,34200.0,2022-05-01 23:30:00
14.41574302426526,14.372865261287616,14.245327079174425,35100.0,2022-05-01 23:45:00
14.430821771252358,14.38232084126736,14.24022414474079,36000.0,2022-05-02 00:00:00
14.4421489875253,14.381669451803296,14.236049789267865,36900.0,2022-05-02 00:15:00
14.445368074333295,14.362176644789198,14.229265385227697,37800.0,2022-05-02 00:30:00
14.44287241299677,14.354679822639833,14.221890662019812,38700.0,2022-05-02 00:45:00
14.419621884425403,14.354185217338728,14.21584090089249,39600.0,2022-05-02 01:00:00
14.383741080447525,14.333294323415265,14.208070270471602,40500.0,2022-05-02 01:15:00
14.363928786404744,14.33385308901911,14.201917450516795,41400.0,2022-05-02 01:30:00
14.349714327787142,14.327450766686733,14.196733192206088,42300.0,2022-05-02 01:45:00
14.347331680331877,14.32110691830488,14.19209527221236,43200.0,2022-05-02 02:00:00
14.357665074206706,14.326930303426332,14.189614982694218,44100.0,2022-05-02 02:15:00
14.369884812797224,14.317723089822584,14.186583249849887,45000.0,2022-05-02 02:30:00
14.392546447519155,14.319732774544743,14.184209673524734,45900.0,2022-05-02 02:45:00
14.420738706558828,14.336150849268046,14.184759860593456,46800.0,2022-05-02 03:00:00
14.438305077616484,14.328736600644548,14.18400367059721,47700.0,2022-05-02 03:15:00
14.461946703496206,14.316236216091246,14.180596397186864,48600.0,2022-05-02 03:30:00
14.473627350100733,14.31368641925424,14.17657411148255,49500.0,2022-05-02 03:45:00
14.489668041885336,14.326278761163753,14.17486799507844,50400.0,2022-05-02 04:00:00
14.50152927864436,14.343344441437331,14.17606878456219,51300.0,2022-05-02 04:15:00
14.508296991994072,14.334451265112556,14.175524162272248,52200.0,2022-05-02 04:30:00
14.514337836040209,14.323223801160456,14.17255577627075,53100.0,2022-05-02 04:45:00
14.522009858421749,14.324123755334387,14.169721832436538,54000.0,2022-05-02 05:00:00
14.525833056210686,14.33090775972655,14.168418206082928,54900.0,2022-05-02 05:15:00
14.531860890860086,14.35641603030032,14.171509029560958,55800.0,2022-05-02 05:30:00
14.527725965230015,14.356026605027996,14.174380088839442,56700.0,2022-05-02 05:45:00
14.523593788643373,14.354078712266729,14.176062434165608,57600.0,2022-05-02 06:00:00
14.518943386365589,14.355206927049002,14.177339214394342,58500.0,2022-05-02 06:15:00
14.51488346081656,14.365651687213497,14.180055250188529,59400.0,2022-05-02 06:30:00
14.50475396923092,14.35894993603395,14.181529590686724,60300.0,2022-05-02 06:45:00
14.49423063143566,14.343602017168132,14.18026829841272,61200.0,2022-05-02 07:00:00
14.490702236992911,14.351680725427627,14.180427587508689,62100.0,2022-05-02 07:15:00
14.483760382017712,14.352236397976926,14.181277333891806,63000.0,2022-05-02 07:30:00
14.479327266653986,14.346972301291126,14.181424339871414,63900.0,2022-05-02 07:45:00
14.476651240321512,14.341152335476552,14.180711319493536,64800.0,2022-05-02 08:00:00
14.47844412920946,14.347352110358267,14.181257420447576,65700.0,2022-05-02 08:15:00
14.481471807211962,14.344171093977089,14.1815608913947,66600.0,2022-05-02 08:30:00
14.494745718565406,14.352872167652697,14.183119656319208,67500.0,2022-05-02 08:45:00
14.511979063969411,14.358590086536074,14.18539445609946,68400.0,2022-05-02 09:00:00
14.531847958515227,14.35233490657985,14.186066590988087,69300.0,2022-05-02 09:15:00
14.563707626067426,14.353370248936947,14.186127803373592,70200.0,2022-05-02 09:30:00
14.611662862989872,14.36574876979094,14.187616458870693,71100.0,2022-05-02 09:45:00
14.658648862584585,14.365946828631838,14.188364650535116,72000.0,2022-05-02 10:00:00
14.714687298324233,14.384219702038056,14.190762906015214,72900.0,2022-05-02 10:15:00
14.753291536847046,14.405832709296448,14.195279176481938,73800.0,2022-05-02 10:30:00
14.80509163954648,14.416721373985068,14.199768411522006,74700.0,2022-05-02 10:45:00
14.879779343255572,14.433274755013928,14.204617364877492,75600.0,2022-05-02 11:00:00
14.953909443220208,14.448207407546658,14.209486112547362,76500.0,2022-05-02 11:15:00
14.998198094469808,14.476072173100444,14.21628583883192,77400.0,2022-05-02 11:30:00
15.003299373062612,14.506535961127662,14.225497597912916,78300.0,2022-05-02 11:45:00
15.031926698571825,14.528204076850084,14.235469074081172,79200.0,2022-05-02 12:00:00
15.0654926301546,14.56660892100034,14.24857406868122,80100.0,2022-05-02 12:15:00
15.086006902602067,14.5800830799249,14.260816304753485,81000.0,2022-05-02 12:30:00
15.1241607792365,14.593627066184151,14.271755772242573,81900.0,2022-05-02 12:45:00
15.164964093651625,14.609815293031357,14.28220363366381,82800.0,2022-05-02 13:00:00
15.184970235038543,14.629393257374767,14.2930583792649,83700.0,2022-05-02 13:15:00
15.19211020781075,14.643124382248743,14.3035599584147,84600.0,2022-05-02 13:30:00
15.19194085802301,14.662157066388904,14.314657547492576,85500.0,2022-05-02 13:45:00
15.178342265075104,14.673735622996146,14.325432181599764,86400.0,2022-05-02 14:00:00
15.181176503514395,14.678247124665392,14.33484887167654,87300.0,2022-05-02 14:15:00
15.194276532202878,14.688266548242666,14.344030651441468,88200.0,2022-05-02 14:30:00
15.204360376605004,14.705497604804853,14.35440235812556,89100.0,2022-05-02 14:45:00
15.223906331409813,14.734815358162152,14.367665876824256,90000.0,2022-05-02 15:00:00
15.226715208217907,14.757625942953048,14.382435893819476,90900.0,2022-05-02 15:15:00
15.197424936071172,14.760361864516115,14.395104936365206,91800.0,2022-05-02 15:30:00
15.152700043418758,14.75325417156972,14.404281687707297,92700.0,2022-05-02 15:45:00
15.10404152302069,14.761060977987537,14.413325072825284,93600.0,2022-05-02 16:00:00
15.040705680402466,14.762242052918966,14.422153543177782,94500.0,2022-05-02 16:15:00
14.97042810174044,14.741584091492369,14.427534320026885,95400.0,2022-05-02 16:30:00
14.904444346531786,14.72931642644604,14.431269601198192,96300.0,2022-05-02 16:45:00
14.832743965233863,14.71288507293536,14.433599540834308,97200.0,2022-05-02 17:00:00
14.753202036902046,14.689139363645667,14.433804216900086,98100.0,2022-05-02 17:15:00
14.671293997193873,14.657565760211092,14.431053672946115,99000.0,2022-05-02 17:30:00
14.590551813124645,14.624425100052592,14.425751509214448,99900.0,2022-05-02 17:45:00
14.520774283563986,14.612000740079209,14.421809276169965,100800.0,2022-05-02 18:00:00
14.453913908527872,14.567242125623263,14.414297055784504,101700.0,2022-05-02 18:15:00
14.402644092304142,14.541193316790412,14.405919003828949,102600.0,2022-05-02 18:30:00
14.35680541750994,14.526364712321865,14.399031340465337,103500.0,2022-05-02 18:45:00
14.3148787740022,14.506227366638232,14.392477578962712,104400.0,2022-05-02 19:00:00
14.276996946569293,14.489648215084475,14.386299628519158,105300.0,2022-05-02 19:15:00
14.232628723061747,14.457843398733994,14.377836107435014,106200.0,2022-05-02 19:30:00
14.189237574224553,14.421829362930373,14.366297889688674,107100.0,2022-05-02 19:45:00
14.157400236303312,14.408002394545836,14.355768433878138,108000.0,2022-05-02 20:00:00
14.133379408992791,14.38140929825082,14.34451253827116,108900.0,2022-05-02 20:15:00
14.112701244995415,14.36176299513732,14.3331751941488,109800.0,2022-05-02 20:30:00
14.095498362628588,14.339493913159746,14.321331445580928,110700.0,2022-05-02 20:45:00
14.091557873401124,14.325685125830852,14.31016985598698,111600.0,2022-05-02 21:00:00
14.091283168943622,14.313146948085103,14.299719001199444,112500.0,2022-05-02 21:15:00
14.103348395132716,14.295670313591808,14.288797668594125,113400.0,2022-05-02 21:30:00
14.13218308388562,14.2784175979348,14.277025389229165,114300.0,2022-05-02 21:45:00
14.187468135268638,14.285427130428015,14.268091729778565,115200.0,2022-05-02 22:00:00
14.247139856300198,14.275482761389004,14.258857845099245,116100.0,2022-05-02 22:15:00
14.318081710705831,14.282672924362704,14.251128049086322,117000.0,2022-05-02 22:30:00
14.396549235989294,14.291503053662336,14.244926707632091,117900.0,2022-05-02 22:45:00
14.482197888358822,14.309164834861193,14.240893959873986,118800.0,2022-05-02 23:00:00
14.543955475489962,14.329089765678097,14.238874319760887,119700.0,2022-05-02 23:15:00
14.585755286283073,14.332543016181434,14.235885938192553,120600.0,2022-05-02 23:30:00
14.616109033837002,14.350474187351622,14.234108996980302,121500.0,2022-05-02 23:45:00
14.631768213899068,14.368952480914253,14.234126140358487,122400.0,2022-05-03 00:00:00
14.631717388602848,14.378654922308485,14.234599239193766,123300.0,2022-05-03 00:15:00
14.62891729629002,14.389393446184512,14.235669163628796,124200.0,2022-05-03 00:30:00
14.625519920143468,14.405692615815202,14.238477125689675,125100.0,2022-05-03 00:45:00
14.616365579131182,14.40527110341486,14.240448131448517,126000.0,2022-05-03 01:00:00
14.615434640362192,14.414136162311785,14.24301586021942,126900.0,2022-05-03 01:15:00
14.62099535584124,14.42496254996044,14.246757982340776,127800.0,2022-05-03 01:30:00
14.620908417824293,14.41864658631153,14.248841786451957,128700.0,2022-05-03 01:45:00
14.62619751190248,14.425647421963047,14.25120638184658,129600.0,2022-05-03 02:00:00
14.626020314913934,14.41737549463989,14.251810255131184,130500.0,2022-05-03 02:15:00
14.628039998766202,14.419339318141636,14.252320130488345,131400.0,2022-05-03 02:30:00
14.626450344328257,14.416970968056807,14.252420058381006,132300.0,2022-05-03 02:45:00
14.624666144784042,14.425519908176568,14.253865438522164,133200.0,2022-05-03 03:00:00
14.618382172991208,14.415736300672435,14.253778911955497,134100.0,2022-05-03 03:15:00
14.619269308004366,14.414812186855784,14.253407170153196,135000.0,2022-05-03 03:30:00
14.622299830126176,14.42853756222878,14.255385553364189,135900.0,2022-05-03 03:45:00
14.632400383684832,14.439793616009194,14.259174634029533,136800.0,2022-05-03 04:00:00
14.633351813324776,14.439028700217888,14.262252491622617,137700.0,2022-05-03 04:15:00
14.63496531442938,14.450733649465109,14.266364032690689,138600.0,2022-05-03 04:30:00
14.636329373993044,14.453834636706622,14.270284901728624,139500.0,2022-05-03 04:45:00
14.638362645831537,14.456247668323105,14.273651492560097,140400.0,2022-05-03 05:00:00
14.645214993677287,14.473092308329674,14.278879644065237,141300.0,2022-05-03 05:15:00
14.640705063771286,14.465349745299816,14.28210425637078,142200.0,2022-05-03 05:30:00
14.6455386067195,14.47081799151556,14.285180666243257,143100.0,2022-05-03 05:45:00
14.646276187448915,14.473123588646912,14.28806120431965,144000.0,2022-05-03 06:00:00
14.64424945516162,14.475541339844492,14.290703891829866,144900.0,2022-05-03 06:15:00
14.641112585053198,14.474796464425484,14.29272864202244,145800.0,2022-05-03 06:30:00
