T3-475;Date;T-10 (øC);T-20 (øC);T-30 (øC);T-40 (øC)
468;26/03/2022 14:30:00;9,413;9,547;9,524;9,423
469;26/03/2022 14:45:00;9,406;9,535;9,52;9,423
470;26/03/2022 15:00:00;9,398;9,523;9,515;9,423
471;26/03/2022 15:15:00;9,393;9,512;9,509;9,421
472;26/03/2022 15:30:00;9,39;9,503;9,504;9,421
473;26/03/2022 15:45:00;9,389;9,494;9,498;9,421
474;26/03/2022 16:00:00;9,387;9,484;9,494;9,42
475;26/03/2022 16:15:00;9,389;9,477;9,487;9,42
476;26/03/2022 16:30:00;9,392;9,469;9,483;9,418
477;26/03/2022 16:45:00;9,398;9,463;9,478;9,416
478;26/03/2022 17:00:00;9,404;9,457;9,472;9,415
479;26/03/2022 17:15:00;9,412;9,452;9,467;9,415
480;26/03/2022 17:30:00;9,423;9,447;9,463;9,413
481;26/03/2022 17:45:00;9,435;9,446;9,458;9,412
482;26/03/2022 18:00:00;9,449;9,443;9,453;9,41
483;26/03/2022 18:15:00;9,464;9,443;9,45;9,407
484;26/03/2022 18:30:00;9,48;9,443;9,446;9,406
485;26/03/2022 18:45:00;9,5;9,444;9,443;9,404
486;26/03/2022 19:00:00;9,52;9,446;9,44;9,403
487;26/03/2022 19:15:00;9,54;9,449;9,436;9,401
488;26/03/2022 19:30:00;9,563;9,453;9,433;9,399
489;26/03/2022 19:45:00;9,586;9,46;9,432;9,398
490;26/03/2022 20:00:00;9,611;9,466;9,43;9,396
491;26/03/2022 20:15:00;9,635;9,473;9,429;9,395
492;26/03/2022 20:30:00;9,661;9,483;9,429;9,393
493;26/03/2022 20:45:00;9,688;9,492;9,429;9,392
494;26/03/2022 21:00:00;9,714;9,503;9,429;9,39
495;26/03/2022 21:15:00;9,74;9,514;9,429;9,389
496;26/03/2022 21:30:00;9,768;9,526;9,43;9,387
497;26/03/2022 21:45:00;9,794;9,538;9,432;9,386
498;26/03/2022 22:00:00;9,82;9,552;9,435;9,386
499;26/03/2022 22:15:00;9,846;9,566;9,436;9,384
500;26/03/2022 22:30:00;9,872;9,58;9,44;9,384
501;26/03/2022 22:45:00;9,897;9,594;9,443;9,384
502;26/03/2022 23:00:00;9,921;9,609;9,447;9,384
503;26/03/2022 23:15:00;9,944;9,624;9,452;9,382
504;26/03/2022 23:30:00;9,967;9,64;9,457;9,384
505;26/03/2022 23:45:00;9,989;9,657;9,461;9,384
506;27/03/2022 00:00:00;10,01;9,672;9,466;9,384
507;27/03/2022 00:15:00;10,03;9,688;9,472;9,386
508;27/03/2022 00:30:00;10,049;9,703;9,478;9,386
509;27/03/2022 00:45:00;10,066;9,72;9,484;9,387
510;27/03/2022 01:00:00;10,083;9,735;9,49;9,389
511;27/03/2022 01:15:00;10,096;9,749;9,497;9,39
512;27/03/2022 01:30:00;10,11;9,765;9,504;9,392
513;27/03/2022 01:45:00;10,122;9,778;9,512;9,393
514;27/03/2022 02:00:00;10,132;9,792;9,518;9,395
515;27/03/2022 02:15:00;10,141;9,806;9,526;9,398
516;27/03/2022 02:30:00;10,15;9,818;9,534;9,399
517;27/03/2022 02:45:00;10,156;9,831;9,54;9,403
518;27/03/2022 03:00:00;10,161;9,843;9,547;9,406
519;27/03/2022 03:15:00;10,165;9,854;9,555;9,409
520;27/03/2022 03:30:00;10,168;9,864;9,563;9,412
521;27/03/2022 03:45:00;10,168;9,874;9,571;9,415
522;27/03/2022 04:00:00;10,17;9,883;9,578;9,418
523;27/03/2022 04:15:00;10,168;9,891;9,584;9,421
524;27/03/2022 04:30:00;10,165;9,898;9,592;9,424
525;27/03/2022 04:45:00;10,162;9,906;9,598;9,429
526;27/03/2022 05:00:00;10,159;9,912;9,606;9,432
527;27/03/2022 05:15:00;10,153;9,917;9,612;9,435
528;27/03/2022 05:30:00;10,147;9,921;9,618;9,44
529;27/03/2022 05:45:00;10,141;9,926;9,624;9,443
530;27/03/2022 06:00:00;10,133;9,929;9,631;9,447
531;27/03/2022 06:15:00;10,124;9,931;9,635;9,45
532;27/03/2022 06:30:00;10,115;9,932;9,641;9,455
533;27/03/2022 06:45:00;10,106;9,934;9,646;9,458
534;27/03/2022 07:00:00;10,095;9,934;9,651;9,463
535;27/03/2022 07:15:00;10,084;9,934;9,655;9,466
536;27/03/2022 07:30:00;10,073;9,932;9,66;9,47
537;27/03/2022 07:45:00;10,061;9,931;9,663;9,473
538;27/03/2022 08:00:00;10,049;9,929;9,668;9,477
539;27/03/2022 08:15:00;10,035;9,926;9,671;9,481
540;27/03/2022 08:30:00;10,021;9,923;9,674;9,484
541;27/03/2022 08:45:00;10,007;9,92;9,675;9,487
542;27/03/2022 09:00:00;9,992;9,915;9,678;9,492
543;27/03/2022 09:15:00;9,978;9,911;9,68;9,495
544;27/03/2022 09:30:00;9,963;9,906;9,681;9,498
545;27/03/2022 09:45:00;9,946;9,9;9,683;9,501
546;27/03/2022 10:00:00;9,931;9,894;9,685;9,504
547;27/03/2022 10:15:00;9,914;9,888;9,686;9,507
548;27/03/2022 10:30:00;9,897;9,88;9,686;9,51
549;27/03/2022 10:45:00;9,88;9,872;9,686;9,512
550;27/03/2022 11:00:00;9,864;9,864;9,686;9,515
551;27/03/2022 11:15:00;9,848;9,857;9,686;9,517
552;27/03/2022 11:30:00;9,831;9,848;9,686;9,52
553;27/03/2022 11:45:00;9,814;9,838;9,685;9,521
554;27/03/2022 12:00:00;9,798;9,831;9,683;9,524
555;27/03/2022 12:15:00;9,783;9,821;9,681;9,526
556;27/03/2022 12:30:00;9,769;9,812;9,68;9,527
557;27/03/2022 12:45:00;9,755;9,801;9,678;9,529
558;27/03/2022 13:00:00;9,743;9,792;9,677;9,531
559;27/03/2022 13:15:00;9,731;9,783;9,674;9,532
560;27/03/2022 13:30:00;9,721;9,774;9,671;9,534
561;27/03/2022 13:45:00;9,712;9,765;9,669;9,534
562;27/03/2022 14:00:00;9,703;9,755;9,666;9,535
563;27/03/2022 14:15:00;9,697;9,746;9,663;9,535
564;27/03/2022 14:30:00;9,692;9,738;9,66;9,537
565;27/03/2022 14:45:00;9,688;9,731;9,657;9,537
566;27/03/2022 15:00:00;9,686;9,723;9,654;9,537
567;27/03/2022 15:15:00;9,685;9,715;9,649;9,538
568;27/03/2022 15:30:00;9,686;9,709;9,646;9,538
569;27/03/2022 15:45:00;9,688;9,703;9,643;9,538
570;27/03/2022 16:00:00;9,692;9,698;9,64;9,538
571;27/03/2022 16:15:00;9,697;9,694;9,637;9,537
572;27/03/2022 16:30:00;9,705;9,691;9,634;9,537
573;27/03/2022 16:45:00;9,712;9,688;9,631;9,537
574;27/03/2022 17:00:00;9,723;9,685;9,628;9,537
575;27/03/2022 17:15:00;9,735;9,685;9,624;9,535
576;27/03/2022 17:30:00;9,749;9,683;9,621;9,535
577;27/03/2022 17:45:00;9,763;9,685;9,62;9,535
578;27/03/2022 18:00:00;9,78;9,686;9,617;9,534
579;27/03/2022 18:15:00;9,798;9,688;9,615;9,534
580;27/03/2022 18:30:00;9,818;9,691;9,614;9,532
581;27/03/2022 18:45:00;9,84;9,695;9,612;9,532
582;27/03/2022 19:00:00;9,861;9,701;9,612;9,531
583;27/03/2022 19:15:00;9,884;9,708;9,611;9,531
584;27/03/2022 19:30:00;9,909;9,715;9,611;9,529
585;27/03/2022 19:45:00;9,935;9,723;9,611;9,529
586;27/03/2022 20:00:00;9,961;9,732;9,612;9,529
587;27/03/2022 20:15:00;9,989;9,743;9,612;9,527
588;27/03/2022 20:30:00;10,017;9,754;9,614;9,527
589;27/03/2022 20:45:00;10,044;9,766;9,615;9,527
590;27/03/2022 21:00:00;10,073;9,778;9,618;9,527
591;27/03/2022 21:15:00;10,101;9,792;9,62;9,527
592;27/03/2022 21:30:00;10,13;9,806;9,623;9,527
593;27/03/2022 21:45:00;10,159;9,821;9,628;9,527
594;27/03/2022 22:00:00;10,187;9,837;9,631;9,527
595;27/03/2022 22:15:00;10,216;9,854;9,635;9,529
596;27/03/2022 22:30:00;10,243;9,871;9,64;9,529
597;27/03/2022 22:45:00;10,271;9,888;9,646;9,531
598;27/03/2022 23:00:00;10,297;9,904;9,652;9,531
599;27/03/2022 23:15:00;10,323;9,921;9,658;9,532
600;27/03/2022 23:30:00;10,348;9,94;9,665;9,534
601;27/03/2022 23:45:00;10,372;9,957;9,671;9,535
602;28/03/2022 00:00:00;10,395;9,975;9,678;9,537
603;28/03/2022 00:15:00;10,417;9,992;9,686;9,538
604;28/03/2022 00:30:00;10,436;10,01;9,694;9,541
605;28/03/2022 00:45:00;10,455;10,027;9,701;9,543
606;28/03/2022 01:00:00;10,472;10,044;9,709;9,546
607;28/03/2022 01:15:00;10,488;10,061;9,718;9,549
608;28/03/2022 01:30:00;10,502;10,078;9,726;9,552
609;28/03/2022 01:45:00;10,514;10,093;9,735;9,555
610;28/03/2022 02:00:00;10,525;10,109;9,743;9,558
611;28/03/2022 02:15:00;10,536;10,124;9,752;9,561
612;28/03/2022 02:30:00;10,544;10,138;9,761;9,564
613;28/03/2022 02:45:00;10,55;10,152;9,771;9,569
614;28/03/2022 03:00:00;10,554;10,165;9,778;9,572
615;28/03/2022 03:15:00;10,557;10,176;9,788;9,577
616;28/03/2022 03:30:00;10,559;10,188;9,797;9,581
617;28/03/2022 03:45:00;10,559;10,199;9,806;9,586
618;28/03/2022 04:00:00;10,556;10,208;9,814;9,589
619;28/03/2022 04:15:00;10,553;10,216;9,823;9,594
620;28/03/2022 04:30:00;10,548;10,224;9,831;9,598
621;28/03/2022 04:45:00;10,542;10,231;9,838;9,603
622;28/03/2022 05:00:00;10,534;10,236;9,846;9,608
623;28/03/2022 05:15:00;10,527;10,24;9,854;9,614
624;28/03/2022 05:30:00;10,516;10,245;9,86;9,618
625;28/03/2022 05:45:00;10,505;10,248;9,868;9,623
626;28/03/2022 06:00:00;10,493;10,25;9,874;9,628
627;28/03/2022 06:15:00;10,481;10,251;9,88;9,632
628;28/03/2022 06:30:00;10,466;10,251;9,886;9,637
629;28/03/2022 06:45:00;10,452;10,251;9,892;9,641
630;28/03/2022 07:00:00;10,436;10,25;9,897;9,646
631;28/03/2022 07:15:00;10,42;10,248;9,901;9,651
632;28/03/2022 07:30:00;10,403;10,245;9,906;9,655
633;28/03/2022 07:45:00;10,386;10,24;9,909;9,66
634;28/03/2022 08:00:00;10,368;10,236;9,914;9,665
635;28/03/2022 08:15:00;10,349;10,231;9,917;9,669
636;28/03/2022 08:30:00;10,331;10,225;9,92;9,674
637;28/03/2022 08:45:00;10,311;10,219;9,921;9,678
638;28/03/2022 09:00:00;10,291;10,213;9,924;9,681
639;28/03/2022 09:15:00;10,271;10,205;9,926;9,686
640;28/03/2022 09:30:00;10,25;10,196;9,926;9,689
641;28/03/2022 09:45:00;10,23;10,188;9,927;9,694
642;28/03/2022 10:00:00;10,208;10,179;9,927;9,697
643;28/03/2022 10:15:00;10,188;10,17;9,927;9,7
644;28/03/2022 10:30:00;10,167;10,159;9,927;9,703
645;28/03/2022 10:45:00;10,145;10,148;9,927;9,706
646;28/03/2022 11:00:00;10,124;10,138;9,926;9,709
647;28/03/2022 11:15:00;10,104;10,127;9,924;9,712
648;28/03/2022 11:30:00;10,084;10,115;9,923;9,714
649;28/03/2022 11:45:00;10,064;10,102;9,921;9,717
650;28/03/2022 12:00:00;10,044;10,092;9,92;9,718
651;28/03/2022 12:15:00;10,026;10,079;9,917;9,72
652;28/03/2022 12:30:00;10,007;10,067;9,914;9,723
653;28/03/2022 12:45:00;9,99;10,055;9,911;9,725
654;28/03/2022 13:00:00;9,975;10,043;9,907;9,726
655;28/03/2022 13:15:00;9,961;10,03;9,904;9,726
656;28/03/2022 13:30:00;9,947;10,018;9,9;9,728
657;28/03/2022 13:45:00;9,935;10,006;9,895;9,728
658;28/03/2022 14:00:00;9,924;9,993;9,892;9,729
659;28/03/2022 14:15:00;9,915;9,983;9,888;9,729
660;28/03/2022 14:30:00;9,907;9,972;9,883;9,729
661;28/03/2022 14:45:00;9,901;9,961;9,878;9,729
662;28/03/2022 15:00:00;9,897;9,95;9,874;9,729
663;28/03/2022 15:15:00;9,894;9,941;9,868;9,729
664;28/03/2022 15:30:00;9,892;9,932;9,863;9,729
665;28/03/2022 15:45:00;9,892;9,924;9,858;9,728
666;28/03/2022 16:00:00;9,894;9,917;9,854;9,728
667;28/03/2022 16:15:00;9,897;9,911;9,849;9,726
668;28/03/2022 16:30:00;9,903;9,906;9,844;9,726
669;28/03/2022 16:45:00;9,909;9,901;9,84;9,725
670;28/03/2022 17:00:00;9,918;9,897;9,837;9,725
671;28/03/2022 17:15:00;9,929;9,894;9,832;9,723
672;28/03/2022 17:30:00;9,941;9,892;9,829;9,723
673;28/03/2022 17:45:00;9,954;9,891;9,824;9,721
674;28/03/2022 18:00:00;9,969;9,891;9,821;9,72
675;28/03/2022 18:15:00;9,984;9,891;9,818;9,718
676;28/03/2022 18:30:00;10,003;9,892;9,815;9,717
677;28/03/2022 18:45:00;10,021;9,895;9,814;9,715
678;28/03/2022 19:00:00;10,043;9,9;9,811;9,715
679;28/03/2022 19:15:00;10,063;9,904;9,809;9,714
680;28/03/2022 19:30:00;10,086;9,911;9,808;9,712
681;28/03/2022 19:45:00;10,109;9,917;9,808;9,711
682;28/03/2022 20:00:00;10,135;9,926;9,808;9,711
683;28/03/2022 20:15:00;10,161;9,935;9,808;9,709
684;28/03/2022 20:30:00;10,187;9,944;9,808;9,709
685;28/03/2022 20:45:00;10,213;9,955;9,809;9,708
686;28/03/2022 21:00:00;10,239;9,966;9,811;9,708
687;28/03/2022 21:15:00;10,265;9,978;9,812;9,708
688;28/03/2022 21:30:00;10,291;9,99;9,814;9,706
689;28/03/2022 21:45:00;10,317;10,003;9,815;9,706
690;28/03/2022 22:00:00;10,345;10,018;9,818;9,706
691;28/03/2022 22:15:00;10,372;10,032;9,823;9,706
692;28/03/2022 22:30:00;10,397;10,047;9,826;9,706
693;28/03/2022 22:45:00;10,424;10,063;9,831;9,706
694;28/03/2022 23:00:00;10,449;10,078;9,835;9,708
695;28/03/2022 23:15:00;10,473;10,093;9,84;9,708
696;28/03/2022 23:30:00;10,498;10,11;9,846;9,709
697;28/03/2022 23:45:00;10,521;10,127;9,852;9,711
698;29/03/2022 00:00:00;10,544;10,144;9,858;9,711
699;29/03/2022 00:15:00;10,565;10,159;9,864;9,712
700;29/03/2022 00:30:00;10,585;10,176;9,871;9,714
701;29/03/2022 00:45:00;10,605;10,193;9,878;9,715
702;29/03/2022 01:00:00;10,623;10,208;9,884;9,718
703;29/03/2022 01:15:00;10,64;10,225;9,892;9,72
704;29/03/2022 01:30:00;10,657;10,24;9,9;9,723
705;29/03/2022 01:45:00;10,672;10,256;9,907;9,725
706;29/03/2022 02:00:00;10,686;10,271;9,915;9,728
707;29/03/2022 02:15:00;10,698;10,285;9,924;9,731
708;29/03/2022 02:30:00;10,709;10,299;9,932;9,734
709;29/03/2022 02:45:00;10,719;10,312;9,94;9,737
710;29/03/2022 03:00:00;10,728;10,326;9,947;9,74
711;29/03/2022 03:15:00;10,738;10,338;9,957;9,745
712;29/03/2022 03:30:00;10,744;10,351;9,964;9,748
713;29/03/2022 03:45:00;10,75;10,363;9,972;9,751
714;29/03/2022 04:00:00;10,754;10,374;9,98;9,755
715;29/03/2022 04:15:00;10,757;10,384;9,989;9,758
716;29/03/2022 04:30:00;10,76;10,394;9,997;9,763
717;29/03/2022 04:45:00;10,762;10,403;10,004;9,766
718;29/03/2022 05:00:00;10,764;10,41;10,012;9,771
719;29/03/2022 05:15:00;10,765;10,42;10,02;9,775
720;29/03/2022 05:30:00;10,764;10,427;10,027;9,78
721;29/03/2022 05:45:00;10,764;10,433;10,035;9,785
722;29/03/2022 06:00:00;10,76;10,439;10,041;9,789
723;29/03/2022 06:15:00;10,757;10,446;10,049;9,794
724;29/03/2022 06:30:00;10,754;10,45;10,055;9,797
725;29/03/2022 06:45:00;10,751;10,455;10,061;9,803
726;29/03/2022 07:00:00;10,748;10,458;10,067;9,808
727;29/03/2022 07:15:00;10,744;10,462;10,073;9,812
728;29/03/2022 07:30:00;10,738;10,464;10,079;9,815
729;29/03/2022 07:45:00;10,733;10,467;10,086;9,82
730;29/03/2022 08:00:00;10,727;10,469;10,09;9,824
731;29/03/2022 08:15:00;10,721;10,47;10,095;9,829
732;29/03/2022 08:30:00;10,715;10,472;10,101;9,834
733;29/03/2022 08:45:00;10,709;10,472;10,106;9,838
734;29/03/2022 09:00:00;10,702;10,472;10,11;9,843
735;29/03/2022 09:15:00;10,692;10,472;10,113;9,846
736;29/03/2022 09:30:00;10,686;10,47;10,116;9,851
737;29/03/2022 09:45:00;10,678;10,469;10,119;9,855
738;29/03/2022 10:00:00;10,673;10,469;10,124;9,86
739;29/03/2022 10:15:00;10,664;10,467;10,127;9,863
740;29/03/2022 10:30:00;10,657;10,466;10,13;9,866
741;29/03/2022 10:45:00;10,65;10,464;10,132;9,871
742;29/03/2022 11:00:00;10,643;10,461;10,135;9,874
743;29/03/2022 11:15:00;10,637;10,459;10,138;9,878
744;29/03/2022 11:30:00;10,632;10,458;10,141;9,883
745;29/03/2022 11:45:00;10,625;10,455;10,142;9,886
746;29/03/2022 12:00:00;10,618;10,45;10,144;9,889
747;29/03/2022 12:15:00;10,612;10,449;10,145;9,892
748;29/03/2022 12:30:00;10,608;10,446;10,147;9,895
749;29/03/2022 12:45:00;10,602;10,443;10,148;9,898
750;29/03/2022 13:00:00;10,597;10,441;10,15;9,901
751;29/03/2022 13:15:00;10,594;10,438;10,152;9,904
752;29/03/2022 13:30:00;10,589;10,435;10,153;9,907
753;29/03/2022 13:45:00;10,58;10,43;10,153;9,911
754;29/03/2022 14:00:00;10,579;10,427;10,153;9,912
755;29/03/2022 14:15:00;10,577;10,426;10,153;9,915
756;29/03/2022 14:30:00;10,577;10,423;10,155;9,917
757;29/03/2022 14:45:00;10,577;10,421;10,155;9,92
758;29/03/2022 15:00:00;10,579;10,418;10,155;9,921
759;29/03/2022 15:15:00;10,58;10,417;10,155;9,924
760;29/03/2022 15:30:00;10,583;10,415;10,156;9,926
761;29/03/2022 15:45:00;10,588;10,413;10,156;9,927
762;29/03/2022 16:00:00;10,592;10,413;10,156;9,931
763;29/03/2022 16:15:00;10,599;10,413;10,156;9,932
764;29/03/2022 16:30:00;10,606;10,413;10,156;9,934
765;29/03/2022 16:45:00;10,614;10,413;10,158;9,935
766;29/03/2022 17:00:00;10,625;10,415;10,158;9,938
767;29/03/2022 17:15:00;10,637;10,418;10,159;9,94
768;29/03/2022 17:30:00;10,646;10,42;10,159;9,941
769;29/03/2022 17:45:00;10,657;10,421;10,161;9,943
770;29/03/2022 18:00:00;10,673;10,426;10,162;9,944
771;29/03/2022 18:15:00;10,687;10,429;10,162;9,946
772;29/03/2022 18:30:00;10,702;10,433;10,164;9,947
773;29/03/2022 18:45:00;10,719;10,439;10,165;9,949
774;29/03/2022 19:00:00;10,733;10,444;10,167;9,95
775;29/03/2022 19:15:00;10,754;10,452;10,168;9,952
776;29/03/2022 19:30:00;10,773;10,458;10,17;9,954
777;29/03/2022 19:45:00;10,791;10,466;10,173;9,955
778;29/03/2022 20:00:00;10,811;10,473;10,176;9,957
779;29/03/2022 20:15:00;10,829;10,482;10,179;9,96
780;29/03/2022 20:30:00;10,847;10,492;10,182;9,961
781;29/03/2022 20:45:00;10,867;10,502;10,185;9,963
782;29/03/2022 21:00:00;10,889;10,511;10,188;9,966
783;29/03/2022 21:15:00;10,908;10,524;10,193;9,967
784;29/03/2022 21:30:00;10,928;10,534;10,196;9,969
785;29/03/2022 21:45:00;10,951;10,547;10,202;9,972
786;29/03/2022 22:00:00;10,971;10,559;10,207;9,974
787;29/03/2022 22:15:00;10,989;10,571;10,211;9,977
788;29/03/2022 22:30:00;11,009;10,585;10,217;9,98
789;29/03/2022 22:45:00;11,027;10,597;10,222;9,981
790;29/03/2022 23:00:00;11,046;10,611;10,228;9,984
791;29/03/2022 23:15:00;11,062;10,623;10,234;9,987
792;29/03/2022 23:30:00;11,079;10,637;10,24;9,99
793;29/03/2022 23:45:00;11,096;10,65;10,248;9,993
794;30/03/2022 00:00:00;11,111;10,664;10,254;9,997
795;30/03/2022 00:15:00;11,125;10,676;10,26;10
796;30/03/2022 00:30:00;11,139;10,69;10,268;10,003
797;30/03/2022 00:45:00;11,151;10,702;10,276;10,007
798;30/03/2022 01:00:00;11,161;10,716;10,282;10,01
799;30/03/2022 01:15:00;11,172;10,728;10,289;10,013
800;30/03/2022 01:30:00;11,181;10,741;10,297;10,018
801;30/03/2022 01:45:00;11,19;10,751;10,305;10,021
802;30/03/2022 02:00:00;11,196;10,762;10,312;10,026
803;30/03/2022 02:15:00;11,203;10,774;10,32;10,03
804;30/03/2022 02:30:00;11,207;10,783;10,328;10,033
805;30/03/2022 02:45:00;11,21;10,794;10,335;10,038
806;30/03/2022 03:00:00;11,213;10,803;10,342;10,043
807;30/03/2022 03:15:00;11,215;10,812;10,349;10,047
808;30/03/2022 03:30:00;11,215;10,82;10,357;10,052
809;30/03/2022 03:45:00;11,213;10,828;10,365;10,056
810;30/03/2022 04:00:00;11,212;10,834;10,371;10,061
811;30/03/2022 04:15:00;11,209;10,84;10,378;10,066
812;30/03/2022 04:30:00;11,204;10,846;10,384;10,07
813;30/03/2022 04:45:00;11,199;10,85;10,392;10,075
814;30/03/2022 05:00:00;11,193;10,854;10,398;10,079
815;30/03/2022 05:15:00;11,186;10,858;10,404;10,084
816;30/03/2022 05:30:00;11,178;10,86;10,409;10,089
817;30/03/2022 05:45:00;11,171;10,863;10,415;10,093
818;30/03/2022 06:00:00;11,16;10,864;10,421;10,098
819;30/03/2022 06:15:00;11,151;10,864;10,426;10,102
820;30/03/2022 06:30:00;11,14;10,864;10,43;10,107
821;30/03/2022 06:45:00;11,128;10,864;10,435;10,113
822;30/03/2022 07:00:00;11,116;10,863;10,439;10,116
823;30/03/2022 07:15:00;11,104;10,861;10,443;10,121
824;30/03/2022 07:30:00;11,091;10,858;10,447;10,125
825;30/03/2022 07:45:00;11,078;10,855;10,45;10,13
826;30/03/2022 08:00:00;11,064;10,852;10,453;10,135
827;30/03/2022 08:15:00;11,05;10,847;10,456;10,139
828;30/03/2022 08:30:00;11,037;10,843;10,459;10,142
829;30/03/2022 08:45:00;11,021;10,838;10,461;10,147
830;30/03/2022 09:00:00;11,008;10,834;10,462;10,15
831;30/03/2022 09:15:00;10,992;10,828;10,464;10,155
832;30/03/2022 09:30:00;10,979;10,822;10,466;10,158
833;30/03/2022 09:45:00;10,963;10,815;10,467;10,162
834;30/03/2022 10:00:00;10,948;10,808;10,467;10,165
835;30/03/2022 10:15:00;10,934;10,802;10,469;10,168
836;30/03/2022 10:30:00;10,919;10,794;10,469;10,171
837;30/03/2022 10:45:00;10,905;10,786;10,469;10,175
838;30/03/2022 11:00:00;10,89;10,779;10,469;10,178
839;30/03/2022 11:15:00;10,876;10,771;10,467;10,181
840;30/03/2022 11:30:00;10,863;10,762;10,467;10,182
841;30/03/2022 11:45:00;10,849;10,754;10,466;10,185
842;30/03/2022 12:00:00;10,835;10,747;10,464;10,188
843;30/03/2022 12:15:00;10,823;10,738;10,464;10,19
844;30/03/2022 12:30:00;10,809;10,728;10,461;10,193
845;30/03/2022 12:45:00;10,797;10,721;10,459;10,194
846;30/03/2022 13:00:00;10,785;10,712;10,458;10,196
847;30/03/2022 13:15:00;10,773;10,704;10,456;10,198
848;30/03/2022 13:30:00;10,762;10,695;10,453;10,199
849;30/03/2022 13:45:00;10,751;10,687;10,452;10,201
850;30/03/2022 14:00:00;10,741;10,678;10,449;10,202
851;30/03/2022 14:15:00;10,73;10,67;10,446;10,204
852;30/03/2022 14:30:00;10,721;10,663;10,444;10,204
853;30/03/2022 14:45:00;10,713;10,655;10,441;10,205
854;30/03/2022 15:00:00;10,705;10,647;10,438;10,205
855;30/03/2022 15:15:00;10,698;10,64;10,435;10,207
856;30/03/2022 15:30:00;10,692;10,632;10,432;10,207
857;30/03/2022 15:45:00;10,686;10,626;10,429;10,208
858;30/03/2022 16:00:00;10,68;10,62;10,427;10,208
859;30/03/2022 16:15:00;10,675;10,612;10,424;10,21
860;30/03/2022 16:30:00;10,67;10,606;10,42;10,208
861;30/03/2022 16:45:00;10,666;10,6;10,417;10,208
862;30/03/2022 17:00:00;10,663;10,595;10,415;10,21
863;30/03/2022 17:15:00;10,66;10,589;10,412;10,208
864;30/03/2022 17:30:00;10,658;10,585;10,409;10,208
865;30/03/2022 17:45:00;10,655;10,58;10,406;10,208
866;30/03/2022 18:00:00;10,654;10,576;10,403;10,208
867;30/03/2022 18:15:00;10,654;10,573;10,4;10,208
868;30/03/2022 18:30:00;10,652;10,568;10,398;10,208
869;30/03/2022 18:45:00;10,65;10,565;10,395;10,208
870;30/03/2022 19:00:00;10,65;10,562;10,394;10,207
871;30/03/2022 19:15:00;10,65;10,559;10,391;10,207
872;30/03/2022 19:30:00;10,65;10,557;10,389;10,207
873;30/03/2022 19:45:00;10,65;10,554;10,386;10,205
874;30/03/2022 20:00:00;10,652;10,553;10,384;10,205
875;30/03/2022 20:15:00;10,652;10,551;10,383;10,205
876;30/03/2022 20:30:00;10,654;10,55;10,38;10,205
877;30/03/2022 20:45:00;10,654;10,548;10,378;10,204
878;30/03/2022 21:00:00;10,655;10,547;10,377;10,204
879;30/03/2022 21:15:00;10,655;10,547;10,375;10,204
880;30/03/2022 21:30:00;10,657;10,545;10,374;10,202
881;30/03/2022 21:45:00;10,657;10,545;10,372;10,202
882;30/03/2022 22:00:00;10,657;10,544;10,372;10,202
883;30/03/2022 22:15:00;10,657;10,544;10,371;10,201
884;30/03/2022 22:30:00;10,657;10,544;10,369;10,201
885;30/03/2022 22:45:00;10,655;10,542;10,369;10,201
886;30/03/2022 23:00:00;10,655;10,542;10,368;10,201
887;30/03/2022 23:15:00;10,654;10,542;10,366;10,201
888;30/03/2022 23:30:00;10,652;10,54;10,366;10,199
889;30/03/2022 23:45:00;10,65;10,54;10,366;10,199
890;31/03/2022 00:00:00;10,649;10,54;10,365;10,199
891;31/03/2022 00:15:00;10,646;10,539;10,365;10,199
892;31/03/2022 00:30:00;10,643;10,539;10,363;10,199
893;31/03/2022 00:45:00;10,64;10,537;10,363;10,199
894;31/03/2022 01:00:00;10,637;10,537;10,363;10,199
895;31/03/2022 01:15:00;10,632;10,536;10,361;10,198
896;31/03/2022 01:30:00;10,628;10,534;10,361;10,198
897;31/03/2022 01:45:00;10,623;10,533;10,36;10,198
898;31/03/2022 02:00:00;10,618;10,531;10,36;10,198
899;31/03/2022 02:15:00;10,612;10,53;10,36;10,198
900;31/03/2022 02:30:00;10,606;10,528;10,358;10,198
901;31/03/2022 02:45:00;10,6;10,525;10,358;10,198
902;31/03/2022 03:00:00;10,594;10,524;10,357;10,198
903;31/03/2022 03:15:00;10,586;10,521;10,357;10,198
904;31/03/2022 03:30:00;10,579;10,518;10,355;10,196
905;31/03/2022 03:45:00;10,571;10,514;10,355;10,196
906;31/03/2022 04:00:00;10,563;10,511;10,354;10,196
907;31/03/2022 04:15:00;10,554;10,507;10,352;10,196
908;31/03/2022 04:30:00;10,545;10,504;10,352;10,196
909;31/03/2022 04:45:00;10,536;10,499;10,351;10,196
