11.54	9.03
11.48	9.05
11.42	9.06
11.34	9.06
11.21	9.08
11.09	9.08
10.99	9.08
10.89	9.08
10.83	9.1
10.81	9.1
10.7	9.08
10.64	9.06
10.52	9.08
10.33	9.06
10.23	9.08
10.07	9.04
9.93	9.06
9.8	9.04
9.7	9.09
9.58	9.07
9.46	9.07
9.4	9.07
9.23	9.07
9.13	9.07
9.03	9.09
8.97	9.09
8.9	9.09
8.91	9.11
8.97	9.09
9.05	9.07
9.15	9.09
9.36	9.11
9.54	9.09
9.77	9.09
10.08	9.09
10.28	9.05
10.55	9.07
10.81	9.04
10.93	9.06
11.1	9.04
11.28	9.08
11.65	9.08
12.06	9.08
12.37	9.08
12.71	9.08
13.0	9.08
13.2	9.1
13.55	9.07
13.84	9.07
14.2	9.07
14.57	9.09
14.71	9.09
14.61	9.11
14.69	9.07
14.98	9.09
15.24	9.09
15.36	9.08
15.57	9.08
15.73	9.1
15.77	9.08
15.79	9.08
15.77	9.1
15.62	9.06
15.52	9.06
15.5	9.06
15.48	9.08
15.46	9.08
15.46	9.1
15.39	9.1
15.27	9.08
15.15	9.08
15.04	9.1
14.98	9.1
14.84	9.1
14.8	9.1
14.68	9.08
14.55	9.1
14.43	9.08
14.29	9.06
14.13	9.08
13.94	9.08
13.74	9.06
13.53	9.08
13.27	9.08
13.09	9.09
12.9	9.13
12.7	9.07
12.49	9.11
12.33	9.11
12.13	9.09
12.03	9.09
11.9	9.09
11.8	9.09
11.76	9.09
11.66	9.1
11.6	9.05
11.54	9.03
11.48	9.05
11.42	9.06
11.34	9.06
11.21	9.08
11.09	9.08
10.99	9.08
10.89	9.08
10.83	9.1
10.81	9.1
10.7	9.08
10.64	9.06
10.52	9.08
10.33	9.06
10.23	9.08
10.07	9.04
9.93	9.06
9.8	9.04
9.7	9.09
9.58	9.07
9.46	9.07
9.4	9.07
9.23	9.07
9.13	9.07
9.03	9.09
8.97	9.09
8.9	9.09
8.91	9.11
8.97	9.09
9.05	9.07
9.15	9.09
9.36	9.11
9.54	9.09
9.77	9.09
10.08	9.09
10.28	9.05
10.55	9.07
10.81	9.04
10.93	9.06
11.1	9.04
11.28	9.08
11.65	9.08
12.06	9.08
12.37	9.08
12.71	9.08
13.0	9.08
13.2	9.1
13.55	9.07
13.84	9.07
14.2	9.07
14.57	9.09
14.71	9.09
14.61	9.11
14.69	9.07
14.98	9.09
15.24	9.09
15.36	9.08
15.57	9.08
15.73	9.1
15.77	9.08
15.79	9.08
15.77	9.1
15.62	9.06
15.52	9.06
15.5	9.06
15.48	9.08
15.46	9.08
15.46	9.1
15.39	9.1
15.27	9.08
15.15	9.08
15.04	9.1
14.98	9.1
14.84	9.1
14.8	9.1
14.68	9.08
14.55	9.1
14.43	9.08
14.29	9.06
14.13	9.08
13.94	9.08
13.74	9.06
13.53	9.08
13.27	9.08
13.09	9.09
12.9	9.13
12.7	9.07
12.49	9.11
12.33	9.11
12.13	9.09
12.03	9.09
11.9	9.09
11.8	9.09
11.76	9.09
11.66	9.1
11.6	9.05
11.54	9.08
11.5	9.08
11.38	9.08
11.28	9.1
11.15	9.12
11.05	9.12
10.91	9.1
10.81	9.12
10.74	9.1
10.7	9.1
10.68	9.08
10.73	9.06
10.73	9.08
10.75	9.1
10.79	9.08
10.79	9.1
10.83	9.1
10.81	9.06
10.73	9.06
10.63	9.08
10.56	9.08
10.44	9.11
10.34	9.06
10.22	9.11
10.05	9.11
9.97	9.07
9.91	9.07
9.87	9.11
9.87	9.09
9.97	9.09
10.08	9.09
10.18	9.09
