ID,ak,n,ss,l,r,temp1_rmse,temp1_bias,temp1_rbias,temp1_correlation,temp2_rmse,temp2_bias,temp2_rbias,temp2_correlation,temp3_rmse,temp3_bias,temp3_rbias,temp3_correlation
1,0.10D-12,0.200,0.15D+01,0.20D+04,0.605696,-0.364307,-0.027362,0.857987,0.324514,-0.194495,-0.014641,0.967605
2,0.10D-12,0.200,0.15D+01,0.27D+04,0.565387,-0.374928,-0.028137,0.897010,0.338905,-0.205932,-0.015489,0.953995
3,0.10D-12,0.200,0.15D+01,0.33D+04,0.540964,-0.385769,-0.028927,0.922928,0.361521,-0.217987,-0.016380,0.937655
4,0.10D-12,0.200,0.15D+01,0.40D+04,0.522116,-0.400157,-0.029974,0.946278,0.394129,-0.234321,-0.017586,0.914827
5,0.10D-12,0.200,0.22D+01,0.20D+04,0.683171,-0.352158,-0.026473,0.783670,0.336620,-0.181594,-0.013683,0.970822
6,0.10D-12,0.200,0.22D+01,0.27D+04,0.637304,-0.357138,-0.026838,0.825046,0.321369,-0.186475,-0.014046,0.971316
7,0.10D-12,0.200,0.22D+01,0.33D+04,0.605491,-0.362350,-0.027219,0.854520,0.320102,-0.191883,-0.014447,0.967182
8,0.10D-12,0.200,0.22D+01,0.40D+04,0.575624,-0.369530,-0.027743,0.883288,0.328691,-0.199624,-0.015021,0.958440
9,0.10D-12,0.200,0.28D+01,0.20D+04,0.733277,-0.347665,-0.026145,0.737014,0.364164,-0.177074,-0.013347,0.963003
10,0.10D-12,0.200,0.28D+01,0.27D+04,0.687974,-0.350844,-0.026377,0.777445,0.337023,-0.179946,-0.013561,0.969965
11,0.10D-12,0.200,0.28D+01,0.33D+04,0.654895,-0.354041,-0.026611,0.807211,0.323607,-0.183027,-0.013790,0.971564
12,0.10D-12,0.200,0.28D+01,0.40D+04,0.622191,-0.358451,-0.026934,0.837168,0.317587,-0.187508,-0.014122,0.969637
13,0.10D-12,0.200,0.35D+01,0.20D+04,0.777101,-0.344553,-0.025917,0.696087,0.396504,-0.174012,-0.013119,0.950799
14,0.10D-12,0.200,0.35D+01,0.27D+04,0.734771,-0.346905,-0.026089,0.734160,0.363963,-0.176043,-0.013270,0.962213
15,0.10D-12,0.200,0.35D+01,0.33D+04,0.702453,-0.349040,-0.026245,0.763041,0.343381,-0.177951,-0.013412,0.967922
16,0.10D-12,0.200,0.35D+01,0.40D+04,0.669239,-0.351855,-0.026451,0.792849,0.327197,-0.180604,-0.013609,0.970959
