case,pm,gradient,model,t_s,value
TH2,PM1,0.03,12,18445.3,-0.936648
TH2,PM1,0.03,12,19209.7,-0.928537
TH2,PM1,0.03,12,20000,-0.920478
TH2,PM1,0.03,12,20922.3,-0.911449
TH2,PM1,0.03,12,21514.9,-0.905839
TH2,PM1,0.03,12,22499,-0.896823
TH2,PM1,0.03,12,23279.9,-0.889906
TH2,PM1,0.03,12,24211,-0.881907
TH2,PM1,0.03,12,24843.8,-0.876608
TH2,PM1,0.03,12,25632.9,-0.870144
TH2,PM1,0.03,12,26000,-0.867186
TH2,PM1,0.03,12,26788.9,-0.860928
TH2,PM1,0.03,12,27480.3,-0.855544
TH2,PM1,0.03,12,28498.7,-0.847847
TH2,PM1,0.03,12,29229.2,-0.842433
TH2,PM1,0.03,12,29895.7,-0.837561
TH2,PM1,0.03,12,30407.1,-0.833862
TH2,PM1,0.03,12,31256.3,-0.82779
TH2,PM1,0.03,12,32000,-0.822532
TH2,PM1,0.03,12,33000,-0.815538
TH2,PM1,0.03,12,33699.4,-0.810687
TH2,PM1,0.03,12,34540.6,-0.804928
TH2,PM1,0.03,12,35505.2,-0.798442
TH2,PM1,0.03,12,36229,-0.793594
TH2,PM1,0.03,12,37243.6,-0.786812
TH2,PM1,0.03,12,38000,-0.781753
TH2,PM1,0.03,12,38914.7,-0.775618
TH2,PM1,0.03,12,39431.7,-0.772196
TH2,PM1,0.03,12,40211.2,-0.767073
TH2,PM1,0.03,12,40862.7,-0.762768
TH2,PM1,0.03,12,41609.6,-0.757793
TH2,PM1,0.03,12,42203.2,-0.753804
TH2,PM1,0.03,12,43000,-0.748385
TH2,PM1,0.03,12,43589.4,-0.744468
TH2,PM1,0.03,12,44440.9,-0.738747
TH2,PM1,0.03,12,45000,-0.734929
TH2,PM1,0.03,12,45680.9,-0.730201
TH2,PM1,0.03,12,46191,-0.726594
TH2,PM1,0.03,12,46903.7,-0.721655
TH2,PM1,0.03,12,47461.9,-0.717746
TH2,PM1,0.03,12,48140,-0.712886
TH2,PM1,0.03,12,48613.3,-0.709411
TH2,PM1,0.03,12,49160.5,-0.705296
TH2,PM1,0.03,12,49606.1,-0.702058
TH2,PM1,0.03,12,50000,-0.699152
TH2,PM1,0.03,12,50668.9,-0.694077
TH2,PM1,0.03,12,51166.8,-0.690169
TH2,PM1,0.03,12,51764.8,-0.685351
TH2,PM1,0.03,12,52160.4,-0.682272
TH2,PM1,0.03,12,52860.7,-0.676611
TH2,PM1,0.03,12,53283.5,-0.673046
TH2,PM1,0.03,12,53852,-0.668043
TH2,PM1,0.03,12,54330.3,-0.663975
TH2,PM1,0.03,12,54891.5,-0.659032
TH2,PM1,0.03,12,55286.2,-0.655388
TH2,PM1,0.03,12,55803,-0.650368
TH2,PM1,0.03,12,56153.3,-0.647076
TH2,PM1,0.03,12,56660.2,-0.642203
TH2,PM1,0.03,12,57000,-0.638759
TH2,PM1,0.03,12,57470.6,-0.633712
TH2,PM1,0.03,12,57858.8,-0.629533
TH2,PM1,0.03,12,58353.1,-0.624226
TH2,PM1,0.03,12,58638.3,-0.620969
TH2,PM1,0.03,12,59144.8,-0.614754
TH2,PM1,0.03,12,59521.9,-0.610218
TH2,PM1,0.03,12,59930.1,-0.605166
TH2,PM1,0.03,12,60190.6,-0.601711
TH2,PM1,0.03,12,60552.2,-0.596551
TH2,PM1,0.03,12,60965.1,-0.590731
TH2,PM1,0.03,12,61146.5,-0.588161
TH2,PM1,0.03,12,61431.6,-0.583867
TH2,PM1,0.03,12,61672.6,-0.579953
TH2,PM1,0.03,12,62126.7,-0.572261
TH2,PM1,0.03,12,62346.4,-0.568652
TH2,PM1,0.03,12,62619.9,-0.563775
TH2,PM1,0.03,12,62833.9,-0.559598
TH2,PM1,0.03,12,63158.3,-0.552634
TH2,PM1,0.03,12,63415.1,-0.547622
TH2,PM1,0.03,12,63687.7,-0.541656
TH2,PM1,0.03,12,63835.2,-0.538087
TH2,PM1,0.03,12,64074.9,-0.531609
TH2,PM1,0.03,12,64358.9,-0.524658
TH2,PM1,0.03,12,64564.8,-0.519076
TH2,PM1,0.03,12,64633.7,-0.517047
TH2,PM1,0.03,12,64771.8,-0.512677
TH2,PM1,0.03,12,64926,-0.507209
TH2,PM1,0.03,12,65190.2,-0.49808
TH2,PM1,0.03,12,65432.3,-0.489036
TH2,PM1,0.03,12,65528.3,-0.484841
TH2,PM1,0.03,12,65582.6,-0.482359
TH2,PM1,0.03,12,65659.3,-0.478653
TH2,PM1,0.03,12,65813,-0.47097
TH2,PM1,0.03,12,65971.7,-0.463417
TH2,PM1,0.03,12,66133.8,-0.453899
TH2,PM1,0.03,12,66236.7,-0.447849
TH2,PM1,0.03,12,66379.2,-0.437414
TH2,PM1,0.03,12,66483.8,-0.428088
TH2,PM1,0.03,12,66672.2,-0.402871
TH2,PM1,0.03,12,66837.9,-0.381225
TH2,PM1,0.03,12,66883.1,-0.375318
TH2,PM1,0.03,12,66897.4,-0.373253
TH2,PM1,0.03,12,66926.1,-0.372665
TH2,PM1,0.03,12,66958.1,-0.374228
TH2,PM1,0.03,12,67016.8,-0.374361
TH2,PM1,0.03,12,67078.2,-0.357101
TH2,PM1,0.03,12,67176.3,-0.345018
TH2,PM1,0.03,12,67261.4,-0.237284
TH2,PM1,0.03,12,67329.9,0.435102
TH2,PM1,0.03,12,67348.2,0.709632
TH2,PM1,0.03,12,67383.7,0.910073
TH2,PM1,0.03,12,67423.4,1.04283
TH2,PM1,0.03,12,67502.9,1.20844
TH2,PM1,0.03,12,67591.8,1.333
TH2,PM1,0.03,12,67717.3,1.45971
TH2,PM1,0.03,12,67968.7,1.6288
TH2,PM1,0.03,12,68176.4,1.72825
TH2,PM1,0.03,12,68678,1.89821
TH2,PM1,0.03,12,69186.1,2.01659
TH2,PM1,0.03,12,70000,2.15108
TH2,PM1,0.03,12,71000,2.26073
TH2,PM1,0.03,12,72467.4,2.36362
TH2,PM1,0.03,12,74000,2.3971
TH2,PM1,0.03,12,76000,2.42822
TH2,PM1,0.03,12,78000,2.45493
TH2,PM1,0.03,12,82000,2.49972
TH2,PM1,0.03,12,85000,2.52789
TH2,PM1,0.03,12,89000,2.55891
TH2,PM1,0.03,12,92000,2.57354
TH2,PM1,0.03,12,96000,2.60188
TH2,PM1,0.03,12,99000,2.64364
TH2,PM1,0.03,12,103000,2.72868
TH2,PM1,0.03,12,106000,2.81624
TH2,PM1,0.03,12,110000,2.96573
TH2,PM1,0.03,12,113000,3.10082
TH2,PM1,0.03,12,117000,3.30541
TH2,PM1,0.03,12,120000,3.47088
TH2,PM1,0.03,12,123000,3.64044
TH2,PM1,0.03,12,127000,3.86336
TH2,PM1,0.03,12,130000,4.02203
TH2,PM1,0.03,12,134000,4.21554
TH2,PM1,0.03,12,137000,4.34436
TH2,PM1,0.03,12,141000,4.49261
TH2,PM1,0.03,12,144000,4.58629
TH2,PM1,0.03,12,148000,4.68937
TH2,PM1,0.03,12,151000,4.75192
TH2,PM1,0.03,12,155000,4.81837
TH2,PM1,0.03,12,158000,4.85742
TH2,PM1,0.03,12,162000,4.89778
TH2,PM1,0.03,12,165000,4.92091
TH2,PM1,0.03,12,169000,4.94427
TH2,PM1,0.03,12,172000,4.95739
TH2,PM1,0.03,12,176000,4.97042
TH2,PM1,0.03,12,179000,4.97761
TH2,PM1,0.03,12,183000,4.98465
TH2,PM1,0.03,12,186000,4.98848
TH2,PM1,0.03,12,190000,4.99218
TH2,PM1,0.03,12,193000,4.99417
TH2,PM1,0.03,12,197000,4.99608
TH2,PM1,0.03,12,200000,4.9971
TH2,PM1,0.03,13,100,-5
TH2,PM1,0.03,13,700,-4.79919
TH2,PM1,0.03,13,1300,-3.95723
TH2,PM1,0.03,13,1900,-3.08653
TH2,PM1,0.03,13,2500,-2.41261
TH2,PM1,0.03,13,3100,-1.93214
TH2,PM1,0.03,13,3700,-1.61064
TH2,PM1,0.03,13,4300,-1.42059
TH2,PM1,0.03,13,4900,-1.31605
TH2,PM1,0.03,13,5500,-1.25228
TH2,PM1,0.03,13,6100,-1.20804
TH2,PM1,0.03,13,6700,-1.17445
TH2,PM1,0.03,13,7300,-1.14741
TH2,PM1,0.03,13,7900,-1.12474
TH2,PM1,0.03,13,8500,-1.1052
TH2,PM1,0.03,13,9100,-1.08798
TH2,PM1,0.03,13,9700,-1.07257
TH2,PM1,0.03,13,10300,-1.0586
TH2,PM1,0.03,13,10900,-1.0458
TH2,PM1,0.03,13,11500,-1.03397
TH2,PM1,0.03,13,12100,-1.02296
TH2,PM1,0.03,13,12700,-1.01265
TH2,PM1,0.03,13,13300,-1.00294
TH2,PM1,0.03,13,13900,-0.993771
TH2,PM1,0.03,13,14500,-0.985063
TH2,PM1,0.03,13,15100,-0.976767
TH2,PM1,0.03,13,15700,-0.968839
TH2,PM1,0.03,13,16300,-0.961242
TH2,PM1,0.03,13,16900,-0.953942
TH2,PM1,0.03,13,17500,-0.946912
TH2,PM1,0.03,13,18200,-0.939017
TH2,PM1,0.03,13,18800,-0.932491
TH2,PM1,0.03,13,19400,-0.926165
TH2,PM1,0.03,13,20000,-0.920024
TH2,PM1,0.03,13,20600,-0.914052
TH2,PM1,0.03,13,21200,-0.908237
TH2,PM1,0.03,13,21800,-0.902566
TH2,PM1,0.03,13,22400,-0.897027
TH2,PM1,0.03,13,23000,-0.891611
TH2,PM1,0.03,13,23600,-0.886308
TH2,PM1,0.03,13,24200,-0.88111
TH2,PM1,0.03,13,24800,-0.876008
TH2,PM1,0.03,13,25400,-0.870996
TH2,PM1,0.03,13,26000,-0.866065
TH2,PM1,0.03,13,26600,-0.861209
TH2,PM1,0.03,13,27200,-0.856422
TH2,PM1,0.03,13,27800,-0.851698
TH2,PM1,0.03,13,28400,-0.847072
TH2,PM1,0.03,13,29000,-0.842549
TH2,PM1,0.03,13,29600,-0.838078
TH2,PM1,0.03,13,30200,-0.833654
TH2,PM1,0.03,13,30800,-0.829272
TH2,PM1,0.03,13,31400,-0.824927
TH2,PM1,0.03,13,32000,-0.820615
TH2,PM1,0.03,13,32600,-0.816331
TH2,PM1,0.03,13,33200,-0.812069
TH2,PM1,0.03,13,33800,-0.807827
TH2,PM1,0.03,13,34400,-0.803598
TH2,PM1,0.03,13,35000,-0.799378
TH2,PM1,0.03,13,35600,-0.795162
TH2,PM1,0.03,13,36200,-0.790944
TH2,PM1,0.03,13,36800,-0.78672
TH2,PM1,0.03,13,37400,-0.782485
TH2,PM1,0.03,13,38000,-0.778422
TH2,PM1,0.03,13,38600,-0.774348
TH2,PM1,0.03,13,39200,-0.770259
TH2,PM1,0.03,13,39800,-0.766147
TH2,PM1,0.03,13,40400,-0.762008
TH2,PM1,0.03,13,41000,-0.757833
TH2,PM1,0.03,13,41600,-0.753615
TH2,PM1,0.03,13,42200,-0.749345
TH2,PM1,0.03,13,42800,-0.745015
TH2,PM1,0.03,13,43400,-0.740614
TH2,PM1,0.03,13,44000,-0.736364
TH2,PM1,0.03,13,44600,-0.732143
TH2,PM1,0.03,13,45200,-0.727848
TH2,PM1,0.03,13,45800,-0.723467
TH2,PM1,0.03,13,46400,-0.718985
TH2,PM1,0.03,13,47000,-0.714386
TH2,PM1,0.03,13,47600,-0.709652
TH2,PM1,0.03,13,48200,-0.70476
TH2,PM1,0.03,13,48800,-0.70014
TH2,PM1,0.03,13,49400,-0.695459
TH2,PM1,0.03,13,50000,-0.690609
TH2,PM1,0.03,13,50600,-0.685562
TH2,PM1,0.03,13,51200,-0.680282
TH2,PM1,0.03,13,51800,-0.674723
TH2,PM1,0.03,13,52400,-0.669253
TH2,PM1,0.03,13,53000,-0.663917
TH2,PM1,0.03,13,53600,-0.658268
TH2,PM1,0.03,13,54300,-0.65119
TH2,PM1,0.03,13,54900,-0.644601
TH2,PM1,0.03,13,55500,-0.637971
TH2,PM1,0.03,13,56100,-0.631566
TH2,PM1,0.03,13,56700,-0.62456
TH2,PM1,0.03,13,57300,-0.616772
TH2,PM1,0.03,13,57900,-0.608051
TH2,PM1,0.03,13,58500,-0.600255
TH2,PM1,0.03,13,59100,-0.591361
TH2,PM1,0.03,13,59700,-0.580893
TH2,PM1,0.03,13,60300,-0.569652
TH2,PM1,0.03,13,60900,-0.558417
TH2,PM1,0.03,13,61500,-0.544212
TH2,PM1,0.03,13,62100,-0.527753
TH2,PM1,0.03,13,62700,-0.510062
TH2,PM1,0.03,13,63300,-0.482805
TH2,PM1,0.03,13,63900,-0.453915
TH2,PM1,0.03,13,64500,-0.393355
TH2,PM1,0.03,13,65100,-0.235349
TH2,PM1,0.03,13,65700,1.498
TH2,PM1,0.03,13,66300,1.80218
TH2,PM1,0.03,13,66900,1.96808
TH2,PM1,0.03,13,67500,2.08116
TH2,PM1,0.03,13,68100,2.16522
TH2,PM1,0.03,13,68700,2.2305
TH2,PM1,0.03,13,69300,2.28222
TH2,PM1,0.03,13,69900,2.32329
TH2,PM1,0.03,13,70500,2.35487
TH2,PM1,0.03,13,71100,2.37401
TH2,PM1,0.03,13,71700,2.38762
TH2,PM1,0.03,13,72300,2.39984
TH2,PM1,0.03,13,72900,2.41115
TH2,PM1,0.03,13,73500,2.42177
TH2,PM1,0.03,13,74100,2.43181
TH2,PM1,0.03,13,74700,2.44138
TH2,PM1,0.03,13,75300,2.45052
TH2,PM1,0.03,13,75900,2.4593
TH2,PM1,0.03,13,76500,2.46773
TH2,PM1,0.03,13,77100,2.47585
TH2,PM1,0.03,13,77700,2.4837
TH2,PM1,0.03,13,78300,2.49129
TH2,PM1,0.03,13,78900,2.49863
TH2,PM1,0.03,13,79500,2.50574
TH2,PM1,0.03,13,80100,2.51265
TH2,PM1,0.03,13,80700,2.51937
TH2,PM1,0.03,13,81300,2.52589
TH2,PM1,0.03,13,81900,2.53222
TH2,PM1,0.03,13,82500,2.53841
TH2,PM1,0.03,13,83100,2.54439
TH2,PM1,0.03,13,83700,2.55022
TH2,PM1,0.03,13,84300,2.55589
TH2,PM1,0.03,13,84900,2.56138
TH2,PM1,0.03,13,85500,2.5667
TH2,PM1,0.03,13,86100,2.57186
TH2,PM1,0.03,13,86700,2.5768
TH2,PM1,0.03,13,87300,2.58154
TH2,PM1,0.03,13,87900,2.58606
TH2,PM1,0.03,13,88500,2.59031
TH2,PM1,0.03,13,89100,2.59425
TH2,PM1,0.03,13,89700,2.59781
TH2,PM1,0.03,13,90400,2.60134
TH2,PM1,0.03,13,91000,2.60361
TH2,PM1,0.03,13,91600,2.60554
TH2,PM1,0.03,13,92200,2.60821
TH2,PM1,0.03,13,92800,2.61163
TH2,PM1,0.03,13,93400,2.61581
TH2,PM1,0.03,13,94000,2.62075
TH2,PM1,0.03,13,94600,2.62645
TH2,PM1,0.03,13,95200,2.63294
TH2,PM1,0.03,13,95800,2.6402
TH2,PM1,0.03,13,96400,2.64826
TH2,PM1,0.03,13,97000,2.65712
TH2,PM1,0.03,13,97600,2.6668
TH2,PM1,0.03,13,98200,2.6773
TH2,PM1,0.03,13,98800,2.68863
TH2,PM1,0.03,13,99400,2.70082
TH2,PM1,0.03,13,100000,2.71386
TH2,PM1,0.03,13,100600,2.72776
TH2,PM1,0.03,13,101200,2.74253
TH2,PM1,0.03,13,101800,2.75819
TH2,PM1,0.03,13,102400,2.77472
TH2,PM1,0.03,13,103000,2.79214
TH2,PM1,0.03,13,103600,2.81044
TH2,PM1,0.03,13,104200,2.82962
TH2,PM1,0.03,13,104800,2.84967
TH2,PM1,0.03,13,105400,2.87059
TH2,PM1,0.03,13,106000,2.89237
TH2,PM1,0.03,13,106600,2.91499
TH2,PM1,0.03,13,107200,2.93844
TH2,PM1,0.03,13,107800,2.96269
TH2,PM1,0.03,13,108400,2.98773
TH2,PM1,0.03,13,109000,3.01354
TH2,PM1,0.03,13,109600,3.04007
TH2,PM1,0.03,13,110200,3.06731
TH2,PM1,0.03,13,110800,3.09522
TH2,PM1,0.03,13,111400,3.12377
TH2,PM1,0.03,13,112000,3.15292
TH2,PM1,0.03,13,112600,3.18264
TH2,PM1,0.03,13,113200,3.21288
TH2,PM1,0.03,13,113800,3.24361
TH2,PM1,0.03,13,114400,3.27479
TH2,PM1,0.03,13,115000,3.30636
TH2,PM1,0.03,13,115600,3.33829
TH2,PM1,0.03,13,116200,3.37053
TH2,PM1,0.03,13,116800,3.40305
TH2,PM1,0.03,13,117400,3.43578
TH2,PM1,0.03,13,118000,3.4687
TH2,PM1,0.03,13,118600,3.50176
TH2,PM1,0.03,13,119200,3.5349
TH2,PM1,0.03,13,119800,3.5681
TH2,PM1,0.03,13,120400,3.60131
TH2,PM1,0.03,13,121000,3.63448
TH2,PM1,0.03,13,121600,3.66758
TH2,PM1,0.03,13,122200,3.70057
TH2,PM1,0.03,13,122800,3.7334
TH2,PM1,0.03,13,123400,3.76606
TH2,PM1,0.03,13,124000,3.79849
TH2,PM1,0.03,13,124600,3.83066
TH2,PM1,0.03,13,125200,3.86255
TH2,PM1,0.03,13,125800,3.89412
TH2,PM1,0.03,13,126500,3.93052
TH2,PM1,0.03,13,127100,3.96132
TH2,PM1,0.03,13,127700,3.99171
TH2,PM1,0.03,13,128300,4.02168
TH2,PM1,0.03,13,128900,4.05121
TH2,PM1,0.03,13,129500,4.08028
TH2,PM1,0.03,13,130100,4.10886
TH2,PM1,0.03,13,130700,4.13694
TH2,PM1,0.03,13,131300,4.16452
TH2,PM1,0.03,13,131900,4.19157
TH2,PM1,0.03,13,132500,4.21808
TH2,PM1,0.03,13,133100,4.24405
TH2,PM1,0.03,13,133700,4.26947
TH2,PM1,0.03,13,134300,4.29433
TH2,PM1,0.03,13,134900,4.31862
TH2,PM1,0.03,13,135500,4.34234
TH2,PM1,0.03,13,136100,4.36549
TH2,PM1,0.03,13,136700,4.38807
TH2,PM1,0.03,13,137300,4.41007
TH2,PM1,0.03,13,137900,4.43149
TH2,PM1,0.03,13,138500,4.45235
TH2,PM1,0.03,13,139100,4.47264
TH2,PM1,0.03,13,139700,4.49236
TH2,PM1,0.03,13,140300,4.51152
TH2,PM1,0.03,13,140900,4.53012
TH2,PM1,0.03,13,141500,4.54817
TH2,PM1,0.03,13,142100,4.56568
TH2,PM1,0.03,13,142700,4.58265
TH2,PM1,0.03,13,143300,4.5991
TH2,PM1,0.03,13,143900,4.61502
TH2,PM1,0.03,13,144500,4.63042
TH2,PM1,0.03,13,145100,4.64533
TH2,PM1,0.03,13,145700,4.65974
TH2,PM1,0.03,13,146300,4.67367
TH2,PM1,0.03,13,146900,4.68712
TH2,PM1,0.03,13,147500,4.7001
TH2,PM1,0.03,13,148100,4.71263
TH2,PM1,0.03,13,148700,4.72472
TH2,PM1,0.03,13,149300,4.73638
TH2,PM1,0.03,13,149900,4.74761
TH2,PM1,0.03,13,150500,4.75843
TH2,PM1,0.03,13,151100,4.76885
TH2,PM1,0.03,13,151700,4.77888
TH2,PM1,0.03,13,152300,4.78853
TH2,PM1,0.03,13,152900,4.79781
TH2,PM1,0.03,13,153500,4.80674
TH2,PM1,0.03,13,154100,4.81532
TH2,PM1,0.03,13,154700,4.82355
TH2,PM1,0.03,13,155300,4.83147
TH2,PM1,0.03,13,155900,4.83907
TH2,PM1,0.03,13,156500,4.84636
TH2,PM1,0.03,13,157100,4.85335
TH2,PM1,0.03,13,157700,4.86006
TH2,PM1,0.03,13,158300,4.86649
TH2,PM1,0.03,13,158900,4.87266
TH2,PM1,0.03,13,159500,4.87857
TH2,PM1,0.03,13,160100,4.88422
TH2,PM1,0.03,13,160700,4.88964
TH2,PM1,0.03,13,161300,4.89483
TH2,PM1,0.03,13,161900,4.89979
TH2,PM1,0.03,13,162600,4.90531
TH2,PM1,0.03,13,163200,4.90982
TH2,PM1,0.03,13,163800,4.91413
TH2,PM1,0.03,13,164400,4.91825
TH2,PM1,0.03,13,165000,4.92219
TH2,PM1,0.03,13,165600,4.92595
TH2,PM1,0.03,13,166200,4.92955
TH2,PM1,0.03,13,166800,4.93298
TH2,PM1,0.03,13,167400,4.93625
TH2,PM1,0.03,13,168000,4.93938
TH2,PM1,0.03,13,168600,4.94236
TH2,PM1,0.03,13,169200,4.94521
TH2,PM1,0.03,13,169800,4.94792
TH2,PM1,0.03,13,170400,4.95051
TH2,PM1,0.03,13,171000,4.95298
TH2,PM1,0.03,13,171600,4.95533
TH2,PM1,0.03,13,172200,4.95757
TH2,PM1,0.03,13,172800,4.9597
TH2,PM1,0.03,13,173400,4.96173
TH2,PM1,0.03,13,174000,4.96367
TH2,PM1,0.03,13,174600,4.96551
TH2,PM1,0.03,13,175200,4.96727
TH2,PM1,0.03,13,175800,4.96894
TH2,PM1,0.03,13,176400,4.97053
TH2,PM1,0.03,13,177000,4.97204
TH2,PM1,0.03,13,177600,4.97348
TH2,PM1,0.03,13,178200,4.97485
TH2,PM1,0.03,13,178800,4.97614
TH2,PM1,0.03,13,179400,4.97738
TH2,PM1,0.03,13,180000,4.97856
TH2,PM1,0.09,1,0,-5
TH2,PM1,0.09,1,330,-4.98811
TH2,PM1,0.09,1,1230,-4.08887
TH2,PM1,0.09,1,1830,-3.22772
TH2,PM1,0.09,1,2430,-2.53576
TH2,PM1,0.09,1,3330,-1.84074
TH2,PM1,0.09,1,3930,-1.56347
TH2,PM1,0.09,1,4530,-1.40249
TH2,PM1,0.09,1,5430,-1.27974
TH2,PM1,0.09,1,6030,-1.23156
TH2,PM1,0.09,1,6630,-1.19572
TH2,PM1,0.09,1,7530,-1.15495
TH2,PM1,0.09,1,8130,-1.13317
TH2,PM1,0.09,1,8730,-1.11429
TH2,PM1,0.09,1,9630,-1.0899
TH2,PM1,0.09,1,10230,-1.07561
TH2,PM1,0.09,1,11130,-1.05639
TH2,PM1,0.09,1,11730,-1.04477
TH2,PM1,0.09,1,12330,-1.03392
TH2,PM1,0.09,1,13230,-1.01885
TH2,PM1,0.09,1,13830,-1.00948
TH2,PM1,0.09,1,14430,-1.00058
TH2,PM1,0.09,1,15330,-0.987955
TH2,PM1,0.09,1,15930,-0.979963
TH2,PM1,0.09,1,16530,-0.972282
TH2,PM1,0.09,1,17430,-0.961337
TH2,PM1,0.09,1,18030,-0.954325
TH2,PM1,0.09,1,18630,-0.947511
TH2,PM1,0.09,1,19530,-0.937615
TH2,PM1,0.09,1,20130,-0.931203
TH2,PM1,0.09,1,20730,-0.924919
TH2,PM1,0.09,1,21630,-0.915695
TH2,PM1,0.09,1,22230,-0.909656
TH2,PM1,0.09,1,22830,-0.903686
TH2,PM1,0.09,1,23730,-0.895043
TH2,PM1,0.09,1,24330,-0.889354
TH2,PM1,0.09,1,24930,-0.883695
TH2,PM1,0.09,1,25830,-0.875229
TH2,PM1,0.09,1,26430,-0.869577
TH2,PM1,0.09,1,27030,-0.863897
TH2,PM1,0.09,1,27930,-0.855623
TH2,PM1,0.09,1,28530,-0.850081
TH2,PM1,0.09,1,29130,-0.844468
TH2,PM1,0.09,1,30030,-0.83586
TH2,PM1,0.09,1,30630,-0.830125
TH2,PM1,0.09,1,31530,-0.821571
TH2,PM1,0.09,1,32130,-0.815656
TH2,PM1,0.09,1,32730,-0.809516
TH2,PM1,0.09,1,33630,-0.800418
TH2,PM1,0.09,1,34230,-0.794147
TH2,PM1,0.09,1,34830,-0.787518
TH2,PM1,0.09,1,35730,-0.777499
TH2,PM1,0.09,1,36330,-0.770514
TH2,PM1,0.09,1,36930,-0.762909
TH2,PM1,0.09,1,37830,-0.75162
TH2,PM1,0.09,1,38430,-0.743135
TH2,PM1,0.09,1,39030,-0.7345
TH2,PM1,0.09,1,39930,-0.719924
TH2,PM1,0.09,1,40530,-0.709739
TH2,PM1,0.09,1,41130,-0.69778
TH2,PM1,0.09,1,42030,-0.678
TH2,PM1,0.09,1,42630,-0.66201
TH2,PM1,0.09,1,43230,-0.64167
TH2,PM1,0.09,1,44130,-0.602971
TH2,PM1,0.09,1,44730,-0.560795
TH2,PM1,0.09,1,45330,-0.476569
TH2,PM1,0.09,1,46230,2.37518
TH2,PM1,0.09,1,46830,2.70259
TH2,PM1,0.09,1,47430,2.87759
TH2,PM1,0.09,1,48330,3.04234
TH2,PM1,0.09,1,48930,3.12007
TH2,PM1,0.09,1,49530,3.18266
TH2,PM1,0.09,1,50430,3.25736
TH2,PM1,0.09,1,51030,3.29782
TH2,PM1,0.09,1,51630,3.33243
TH2,PM1,0.09,1,52530,3.37443
TH2,PM1,0.09,1,53130,3.39476
TH2,PM1,0.09,1,54030,3.42582
TH2,PM1,0.09,1,54630,3.44749
TH2,PM1,0.09,1,55230,3.47005
TH2,PM1,0.09,1,56130,3.5058
TH2,PM1,0.09,1,56730,3.53115
TH2,PM1,0.09,1,57330,3.55797
TH2,PM1,0.09,1,58230,3.6018
TH2,PM1,0.09,1,58830,3.63423
TH2,PM1,0.09,1,59430,3.67016
TH2,PM1,0.09,1,60330,3.73289
TH2,PM1,0.09,1,60930,3.78228
TH2,PM1,0.09,1,61530,3.83893
TH2,PM1,0.09,1,62430,3.93872
TH2,PM1,0.09,1,63030,4.01491
TH2,PM1,0.09,1,63630,4.09772
TH2,PM1,0.09,1,64530,4.23041
TH2,PM1,0.09,1,65130,4.32113
TH2,PM1,0.09,1,65730,4.41069
TH2,PM1,0.09,1,66630,4.53772
TH2,PM1,0.09,1,67230,4.6147
TH2,PM1,0.09,1,67830,4.68396
TH2,PM1,0.09,1,68730,4.77198
TH2,PM1,0.09,1,69330,4.82
TH2,PM1,0.09,1,69930,4.85994
TH2,PM1,0.09,1,70830,4.90634
TH2,PM1,0.09,1,71430,4.92955
TH2,PM1,0.09,1,72030,4.94767
TH2,PM1,0.09,1,72930,4.96723
TH2,PM1,0.09,1,73530,4.97635
TH2,PM1,0.09,1,74430,4.98579
TH2,PM1,0.09,1,75030,4.99001
TH2,PM1,0.09,1,75630,4.99304
TH2,PM1,0.09,1,76530,4.99602
TH2,PM1,0.09,1,77130,4.99729
TH2,PM1,0.09,1,77730,4.99816
TH2,PM1,0.09,1,78630,4.99899
TH2,PM1,0.09,1,79230,4.99933
TH2,PM1,0.09,1,79830,4.99956
TH2,PM1,0.09,1,80730,4.99977
TH2,PM1,0.09,1,81330,4.99985
TH2,PM1,0.09,1,81930,4.9999
TH2,PM1,0.09,1,82830,4.99995
TH2,PM1,0.09,1,83430,4.99997
TH2,PM1,0.09,1,84030,4.99998
TH2,PM1,0.09,1,84930,4.99999
TH2,PM1,0.09,1,85530,4.99999
TH2,PM1,0.09,1,86130,5
TH2,PM1,0.09,1,87030,5
TH2,PM1,0.09,1,87630,5
TH2,PM1,0.09,1,88230,5
TH2,PM1,0.09,1,89130,5
TH2,PM1,0.09,1,89730,5
TH2,PM1,0.09,1,90330,5
TH2,PM1,0.09,1,91230,5
TH2,PM1,0.09,1,91830,5
TH2,PM1,0.09,1,92430,5
TH2,PM1,0.09,1,93330,5
TH2,PM1,0.09,1,93930,5
TH2,PM1,0.09,1,94830,5
TH2,PM1,0.09,1,95430,5
TH2,PM1,0.09,1,96030,5
TH2,PM1,0.09,1,96930,5
TH2,PM1,0.09,1,97530,5
TH2,PM1,0.09,1,98130,5
TH2,PM1,0.09,1,99030,5
TH2,PM1,0.09,1,99630,5
TH2,PM1,0.09,1,100230,5
TH2,PM1,0.09,1,101130,5
TH2,PM1,0.09,1,101730,5
TH2,PM1,0.09,1,102330,5
TH2,PM1,0.09,1,103230,5
TH2,PM1,0.09,1,103830,5
TH2,PM1,0.09,1,104430,5
TH2,PM1,0.09,1,105330,5
TH2,PM1,0.09,1,105930,5
TH2,PM1,0.09,1,106530,5
TH2,PM1,0.09,1,107430,5
TH2,PM1,0.09,1,108030,5
TH2,PM1,0.09,1,108630,5
TH2,PM1,0.09,1,109530,5
TH2,PM1,0.09,1,110130,5
TH2,PM1,0.09,1,110730,5
TH2,PM1,0.09,1,111630,5
