k,l,n,r,RMSE1,MAE1,PBias1,KGE1,RMSE2,MAE2,PBias2,KGE2,RMSE3,MAE3,PBias3,KGE3,c
1e-13,8.0,,,1.9357490219358533,1.5347923465896613,10.088391974601722,-1.9106003010232704,1.8303879539344456,1.462993313737063,10.489743135356795,-2.337634679378617,1.858051349751526,1.560592422393453,11.631329513301559,-2.4646292593295174,
1e-11,8.0,,,1.9357490219358533,1.5347923465896613,10.088391974601722,-1.9106003010232704,1.8303879539344456,1.462993313737063,10.489743135356795,-2.337634679378617,1.858051349751526,1.560592422393453,11.631329513301559,-2.4646292593295174,
