   115          0.50        157.95     62062.400       164.270          5.00
   116          0.50        157.85     63044.400       164.270          5.00
   117          0.50        157.75     64026.400       164.270          5.00
   118          0.50        157.65     65008.400       164.270          5.00
   119          0.50        157.55     65990.400       164.270          5.00
   120          0.50        157.45     66972.400       164.270          5.00
   121          0.50        157.35     67954.400       164.270          5.00
   122          0.50        157.25     68936.400       164.270          5.00
   123          0.50        157.15     69918.400       164.270          5.00
   124          0.50        157.05     70900.400       164.270          5.00
   125          0.50        156.95     71882.400       164.270          5.00
   126          0.50        156.85     72864.400       164.270          5.00
   127          0.50        156.75     73846.400       164.270          5.00
   128          0.50        156.65     74828.400       164.270          5.00
   129          0.50        156.55     75810.400       164.270          5.00
   130          0.50        156.45     76792.400       164.270          5.00
   131          0.50        156.35     77774.400       164.270          5.00
   132          0.50        156.25     78756.400       164.270          5.00
   133          0.50        156.15     79738.400       164.270          5.00
   134          0.50        156.05     80720.400       164.270          5.00
   135          0.50        155.95     81702.400       164.270          5.00
   136          0.50        155.85     82684.400       164.270          5.00
   137          0.50        155.75     83666.400       164.270          5.00
   138          0.50        155.65     84648.400       164.270          5.00
   139          0.50        155.55     85630.400       164.270          5.00
   140          0.50        155.45     86612.400       164.270          5.00
   141          0.50        155.35     87594.400       164.270          5.00
   142          0.50        155.25     88576.400       164.270          5.00
   143          0.50        155.15     89558.400       164.270          5.00
   144          0.50        155.05     90540.400       164.270          5.00
   145          0.50        154.95     91522.400       164.270          5.00
   146          0.50        154.85     92504.400       164.270          5.00
   147          0.50        154.75     93486.400       164.270          5.00
   148          0.50        154.65     94468.400       164.270          5.00
   149          0.50        154.55     95450.400       164.270          5.00
   150          0.50        154.45     96432.400       164.270          5.00
