1 0.5 -0.004999999999999727
2 0.5 -0.014999999999999736
3 0.5 -0.024999999999999745
4 0.5 -0.034999999999999754
5 0.5 -0.04499999999999976
6 0.5 -0.05499999999999977
7 0.5 -0.06499999999999978
8 0.5 -0.07499999999999979
9 0.5 -0.0849999999999998
10 0.5 -0.0949999999999998
11 0.5 -0.10499999999999982
12 0.5 -0.11499999999999982
13 0.5 -0.12499999999999983
14 0.5 -0.13499999999999984
15 0.5 -0.14499999999999985
16 0.5 -0.15499999999999986
17 0.5 -0.16499999999999987
18 0.5 -0.17499999999999988
19 0.5 -0.1849999999999999
20 0.5 -0.1949999999999999
21 0.5 -0.2049999999999999
22 0.5 -0.2149999999999999
23 0.5 -0.22499999999999992
24 0.5 -0.23499999999999993
25 0.5 -0.24499999999999994
26 0.5 -0.25499999999999995
27 0.5 -0.26499999999999996
28 0.5 -0.27499999999999997
29 0.5 -0.285
30 0.5 -0.295
