#,dates,pressure_differential_m,temperature_stream_C
1,05/11/2016 19:30:00,-0.017745784,10.977
2,05/11/2016 19:45:00,-0.017525077,10.977
3,05/11/2016 20:00:00,-0.017867414,10.952
4,05/11/2016 20:15:00,-0.017977767,10.952
5,05/11/2016 20:30:00,-0.017547179,10.928
6,05/11/2016 20:45:00,-0.017657533,10.928
7,05/11/2016 21:00:00,-0.017558456,10.903
8,05/11/2016 21:15:00,-0.017900341,10.879
9,05/11/2016 21:30:00,-0.017580558,10.854
10,05/11/2016 21:45:00,-0.017591835,10.829
11,05/11/2016 22:00:00,-0.018928708,10.805
12,05/11/2016 22:15:00,-0.017834643,10.78
13,05/11/2016 22:30:00,-0.017944997,10.78
14,05/11/2016 22:45:00,-0.017845469,10.756
15,05/11/2016 23:00:00,-0.018077452,10.731
16,05/11/2016 23:15:00,-0.017525686,10.731
17,05/11/2016 23:30:00,-0.017426609,10.706
18,05/11/2016 23:45:00,-0.017437435,10.682
19,06/11/2016 00:00:00,-0.017559065,10.657
20,06/11/2016 00:15:00,-0.018122107,10.632
21,06/11/2016 00:30:00,-0.017581167,10.608
22,06/11/2016 00:45:00,-0.017702797,10.583
23,06/11/2016 01:00:00,-0.01760372,10.558
24,06/11/2016 01:15:00,-0.017493367,10.558
25,06/11/2016 01:30:00,-0.017393839,10.534
26,06/11/2016 01:45:00,-0.017405116,10.509
27,06/11/2016 02:00:00,-0.01840912,10.485
28,06/11/2016 02:15:00,-0.017537571,10.46
29,06/11/2016 02:30:00,-0.017548848,10.435
30,06/11/2016 02:45:00,-0.017659201,10.435
31,06/11/2016 03:00:00,-0.017670478,10.41
32,06/11/2016 03:15:00,-0.01757095,10.386
33,06/11/2016 03:30:00,-0.017582226,10.361
34,06/11/2016 03:45:00,-0.017703856,10.336
35,06/11/2016 04:00:00,-0.017493975,10.312
36,06/11/2016 04:15:00,-0.017505252,10.287
37,06/11/2016 04:30:00,-0.018057018,10.287
38,06/11/2016 04:45:00,-0.017626882,10.262
39,06/11/2016 05:00:00,-0.018189473,10.238
40,06/11/2016 05:15:00,-0.017329201,10.188
41,06/11/2016 05:30:00,-0.017450831,10.163
42,06/11/2016 05:45:00,-0.017903069,10.139
43,06/11/2016 06:00:00,-0.017815269,10.089
44,06/11/2016 06:15:00,-0.017385133,10.064
45,06/11/2016 06:30:00,-0.017616665,10.04
46,06/11/2016 06:45:00,-0.017528865,9.99
47,06/11/2016 07:00:00,-0.017429788,9.965
48,06/11/2016 07:15:00,-0.017540141,9.965
49,06/11/2016 07:30:00,-0.01733026,9.941
50,06/11/2016 07:45:00,-0.017672597,9.916
51,06/11/2016 08:00:00,-0.017132107,9.891
52,06/11/2016 08:15:00,-0.01748572,9.841
53,06/11/2016 08:30:00,-0.017165486,9.817
54,06/11/2016 08:45:00,-0.017717252,9.817
55,06/11/2016 09:00:00,-0.017838882,9.792
56,06/11/2016 09:15:00,-0.017066409,9.792
57,06/11/2016 09:30:00,-0.017199316,9.742
58,06/11/2016 09:45:00,-0.017088963,9.742
59,06/11/2016 10:00:00,-0.017541652,9.717
60,06/11/2016 10:15:00,-0.017210592,9.717
61,06/11/2016 10:30:00,-0.017552478,9.693
62,06/11/2016 10:45:00,-0.017100239,9.717
63,06/11/2016 11:00:00,-0.016890358,9.693
