dates,VMolo,deltaP,TempMolo,Temp1,Temp2,Temp3,Temp4
2022-04-14 13:45:00,1.01682,0.20505729787261764,13.778,13.124,12.467,12.022,11.821
2022-04-14 14:00:00,1.04383,0.17805269761708156,13.66,13.081,12.388,11.91,11.686
2022-04-14 14:15:00,1.03117,0.19044028775542254,13.595,13.064,12.37,11.874,11.637
2022-04-14 14:30:00,1.0412,0.1803827240289627,13.538,13.052,12.37,11.862,11.616
2022-04-14 14:45:00,1.02647,0.19465810187828989,13.401,13.038,12.378,11.859,11.605
2022-04-14 15:00:00,1.06188,0.15935320432515793,13.29,13.014,12.387,11.863,11.602
2022-04-14 15:15:00,1.06546,0.15557570889174177,13.186,12.978,12.394,11.869,11.604
2022-04-14 15:30:00,1.06676,0.15393427923102881,13.028,12.939,12.4,11.878,11.607
2022-04-14 15:45:00,1.07824,0.142230352298501,12.877,12.888,12.403,11.886,11.611
2022-04-14 16:00:00,1.05875,0.16113961717518865,12.705,12.826,12.402,11.895,11.619
2022-04-14 16:15:00,1.07443,0.14536068965882948,12.591,12.76,12.397,11.903,11.625
2022-04-14 16:30:00,1.08988,0.12995527181743138,12.542,12.69,12.39,11.91,11.633
2022-04-14 16:45:00,1.09033,0.12949406924320997,12.535,12.637,12.378,11.916,11.64
2022-04-14 17:00:00,1.08511,0.1346551394901443,12.532,12.595,12.363,11.921,11.646
2022-04-14 17:15:00,1.08362,0.13613696914602294,12.535,12.564,12.346,11.924,11.654
2022-04-14 17:30:00,1.07961,0.1400889232813834,12.527,12.538,12.331,11.924,11.66
2022-04-14 17:45:00,1.07774,0.1418774129313415,12.499,12.515,12.316,11.925,11.666
2022-04-14 18:00:00,1.06359,0.1557894540161388,12.456,12.493,12.302,11.924,11.671
2022-04-14 18:15:00,1.06523,0.15409631403947613,12.425,12.467,12.289,11.922,11.675
2022-04-14 18:30:00,1.07958,0.1399571110219167,12.455,12.443,12.276,11.921,11.68
2022-04-14 18:45:00,1.09602,0.12393948222931962,12.57,12.435,12.264,11.918,11.683
2022-04-14 19:00:00,1.0782,0.1419357116507584,12.728,12.447,12.252,11.915,11.686
2022-04-14 19:15:00,1.06619,0.15413741986577098,12.867,12.477,12.243,11.912,11.689
2022-04-14 19:30:00,1.07088,0.1497949121935654,13.001,12.52,12.236,11.909,11.69
2022-04-14 19:45:00,1.05207,0.1686523506322112,13.106,12.567,12.234,11.906,11.692
2022-04-14 20:00:00,1.05329,0.16767560290932998,13.209,12.634,12.236,11.903,11.693
2022-04-14 20:15:00,1.0198,0.20100118758657493,13.285,12.699,12.243,11.901,11.695
2022-04-14 20:30:00,1.03311,0.18805085358716478,13.386,12.745,12.254,11.901,11.695
2022-04-14 20:45:00,1.04913,0.17245351124012398,13.503,12.797,12.267,11.901,11.696
2022-04-14 21:00:00,1.02747,0.1941840438313478,13.631,12.855,12.283,11.904,11.698
2022-04-14 21:15:00,1.04494,0.1772117686024459,13.775,12.918,12.301,11.907,11.699
2022-04-14 21:30:00,1.03204,0.19021606390087156,13.879,12.98,12.322,11.913,11.702
2022-04-14 21:45:00,1.0312,0.1912360948575758,13.963,13.044,12.344,11.919,11.705
2022-04-14 22:00:00,1.02968,0.19285754257819446,14.015,13.12,12.372,11.927,11.709
2022-04-14 22:15:00,1.02129,0.20128253342512836,14.068,13.18,12.4,11.936,11.712
2022-04-14 22:30:00,1.03216,0.19057507100224577,14.092,13.24,12.432,11.948,11.718
2022-04-14 22:45:00,1.03792,0.18490631947297145,14.107,13.293,12.464,11.96,11.722
2022-04-14 23:00:00,1.02399,0.19866337088391225,14.092,13.323,12.493,11.974,11.728
2022-04-14 23:15:00,1.02827,0.19436111739712664,14.063,13.351,12.523,11.987,11.736
2022-04-14 23:30:00,0.99123,0.23097014976350522,14.036,13.377,12.551,12.004,11.743
2022-04-14 23:45:00,1.03445,0.1881262697440029,14.011,13.391,12.579,12.019,11.751
2022-04-15 00:00:00,1.04414,0.1784726027872152,13.984,13.406,12.603,12.036,11.76
2022-04-15 00:15:00,1.03899,0.183530724647865,13.966,13.413,12.625,12.051,11.769
2022-04-15 00:30:00,1.01102,0.2111671868230726,13.942,13.419,12.647,12.068,11.778
2022-04-15 00:45:00,1.04791,0.174614682195906,13.928,13.418,12.663,12.083,11.789
2022-04-15 01:00:00,1.05112,0.17148164675879696,13.948,13.416,12.68,12.098,11.8
2022-04-15 01:15:00,1.04837,0.17425125446118397,13.969,13.424,12.695,12.113,11.81
2022-04-15 01:30:00,1.0288,0.1936188245002741,13.966,13.433,12.707,12.128,11.821
2022-04-15 01:45:00,1.03262,0.1898325381039627,13.964,13.434,12.72,12.142,11.831
2022-04-15 02:00:00,1.02251,0.19982797860261103,13.958,13.439,12.733,12.155,11.842
2022-04-15 02:15:00,1.0433,0.17925036535537156,13.96,13.445,12.743,12.168,11.853
2022-04-15 02:30:00,1.02522,0.19717199735170102,13.97,13.452,12.755,12.18,11.862
2022-04-15 02:45:00,1.02941,0.19301492450910926,13.966,13.458,12.767,12.192,11.872
2022-04-15 03:00:00,1.02186,0.20044455988335794,13.946,13.455,12.776,12.204,11.883
2022-04-15 03:15:00,1.03696,0.185432749779108,13.918,13.451,12.784,12.214,11.892
2022-04-15 03:30:00,1.02716,0.19508091221748836,13.894,13.446,12.793,12.225,11.903
2022-04-15 03:45:00,1.0441,0.17828339375300734,13.882,13.442,12.8,12.236,11.912
2022-04-15 04:00:00,1.05165,0.17077524547506262,13.867,13.434,12.808,12.246,11.921
2022-04-15 04:15:00,1.02918,0.19297568063321122,13.847,13.43,12.814,12.257,11.931
2022-04-15 04:30:00,1.056,0.16636107069871295,13.819,13.43,12.821,12.266,11.94
2022-04-15 04:45:00,1.03304,0.1890376329464849,13.795,13.425,12.828,12.275,11.95
2022-04-15 05:00:00,1.04162,0.18048286597361995,13.768,13.418,12.832,12.284,11.959
2022-04-15 05:15:00,1.05062,0.17148089384535986,13.727,13.403,12.835,12.293,11.968
2022-04-15 05:30:00,1.04517,0.17678890795944704,13.688,13.389,12.84,12.301,11.975
2022-04-15 05:45:00,1.04715,0.17475468153606882,13.655,13.377,12.843,12.308,11.984
2022-04-15 06:00:00,1.05165,0.17023238482664974,13.625,13.364,12.846,12.316,11.993
2022-04-15 06:15:00,1.05444,0.1674097177699229,13.598,13.344,12.847,12.323,12.001
2022-04-15 06:30:00,1.01793,0.20350302304725762,13.575,13.327,12.846,12.329,12.009
2022-04-15 06:45:00,1.02708,0.19438395608264855,13.548,13.314,12.844,12.334,12.016
2022-04-15 07:00:00,1.06008,0.16163993010856173,13.515,13.299,12.844,12.34,12.024
2022-04-15 07:15:00,1.06302,0.15861941208596972,13.466,13.282,12.843,12.344,12.03
2022-04-15 07:30:00,1.05951,0.16199336687323637,13.421,13.26,12.838,12.349,12.037
2022-04-15 07:45:00,1.02262,0.19845389924178736,13.394,13.239,12.835,12.352,12.043
2022-04-15 08:00:00,1.0618,0.15960064626049073,13.365,13.218,12.831,12.355,12.05
2022-04-15 08:15:00,1.061,0.16042629463620198,13.38,13.201,12.826,12.358,12.054
2022-04-15 08:30:00,1.06123,0.1602120539944527,13.386,13.188,12.82,12.361,12.06
2022-04-15 08:45:00,1.05749,0.1639550320050407,13.404,13.181,12.814,12.363,12.066
2022-04-15 09:00:00,1.03006,0.19117802838234335,13.434,13.178,12.809,12.364,12.071
2022-04-15 09:15:00,1.03227,0.1890910735762478,13.479,13.18,12.805,12.366,12.075
2022-04-15 09:30:00,1.04528,0.17634576731387683,13.539,13.188,12.8,12.366,12.08
2022-04-15 09:45:00,1.0589,0.16302796622181948,13.613,13.204,12.799,12.367,12.083
2022-04-15 10:00:00,1.0473,0.1747048834743165,13.699,13.225,12.797,12.367,12.087
2022-04-15 10:15:00,1.056,0.16630723327903563,13.795,13.255,12.799,12.369,12.09
2022-04-15 10:30:00,1.00332,0.21864437703325368,13.877,13.293,12.803,12.369,12.093
2022-04-15 10:45:00,1.03849,0.18403918399554248,13.972,13.329,12.809,12.372,12.096
2022-04-15 11:00:00,1.01869,0.2038767224198491,14.077,13.377,12.818,12.373,12.099
2022-04-15 11:15:00,1.00023,0.22235401247626596,14.167,13.433,12.831,12.376,12.102
2022-04-15 11:30:00,1.02407,0.19895654637117222,14.258,13.49,12.844,12.381,12.107
2022-04-15 11:45:00,1.02449,0.19872469089448652,14.34,13.539,12.861,12.387,12.11
2022-04-15 12:00:00,0.9966,0.22650851887866114,14.417,13.592,12.88,12.393,12.115
2022-04-15 12:15:00,1.02075,0.20275480181002015,14.486,13.646,12.901,12.4,12.119
2022-04-15 12:30:00,1.01919,0.20437098501366155,14.518,13.693,12.924,12.409,12.124
2022-04-15 12:45:00,0.99004,0.2330993774939019,14.46,13.735,12.948,12.419,12.13
2022-04-15 13:00:00,1.00832,0.21481374678979726,14.376,13.756,12.972,12.429,12.136
2022-04-15 13:15:00,1.02056,0.20262660696666407,14.345,13.76,12.996,12.441,12.142
2022-04-15 13:30:00,0.99981,0.22316910666612272,14.345,13.759,13.017,12.453,12.148
2022-04-15 13:45:00,1.00374,0.2192941093037836,14.352,13.757,13.035,12.467,12.155
2022-04-15 14:00:00,1.01061,0.21249953908074778,14.355,13.762,13.052,12.479,12.165
2022-04-15 14:15:00,1.00046,0.222451580223481,14.312,13.772,13.069,12.493,12.172
2022-04-15 14:30:00,1.0407,0.18246817112802113,14.247,13.783,13.084,12.505,12.181
2022-04-15 14:45:00,1.01534,0.20746465269553455,14.198,13.775,13.097,12.517,12.19
2022-04-15 15:00:00,1.03346,0.18934863811821187,14.119,13.76,13.111,12.529,12.199
2022-04-15 15:15:00,1.03304,0.1896118987563762,14.051,13.741,13.121,12.541,12.208
2022-04-15 15:30:00,1.0285,0.1940638774000415,14.032,13.718,13.127,12.551,12.217
2022-04-15 15:45:00,1.02579,0.1967221018767712,14.021,13.7,13.132,12.562,12.227
2022-04-15 16:00:00,1.028,0.19448036448910336,13.997,13.684,13.135,12.573,12.236
2022-04-15 16:15:00,1.00809,0.2141105080712126,13.961,13.67,13.136,12.58,12.243
2022-04-15 16:30:00,1.0441,0.17824974536570903,13.867,13.652,13.138,12.589,12.252
2022-04-15 16:45:00,1.06382,0.1585138391984427,13.772,13.626,13.138,12.597,12.261
2022-04-15 17:00:00,1.05558,0.166514413271703,13.702,13.593,13.136,12.603,12.269
2022-04-15 17:15:00,1.07145,0.15063935801671088,13.629,13.557,13.133,12.609,12.276
2022-04-15 17:30:00,1.06966,0.15226116186085217,13.562,13.521,13.127,12.613,12.284
2022-04-15 17:45:00,1.04887,0.17268174930069974,13.49,13.484,13.12,12.618,12.292
2022-04-15 18:00:00,1.06889,0.15266903217015737,13.404,13.445,13.112,12.621,12.298
2022-04-15 18:15:00,1.06439,0.15690419597463082,13.306,13.403,13.1,12.624,12.304
2022-04-15 18:30:00,1.05989,0.16118871074714156,13.23,13.354,13.088,12.625,12.31
2022-04-15 18:45:00,1.07576,0.1453988980733052,13.195,13.308,13.075,12.625,12.314
2022-04-15 19:00:00,1.07221,0.14895377608664528,13.213,13.267,13.06,12.625,12.319
2022-04-15 19:15:00,1.02502,0.19584011733964082,13.288,13.237,13.041,12.624,12.323
2022-04-15 19:30:00,1.06138,0.1601375804486814,13.419,13.227,13.025,12.621,12.326
2022-04-15 19:45:00,1.04227,0.17937053178667806,13.559,13.236,13.01,12.618,12.329
2022-04-15 20:00:00,1.03792,0.1840112723708362,13.708,13.261,12.996,12.613,12.332
2022-04-15 20:15:00,1.02319,0.19885194312677512,13.823,13.3,12.987,12.609,12.334
2022-04-15 20:30:00,1.05154,0.171034441603402,13.934,13.347,12.984,12.606,12.335
2022-04-15 20:45:00,1.02777,0.19475965867962938,14.02,13.395,12.984,12.601,12.337
2022-04-15 21:00:00,1.04234,0.18052603308535067,14.105,13.442,12.99,12.6,12.338
2022-04-15 21:15:00,1.03517,0.18781052072455176,14.188,13.487,12.998,12.598,12.338
2022-04-15 21:30:00,1.0267,0.19635508963508486,14.259,13.536,13.01,12.598,12.338
2022-04-15 21:45:00,1.01492,0.20817880172349612,14.331,13.589,13.025,12.6,12.34
2022-04-15 22:00:00,1.01732,0.20598450304966864,14.412,13.637,13.041,12.601,12.341
2022-04-15 22:15:00,0.99229,0.2309391743010873,14.49,13.685,13.058,12.606,12.343
2022-04-15 22:30:00,1.00614,0.21740264611564086,14.568,13.733,13.078,12.612,12.346
2022-04-15 22:45:00,1.01392,0.2098238236484197,14.623,13.781,13.099,12.618,12.349
2022-04-15 23:00:00,0.99283,0.23079489560156916,14.664,13.828,13.12,12.625,12.352
2022-04-15 23:15:00,1.0219,0.20208737924885314,14.696,13.871,13.144,12.634,12.357
2022-04-15 23:30:00,1.02766,0.19643657352613794,14.719,13.907,13.166,12.644,12.361
2022-04-15 23:45:00,1.03582,0.1883940652574449,14.735,13.939,13.191,12.654,12.366
2022-04-16 00:00:00,0.99176,0.23206505881314088,14.758,13.969,13.215,12.666,12.372
2022-04-16 00:15:00,1.00263,0.22135983961607827,14.783,13.996,13.236,12.678,12.378
2022-04-16 00:30:00,1.01102,0.21310533393145573,14.806,14.023,13.258,12.69,12.384
2022-04-16 00:45:00,1.0209,0.20338021472005408,14.831,14.05,13.281,12.704,12.391
2022-04-16 01:00:00,1.0135,0.21075107912927063,14.851,14.075,13.3,12.717,12.399
2022-04-16 01:15:00,1.00332,0.22087414349822226,14.871,14.099,13.321,12.73,12.408
2022-04-16 01:30:00,0.99069,0.23339130267020972,14.877,14.12,13.341,12.743,12.416
2022-04-16 01:45:00,0.98867,0.2354090484475112,14.885,14.14,13.36,12.757,12.425
2022-04-16 02:00:00,1.00389,0.22034797834541622,14.888,14.158,13.38,12.772,12.434
2022-04-16 02:15:00,1.01881,0.20556596243241684,14.883,14.174,13.4,12.785,12.443
2022-04-16 02:30:00,1.00031,0.22388096216446426,14.883,14.189,13.418,12.799,12.452
2022-04-16 02:45:00,0.97723,0.24671445924943625,14.876,14.201,13.436,12.812,12.462
2022-04-16 03:00:00,1.00278,0.221406500264581,14.87,14.211,13.452,12.826,12.471
2022-04-16 03:15:00,1.01682,0.20749568433883578,14.865,14.219,13.467,12.84,12.482
2022-04-16 03:30:00,0.96368,0.2600840945367814,14.856,14.225,13.481,12.853,12.491
2022-04-16 03:45:00,1.02003,0.20427516309475133,14.846,14.231,13.496,12.865,12.502
2022-04-16 04:00:00,1.02399,0.2003278444422691,14.834,14.237,13.509,12.879,12.512
2022-04-16 04:15:00,0.99313,0.23085232528545663,14.822,14.241,13.521,12.891,12.523
2022-04-16 04:30:00,1.01137,0.21275210425906532,14.803,14.243,13.532,12.903,12.532
2022-04-16 04:45:00,1.03544,0.18886896718801618,14.779,14.246,13.544,12.915,12.542
2022-04-16 05:00:00,1.02346,0.20067532959482134,14.755,14.243,13.553,12.927,12.553
2022-04-16 05:15:00,1.00332,0.22056233510925785,14.732,14.24,13.562,12.938,12.562
2022-04-16 05:30:00,1.01545,0.20849755463945058,14.707,14.232,13.568,12.948,12.573
2022-04-16 05:45:00,1.04116,0.18298184468887527,14.679,14.226,13.575,12.959,12.582
2022-04-16 06:00:00,0.99832,0.2253149311646881,14.644,14.22,13.583,12.968,12.591
2022-04-16 06:15:00,1.0314,0.19248946196593994,14.61,14.21,13.587,12.977,12.601
2022-04-16 06:30:00,1.0407,0.18319048984202504,14.569,14.197,13.592,12.986,12.61
2022-04-16 06:45:00,0.98707,0.2361967032582768,14.53,14.183,13.593,12.995,12.619
2022-04-16 07:00:00,1.03807,0.1856237046416208,14.493,14.165,13.595,13.002,12.627
2022-04-16 07:15:00,1.03937,0.1842559485309342,14.457,14.147,13.596,13.01,12.636
2022-04-16 07:30:00,1.03021,0.19326378130112432,14.43,14.129,13.595,13.016,12.644
2022-04-16 07:45:00,1.02174,0.20161543279114705,14.415,14.113,13.595,13.022,12.653
2022-04-16 08:00:00,1.0425,0.18104284405945428,14.406,14.099,13.593,13.028,12.66
2022-04-16 08:15:00,1.00923,0.2139711706742947,14.402,14.087,13.59,13.032,12.666
2022-04-16 08:30:00,0.99737,0.22573948921235423,14.414,14.078,13.589,13.037,12.674
2022-04-16 08:45:00,1.04406,0.17959041634066472,14.447,14.074,13.586,13.041,12.68
2022-04-16 09:00:00,0.99607,0.2272149201623957,14.498,14.075,13.583,13.044,12.687
2022-04-16 09:15:00,1.0222,0.20149203021915324,14.563,14.084,13.583,13.048,12.693
2022-04-16 09:30:00,1.02548,0.19839063994495318,14.628,14.102,13.583,13.051,12.699
2022-04-16 09:45:00,1.01926,0.2047391140495537,14.713,14.125,13.584,13.054,12.704
2022-04-16 10:00:00,0.98505,0.23878422839382993,14.792,14.149,13.589,13.057,12.71
2022-04-16 10:15:00,1.01583,0.20848027077613662,14.867,14.18,13.592,13.06,12.714
2022-04-16 10:30:00,1.005,0.21939937449142596,14.955,14.214,13.599,13.064,12.719
2022-04-16 10:45:00,0.99897,0.2255911537602567,15.054,14.255,13.61,13.069,12.723
2022-04-16 11:00:00,1.00782,0.2170337874380492,15.145,14.295,13.623,13.073,12.73
2022-04-16 11:15:00,1.01389,0.21121067526901735,15.228,14.34,13.637,13.079,12.734
2022-04-16 11:30:00,1.01129,0.21396637652277004,15.309,14.39,13.655,13.085,12.74
2022-04-16 11:45:00,0.98547,0.23967847227872774,15.376,14.438,13.673,13.093,12.745
2022-04-16 12:00:00,0.99805,0.22733194730028997,15.424,14.484,13.693,13.102,12.751
2022-04-16 12:15:00,1.00042,0.2251202408838101,15.484,14.53,13.715,13.111,12.757
2022-04-16 12:30:00,0.96792,0.2573221591229215,15.496,14.574,13.739,13.121,12.763
2022-04-16 12:45:00,0.99813,0.2274860427867171,15.528,14.614,13.763,13.133,12.77
2022-04-16 13:00:00,1.00889,0.21687402100732198,15.546,14.649,13.787,13.145,12.778
2022-04-16 13:15:00,1.01213,0.2136910965382688,15.557,14.68,13.813,13.159,12.785
2022-04-16 13:30:00,0.97265,0.25277853919226345,15.558,14.707,13.835,13.172,12.793
2022-04-16 13:45:00,1.01694,0.20894265596285563,15.563,14.729,13.859,13.186,12.802
2022-04-16 14:00:00,0.99878,0.22695470408712606,15.578,14.749,13.882,13.201,12.812
2022-04-16 14:15:00,0.99004,0.23564992525111444,15.597,14.767,13.904,13.216,12.821
2022-04-16 14:30:00,0.97784,0.2477458708809697,15.605,14.783,13.924,13.231,12.832
2022-04-16 14:45:00,1.01595,0.21000575530385254,15.6,14.8,13.945,13.246,12.841
2022-04-16 15:00:00,1.00755,0.21829259324652908,15.587,14.813,13.963,13.261,12.853
2022-04-16 15:15:00,0.99641,0.22926062598804112,15.56,14.827,13.982,13.276,12.864
2022-04-16 15:30:00,1.01133,0.21440009717134567,15.52,14.836,13.999,13.291,12.874
2022-04-16 15:45:00,1.0198,0.20594077084196807,15.487,14.837,14.015,13.305,12.886
2022-04-16 16:00:00,1.01335,0.21225897397395033,15.457,14.834,14.03,13.32,12.897
2022-04-16 16:15:00,1.02827,0.1973917154797952,15.414,14.83,14.042,13.333,12.909
2022-04-16 16:30:00,1.02384,0.20162487605987886,15.346,14.824,14.054,13.347,12.919
2022-04-16 16:45:00,1.02388,0.20132730509117147,15.231,14.81,14.063,13.36,12.932
2022-04-16 17:00:00,1.04994,0.17519142159563889,15.081,14.788,14.072,13.373,12.942
2022-04-16 17:15:00,1.05272,0.17217452098915748,14.963,14.752,14.08,13.385,12.953
2022-04-16 17:30:00,1.05596,0.1688592461967308,14.915,14.707,14.081,13.395,12.963
2022-04-16 17:45:00,1.0222,0.2024252121602266,14.979,14.668,14.081,13.406,12.975
2022-04-16 18:00:00,1.04185,0.1832498724465017,15.103,14.646,14.078,13.415,12.986
2022-04-16 18:15:00,1.04791,0.17747928156790285,15.205,14.644,14.071,13.422,12.995
2022-04-16 18:30:00,1.02861,0.1967186316117365,15.264,14.658,14.066,13.428,13.004
2022-04-16 18:45:00,1.03559,0.18981964784193364,15.269,14.674,14.063,13.434,13.011
2022-04-16 19:00:00,1.03258,0.19272552134628082,15.236,14.689,14.063,13.439,13.02
2022-04-16 19:15:00,1.04635,0.1790124654162086,15.2,14.695,14.065,13.443,13.028
2022-04-16 19:30:00,1.04131,0.18394822792353216,15.176,14.694,14.069,13.448,13.035
2022-04-16 19:45:00,1.02663,0.1984208606137713,15.149,14.691,14.072,13.454,13.041
2022-04-16 20:00:00,1.04879,0.17641292093431846,15.118,14.685,14.075,13.458,13.049
2022-04-16 20:15:00,1.06115,0.16410025143546336,15.084,14.676,14.078,13.463,13.055
2022-04-16 20:30:00,1.04818,0.17691363253776843,15.072,14.665,14.081,13.469,13.063
2022-04-16 20:45:00,1.0486,0.17651353512459095,15.079,14.655,14.081,13.473,13.069
2022-04-16 21:00:00,1.05966,0.16561572947864034,15.102,14.649,14.083,13.479,13.076
2022-04-16 21:15:00,1.03983,0.1852900504820021,15.121,14.647,14.083,13.484,13.082
2022-04-16 21:30:00,1.03895,0.18625770917951143,15.164,14.65,14.084,13.488,13.088
2022-04-16 21:45:00,1.05169,0.17376400033249056,15.217,14.658,14.084,13.493,13.094
2022-04-16 22:00:00,1.05974,0.1658909591593414,15.26,14.671,14.086,13.496,13.1
2022-04-16 22:15:00,1.0473,0.1782895583344974,15.297,14.686,14.089,13.5,13.106
2022-04-16 22:30:00,1.05192,0.17378754162764942,15.329,14.704,14.093,13.503,13.111
2022-04-16 22:45:00,1.0433,0.1823774221482953,15.354,14.722,14.099,13.508,13.117
2022-04-16 23:00:00,1.01614,0.2093219024004092,15.379,14.738,14.105,13.512,13.123
2022-04-16 23:15:00,1.04795,0.17786140802262107,15.393,14.755,14.113,13.517,13.127
2022-04-16 23:30:00,1.04017,0.1855770672648554,15.399,14.77,14.122,13.523,13.133
2022-04-16 23:45:00,1.02129,0.20427051021721906,15.4,14.785,14.131,13.529,13.139
2022-04-17 00:00:00,1.04692,0.17889681058844184,15.4,14.795,14.138,13.535,13.144
2022-04-17 00:15:00,1.04253,0.1832429105248576,15.4,14.804,14.147,13.541,13.15
2022-04-17 00:30:00,1.03277,0.19292549941587353,15.409,14.813,14.156,13.547,13.156
2022-04-17 00:45:00,1.03994,0.18585411822956177,15.421,14.822,14.165,13.554,13.162
2022-04-17 01:00:00,1.04784,0.17804657769890395,15.427,14.833,14.174,13.56,13.168
2022-04-17 01:15:00,1.02976,0.19593007485629554,15.42,14.843,14.183,13.568,13.174
2022-04-17 01:30:00,1.03685,0.18889751560406723,15.414,14.852,14.191,13.574,13.18
2022-04-17 01:45:00,1.05669,0.16921105137503056,15.394,14.856,14.198,13.581,13.186
2022-04-17 02:00:00,1.03716,0.18849640012412192,15.372,14.861,14.207,13.589,13.194
2022-04-17 02:15:00,1.04574,0.17993041702215773,15.34,14.861,14.214,13.595,13.2
2022-04-17 02:30:00,1.05978,0.16595230432181587,15.305,14.856,14.222,13.602,13.206
2022-04-17 02:45:00,1.01709,0.20814137725144086,15.272,14.851,14.228,13.61,13.213
2022-04-17 03:00:00,1.03563,0.18972621042283586,15.245,14.839,14.232,13.616,13.219
2022-04-17 03:15:00,1.04845,0.1769603841564632,15.212,14.828,14.235,13.623,13.225
2022-04-17 03:30:00,1.01534,0.20965628432156502,15.175,14.813,14.237,13.629,13.233
2022-04-17 03:45:00,1.0626,0.1627903721023788,15.14,14.801,14.238,13.635,13.239
2022-04-17 04:00:00,1.03979,0.18528029951338526,15.099,14.786,14.24,13.64,13.246
2022-04-17 04:15:00,1.0444,0.18063564345064018,15.063,14.768,14.238,13.645,13.251
2022-04-17 04:30:00,1.051,0.17400967128761868,15.022,14.752,14.237,13.649,13.257
2022-04-17 04:45:00,1.05333,0.1716177287402103,14.984,14.731,14.234,13.654,13.263
2022-04-17 05:00:00,1.04131,0.1834233130816784,14.942,14.711,14.231,13.657,13.269
2022-04-17 05:15:00,1.04673,0.17796554090156588,14.901,14.691,14.226,13.66,13.273
2022-04-17 05:30:00,1.04753,0.17708381188035743,14.861,14.67,14.22,13.663,13.279
2022-04-17 05:45:00,1.06424,0.16045342631540804,14.822,14.647,14.216,13.664,13.284
2022-04-17 06:00:00,1.05268,0.17181482679263815,14.785,14.625,14.208,13.666,13.288
2022-04-17 06:15:00,1.06275,0.16176477080897522,14.749,14.602,14.201,13.667,13.291
2022-04-17 06:30:00,1.07259,0.15195587417690046,14.719,14.578,14.194,13.667,13.296
2022-04-17 06:45:00,1.07034,0.15413177995045405,14.696,14.556,14.183,13.667,13.299
2022-04-17 07:00:00,1.04124,0.18290937436749374,14.682,14.535,14.174,13.666,13.303
2022-04-17 07:15:00,1.04368,0.18047358537045563,14.673,14.517,14.164,13.666,13.305
2022-04-17 07:30:00,1.06291,0.161438128874801,14.674,14.499,14.155,13.663,13.308
2022-04-17 07:45:00,1.07767,0.14683694521768334,14.679,14.486,14.144,13.661,13.309
2022-04-17 08:00:00,1.08965,0.13498571829448022,14.683,14.475,14.135,13.658,13.312
2022-04-17 08:15:00,1.08198,0.1426081801190471,14.696,14.468,14.126,13.657,13.314
2022-04-17 08:30:00,1.07965,0.14497320395661661,14.722,14.462,14.117,13.654,13.315
2022-04-17 08:45:00,1.05695,0.1675202300798879,14.755,14.46,14.111,13.651,13.315
2022-04-17 09:00:00,1.07057,0.15412615930995432,14.795,14.463,14.105,13.648,13.317
2022-04-17 09:15:00,1.06233,0.16238246112668187,14.839,14.469,14.099,13.645,13.318
2022-04-17 09:30:00,1.04654,0.17811774928569557,14.885,14.48,14.096,13.643,13.318
2022-04-17 09:45:00,1.07187,0.15316218384684732,14.939,14.495,14.093,13.64,13.32
2022-04-17 10:00:00,1.04337,0.18153645246726766,15.01,14.512,14.093,13.638,13.32
2022-04-17 10:15:00,1.06039,0.16486835400519503,15.091,14.533,14.095,13.637,13.32
2022-04-17 10:30:00,1.04871,0.1765392286753773,15.139,14.562,14.098,13.635,13.321
2022-04-17 10:45:00,1.04086,0.18438026856209527,15.17,14.592,14.102,13.635,13.321
2022-04-17 11:00:00,1.05028,0.17517784611862747,15.225,14.622,14.11,13.637,13.323
2022-04-17 11:15:00,1.07057,0.1551557999612829,15.254,14.653,14.119,13.637,13.323
2022-04-17 11:30:00,1.02998,0.19544308776109562,15.3,14.682,14.128,13.64,13.324
2022-04-17 11:45:00,1.05165,0.17411316549505582,15.355,14.71,14.14,13.642,13.326
2022-04-17 12:00:00,1.03086,0.19484331809804767,15.421,14.74,14.152,13.646,13.327
2022-04-17 12:15:00,1.04494,0.1811060086257713,15.511,14.771,14.164,13.651,13.33
2022-04-17 12:30:00,1.04379,0.18240153441650694,15.581,14.807,14.177,13.655,13.333
2022-04-17 12:45:00,1.05772,0.16871626623180255,15.628,14.846,14.192,13.661,13.336
2022-04-17 13:00:00,1.04757,0.17881636027864836,15.651,14.885,14.208,13.667,13.339
2022-04-17 13:15:00,1.03918,0.18715835177024645,15.667,14.919,14.226,13.675,13.342
2022-04-17 13:30:00,1.03357,0.1927369271730102,15.678,14.946,14.243,13.682,13.347
2022-04-17 13:45:00,1.05928,0.16731318948105053,15.691,14.969,14.259,13.69,13.351
2022-04-17 14:00:00,1.05623,0.1703125004044955,15.682,14.992,14.279,13.699,13.356
2022-04-17 14:15:00,1.02449,0.2016408844603408,15.64,15.009,14.295,13.709,13.362
2022-04-17 14:30:00,1.04429,0.18197383119834565,15.611,15.016,14.312,13.718,13.367
2022-04-17 14:45:00,1.04898,0.17729708287897675,15.596,15.021,14.327,13.729,13.373
2022-04-17 15:00:00,1.05489,0.17139234554489943,15.572,15.024,14.34,13.739,13.379
2022-04-17 15:15:00,1.04814,0.17800754867253624,15.542,15.024,14.352,13.748,13.386
2022-04-17 15:30:00,1.06924,0.15705798188101,15.515,15.021,14.364,13.759,13.394
2022-04-17 15:45:00,1.06001,0.16612838497272686,15.485,15.016,14.373,13.769,13.4
