datetime,P95(m.a.s.l),B52(m),minutes
2021-12-17 08:30:00,166.35,0.33,10590
2021-12-17 08:40:00,166.34,0.32,10600
2021-12-17 08:50:00,166.34,0.32,10610
2021-12-17 09:00:00,166.33,0.31,10620
2021-12-17 09:10:00,166.32,0.3,10630
2021-12-17 09:20:00,166.32,0.3,10640
2021-12-17 09:30:00,166.32,0.29,10650
2021-12-17 09:40:00,166.32,0.28,10660
2021-12-17 09:50:00,166.31,0.27,10670
2021-12-17 10:00:00,166.31,0.27,10680
2021-12-17 10:10:00,166.31,0.26,10690
2021-12-17 10:20:00,166.3,0.25,10700
2021-12-17 10:30:00,166.3,0.25,10710
2021-12-17 10:40:00,166.29,0.24,10720
2021-12-17 10:50:00,166.28,0.23,10730
2021-12-17 11:00:00,166.28,0.22,10740
2021-12-17 11:10:00,166.27,0.22,10750
2021-12-17 11:20:00,166.27,0.21,10760
2021-12-17 11:30:00,166.27,0.2,10770
2021-12-17 11:40:00,166.26,0.2,10780
2021-12-17 11:50:00,166.26,0.19,10790
2021-12-17 12:00:00,166.25,0.18,10800
2021-12-17 12:10:00,166.25,0.18,10810
2021-12-17 12:20:00,166.24,0.17,10820
2021-12-17 12:30:00,166.24,0.16,10830
2021-12-17 12:40:00,166.23,0.16,10840
2021-12-17 12:50:00,166.23,0.15,10850
2021-12-17 13:00:00,166.23,0.14,10860
2021-12-17 13:10:00,166.22,0.14,10870
2021-12-17 13:20:00,166.21,0.13,10880
2021-12-17 13:30:00,166.21,0.12,10890
2021-12-17 13:40:00,166.2,0.11,10900
2021-12-17 13:50:00,166.19,0.11,10910
2021-12-17 14:00:00,166.18,0.1,10920
2021-12-17 14:10:00,166.18,0.09,10930
2021-12-17 14:20:00,166.17,0.09,10940
2021-12-17 14:30:00,166.16,0.08,10950
2021-12-17 14:40:00,166.16,0.07,10960
2021-12-17 14:50:00,166.15,0.07,10970
2021-12-17 15:00:00,166.15,0.06,10980
2021-12-17 15:10:00,166.14,0.05,10990
2021-12-17 15:20:00,166.13,0.04,11000
2021-12-17 15:30:00,166.13,0.04,11010
2021-12-17 15:40:00,166.12,0.03,11020
2021-12-17 15:50:00,166.1,0.02,11030
2021-12-17 16:00:00,166.09,0.01,11040
2021-12-17 16:10:00,166.07,0.0,11050
2021-12-17 16:20:00,166.06,0.0,11060
2021-12-17 16:30:00,166.04,0.0,11070
2021-12-17 16:40:00,166.03,0.0,11080
2021-12-17 16:50:00,166.01,0.0,11090
2021-12-17 17:00:00,166.0,0.0,11100
2021-12-17 17:10:00,165.98,0.0,11110
2021-12-17 17:20:00,165.96,0.0,11120
2021-12-17 17:30:00,165.95,0.0,11130
2021-12-17 17:40:00,165.93,0.0,11140
2021-12-17 17:50:00,165.91,0.0,11150
2021-12-17 18:00:00,165.89,0.0,11160
2021-12-17 18:10:00,165.88,0.0,11170
2021-12-17 18:20:00,165.86,0.0,11180
2021-12-17 18:30:00,165.85,0.0,11190
2021-12-17 18:40:00,165.83,0.0,11200
2021-12-17 18:50:00,165.82,0.0,11210
2021-12-17 19:00:00,165.81,0.0,11220
2021-12-17 19:10:00,165.79,0.0,11230
2021-12-17 19:20:00,165.78,0.0,11240
2021-12-17 19:30:00,165.76,0.0,11250
2021-12-17 19:40:00,165.75,0.0,11260
2021-12-17 19:50:00,165.73,0.0,11270
2021-12-17 20:00:00,165.72,0.0,11280
2021-12-17 20:10:00,165.71,0.0,11290
2021-12-17 20:20:00,165.7,0.0,11300
2021-12-17 20:30:00,165.69,0.0,11310
2021-12-17 20:40:00,165.67,0.0,11320
2021-12-17 20:50:00,165.66,0.0,11330
2021-12-17 21:00:00,165.65,0.0,11340
2021-12-17 21:10:00,165.63,0.0,11350
2021-12-17 21:20:00,165.62,0.0,11360
2021-12-17 21:30:00,165.61,0.0,11370
2021-12-17 21:40:00,165.59,0.0,11380
2021-12-17 21:50:00,165.58,0.0,11390
2021-12-17 22:00:00,165.57,0.0,11400
2021-12-17 22:10:00,165.55,0.0,11410
2021-12-17 22:20:00,165.54,0.0,11420
2021-12-17 22:30:00,165.53,0.0,11430
2021-12-17 22:40:00,165.52,0.0,11440
2021-12-17 22:50:00,165.5,0.0,11450
2021-12-17 23:00:00,165.49,0.0,11460
2021-12-17 23:10:00,165.48,0.0,11470
2021-12-17 23:20:00,165.47,0.0,11480
2021-12-17 23:30:00,165.46,0.0,11490
2021-12-17 23:40:00,165.45,0.0,11500
2021-12-17 23:50:00,165.44,0.0,11510
2021-12-18 00:00:00,165.42,0.0,11520
2021-12-18 00:10:00,165.45,0.0,11530
2021-12-18 00:20:00,165.45,0.0,11540
2021-12-18 00:30:00,165.45,0.0,11550
2021-12-18 00:40:00,165.45,0.0,11560
2021-12-18 00:50:00,165.44,0.0,11570
2021-12-18 01:00:00,165.44,0.0,11580
2021-12-18 01:10:00,165.43,0.0,11590
2021-12-18 01:20:00,165.42,0.0,11600
2021-12-18 01:30:00,165.41,0.0,11610
2021-12-18 01:40:00,165.41,0.0,11620
2021-12-18 01:50:00,165.4,0.0,11630
2021-12-18 02:00:00,165.39,0.0,11640
2021-12-18 02:10:00,165.38,0.0,11650
2021-12-18 02:20:00,165.38,0.0,11660
2021-12-18 02:30:00,165.37,0.0,11670
2021-12-18 02:40:00,165.36,0.0,11680
2021-12-18 02:50:00,165.36,0.0,11690
2021-12-18 03:00:00,165.35,0.0,11700
2021-12-18 03:10:00,165.34,0.0,11710
2021-12-18 03:20:00,165.34,0.0,11720
2021-12-18 03:30:00,165.33,0.0,11730
2021-12-18 03:40:00,165.32,0.0,11740
2021-12-18 03:50:00,165.32,0.0,11750
2021-12-18 04:00:00,165.31,0.0,11760
2021-12-18 04:10:00,165.26,0.0,11770
2021-12-18 04:20:00,165.24,0.0,11780
2021-12-18 04:30:00,165.22,0.0,11790
2021-12-18 04:40:00,165.21,0.0,11800
2021-12-18 04:50:00,165.19,0.0,11810
2021-12-18 05:00:00,165.18,0.0,11820
2021-12-18 05:10:00,165.17,0.0,11830
2021-12-18 05:20:00,165.16,0.0,11840
2021-12-18 05:30:00,165.14,0.0,11850
2021-12-18 05:40:00,165.13,0.0,11860
2021-12-18 05:50:00,165.12,0.0,11870
2021-12-18 06:00:00,165.11,0.0,11880
2021-12-18 06:10:00,165.1,0.0,11890
2021-12-18 06:20:00,165.09,0.0,11900
2021-12-18 06:30:00,165.08,0.0,11910
2021-12-18 06:40:00,165.07,0.0,11920
2021-12-18 06:50:00,165.06,0.0,11930
2021-12-18 07:00:00,165.05,0.0,11940
2021-12-18 07:10:00,165.04,0.0,11950
2021-12-18 07:20:00,165.03,0.0,11960
2021-12-18 07:30:00,165.02,0.0,11970
2021-12-18 07:40:00,165.01,0.0,11980
2021-12-18 07:50:00,165.0,0.0,11990
2021-12-18 08:00:00,164.99,0.0,12000
2021-12-18 08:10:00,164.98,0.0,12010
2021-12-18 08:20:00,164.97,0.0,12020
2021-12-18 08:30:00,164.96,0.0,12030
2021-12-18 08:40:00,164.95,0.0,12040
2021-12-18 08:50:00,164.94,0.0,12050
2021-12-18 09:00:00,164.93,0.0,12060
2021-12-18 09:10:00,164.93,0.0,12070
2021-12-18 09:20:00,164.92,0.0,12080
2021-12-18 09:30:00,164.91,0.0,12090
2021-12-18 09:40:00,164.9,0.0,12100
2021-12-18 09:50:00,164.89,0.0,12110
2021-12-18 10:00:00,164.88,0.0,12120
2021-12-18 10:10:00,164.87,0.0,12130
2021-12-18 10:20:00,164.86,0.0,12140
2021-12-18 10:30:00,164.86,0.0,12150
2021-12-18 10:40:00,164.85,0.0,12160
2021-12-18 10:50:00,164.84,0.0,12170
2021-12-18 11:00:00,164.83,0.0,12180
2021-12-18 11:10:00,164.83,0.0,12190
2021-12-18 11:20:00,164.82,0.0,12200
2021-12-18 11:30:00,164.81,0.0,12210
2021-12-18 11:40:00,164.81,0.0,12220
2021-12-18 11:50:00,164.8,0.0,12230
2021-12-18 12:00:00,164.79,0.0,12240
2021-12-18 12:10:00,164.79,0.0,12250
2021-12-18 12:20:00,164.78,0.0,12260
2021-12-18 12:30:00,164.77,0.0,12270
2021-12-18 12:40:00,164.76,0.0,12280
2021-12-18 12:50:00,164.76,0.0,12290
2021-12-18 13:00:00,164.75,0.0,12300
2021-12-18 13:10:00,164.74,0.0,12310
2021-12-18 13:20:00,164.74,0.0,12320
2021-12-18 13:30:00,164.73,0.0,12330
2021-12-18 13:40:00,164.72,0.0,12340
2021-12-18 13:50:00,164.72,0.0,12350
2021-12-18 14:00:00,164.71,0.0,12360
2021-12-18 14:10:00,164.71,0.0,12370
2021-12-18 14:20:00,164.7,0.0,12380
2021-12-18 14:30:00,164.7,0.0,12390
2021-12-18 14:40:00,164.69,0.0,12400
2021-12-18 14:50:00,164.68,0.0,12410
2021-12-18 15:00:00,164.68,0.0,12420
2021-12-18 15:10:00,164.67,0.0,12430
2021-12-18 15:20:00,164.66,0.0,12440
2021-12-18 15:30:00,164.66,0.0,12450
2021-12-18 15:40:00,164.66,0.0,12460
2021-12-18 15:50:00,164.66,0.0,12470
2021-12-18 16:00:00,164.65,0.0,12480
2021-12-18 16:10:00,164.65,0.0,12490
2021-12-18 16:20:00,164.64,0.0,12500
2021-12-18 16:30:00,164.64,0.0,12510
2021-12-18 16:40:00,164.63,0.0,12520
2021-12-18 16:50:00,164.63,0.0,12530
2021-12-18 17:00:00,164.62,0.0,12540
2021-12-18 17:10:00,164.62,0.0,12550
2021-12-18 17:20:00,164.61,0.0,12560
2021-12-18 17:30:00,164.61,0.0,12570
2021-12-18 17:40:00,164.6,0.0,12580
2021-12-18 17:50:00,164.6,0.0,12590
2021-12-18 18:00:00,164.59,0.0,12600
2021-12-18 18:10:00,164.58,0.0,12610
2021-12-18 18:20:00,164.57,0.0,12620
2021-12-18 18:30:00,164.57,0.0,12630
2021-12-18 18:40:00,164.56,0.0,12640
2021-12-18 18:50:00,164.56,0.0,12650
2021-12-18 19:00:00,164.55,0.0,12660
2021-12-18 19:10:00,164.54,0.0,12670
2021-12-18 19:20:00,164.54,0.0,12680
2021-12-18 19:30:00,164.53,0.0,12690
2021-12-18 19:40:00,164.52,0.0,12700
2021-12-18 19:50:00,164.52,0.0,12710
2021-12-18 20:00:00,164.51,0.0,12720
2021-12-18 20:10:00,164.51,0.0,12730
2021-12-18 20:20:00,164.5,0.0,12740
2021-12-18 20:30:00,164.5,0.0,12750
2021-12-18 20:40:00,164.49,0.0,12760
2021-12-18 20:50:00,164.49,0.0,12770
2021-12-18 21:00:00,164.49,0.0,12780
2021-12-18 21:10:00,164.48,0.0,12790
2021-12-18 21:20:00,164.47,0.0,12800
2021-12-18 21:30:00,164.47,0.0,12810
2021-12-18 21:40:00,164.47,0.0,12820
2021-12-18 21:50:00,164.46,0.0,12830
2021-12-18 22:00:00,164.46,0.0,12840
2021-12-18 22:10:00,164.45,0.0,12850
2021-12-18 22:20:00,164.45,0.0,12860
2021-12-18 22:30:00,164.44,0.0,12870
2021-12-18 22:40:00,164.44,0.0,12880
2021-12-18 22:50:00,164.43,0.0,12890
2021-12-18 23:00:00,164.43,0.0,12900
2021-12-18 23:10:00,164.43,0.0,12910
2021-12-18 23:20:00,164.42,0.0,12920
2021-12-18 23:30:00,164.42,0.0,12930
2021-12-18 23:40:00,164.41,0.0,12940
2021-12-18 23:50:00,164.41,0.0,12950
2021-12-19 00:00:00,164.4,0.0,12960
2021-12-19 00:10:00,164.43,0.0,12970
2021-12-19 00:20:00,164.44,0.0,12980
2021-12-19 00:30:00,164.45,0.0,12990
2021-12-19 00:40:00,164.45,0.0,13000
2021-12-19 00:50:00,164.46,0.0,13010
2021-12-19 01:00:00,164.47,0.0,13020
2021-12-19 01:10:00,164.47,0.0,13030
2021-12-19 01:20:00,164.47,0.0,13040
2021-12-19 01:30:00,164.47,0.0,13050
2021-12-19 01:40:00,164.47,0.0,13060
2021-12-19 01:50:00,164.48,0.0,13070
2021-12-19 02:00:00,164.48,0.0,13080
2021-12-19 02:10:00,164.47,0.0,13090
2021-12-19 02:20:00,164.47,0.0,13100
2021-12-19 02:30:00,164.47,0.0,13110
2021-12-19 02:40:00,164.46,0.0,13120
2021-12-19 02:50:00,164.46,0.0,13130
2021-12-19 03:00:00,164.46,0.0,13140
2021-12-19 03:10:00,164.46,0.0,13150
2021-12-19 03:20:00,164.45,0.0,13160
2021-12-19 03:30:00,164.45,0.0,13170
2021-12-19 03:40:00,164.45,0.0,13180
2021-12-19 03:50:00,164.45,0.0,13190
2021-12-19 04:00:00,164.45,0.0,13200
2021-12-19 04:10:00,164.4,0.0,13210
2021-12-19 04:20:00,164.39,0.0,13220
2021-12-19 04:30:00,164.37,0.0,13230
2021-12-19 04:40:00,164.36,0.0,13240
2021-12-19 04:50:00,164.35,0.0,13250
2021-12-19 05:00:00,164.34,0.0,13260
2021-12-19 05:10:00,164.33,0.0,13270
2021-12-19 05:20:00,164.32,0.0,13280
2021-12-19 05:30:00,164.32,0.0,13290
2021-12-19 05:40:00,164.32,0.0,13300
2021-12-19 05:50:00,164.31,0.0,13310
2021-12-19 06:00:00,164.3,0.0,13320
2021-12-19 06:10:00,164.3,0.0,13330
2021-12-19 06:20:00,164.29,0.0,13340
2021-12-19 06:30:00,164.29,0.0,13350
2021-12-19 06:40:00,164.28,0.0,13360
2021-12-19 06:50:00,164.28,0.0,13370
2021-12-19 07:00:00,164.27,0.0,13380
2021-12-19 07:10:00,164.27,0.0,13390
2021-12-19 07:20:00,164.27,0.0,13400
2021-12-19 07:30:00,164.26,0.0,13410
2021-12-19 07:40:00,164.26,0.0,13420
2021-12-19 07:50:00,164.26,0.0,13430
2021-12-19 08:00:00,164.26,0.0,13440
2021-12-19 08:10:00,164.25,0.0,13450
2021-12-19 08:20:00,164.25,0.0,13460
2021-12-19 08:30:00,164.25,0.0,13470
2021-12-19 08:40:00,164.25,0.0,13480
2021-12-19 08:50:00,164.24,0.0,13490
2021-12-19 09:00:00,164.24,0.0,13500
2021-12-19 09:10:00,164.24,0.0,13510
2021-12-19 09:20:00,164.23,0.0,13520
2021-12-19 09:30:00,164.23,0.0,13530
2021-12-19 09:40:00,164.23,0.0,13540
2021-12-19 09:50:00,164.23,0.0,13550
2021-12-19 10:00:00,164.22,0.0,13560
2021-12-19 10:10:00,164.22,0.0,13570
2021-12-19 10:20:00,164.22,0.0,13580
2021-12-19 10:30:00,164.22,0.0,13590
2021-12-19 10:40:00,164.21,0.0,13600
2021-12-19 10:50:00,164.21,0.0,13610
2021-12-19 11:00:00,164.21,0.0,13620
2021-12-19 11:10:00,164.21,0.0,13630
2021-12-19 11:20:00,164.21,0.0,13640
2021-12-19 11:30:00,164.2,0.0,13650
2021-12-19 11:40:00,164.2,0.0,13660
2021-12-19 11:50:00,164.2,0.0,13670
2021-12-19 12:00:00,164.19,0.0,13680
2021-12-19 12:10:00,164.19,0.0,13690
2021-12-19 12:20:00,164.19,0.0,13700
2021-12-19 12:30:00,164.18,0.0,13710
2021-12-19 12:40:00,164.18,0.0,13720
2021-12-19 12:50:00,164.18,0.0,13730
2021-12-19 13:00:00,164.17,0.0,13740
2021-12-19 13:10:00,164.17,0.0,13750
2021-12-19 13:20:00,164.17,0.0,13760
2021-12-19 13:30:00,164.16,0.0,13770
2021-12-19 13:40:00,164.16,0.0,13780
2021-12-19 13:50:00,164.16,0.0,13790
2021-12-19 14:00:00,164.16,0.0,13800
2021-12-19 14:10:00,164.15,0.0,13810
2021-12-19 14:20:00,164.15,0.0,13820
2021-12-19 14:30:00,164.15,0.0,13830
2021-12-19 14:40:00,164.14,0.0,13840
2021-12-19 14:50:00,164.14,0.0,13850
2021-12-19 15:00:00,164.13,0.0,13860
2021-12-19 15:10:00,164.13,0.0,13870
2021-12-19 15:20:00,164.12,0.0,13880
2021-12-19 15:30:00,164.12,0.0,13890
2021-12-19 15:40:00,164.12,0.0,13900
2021-12-19 15:50:00,164.11,0.0,13910
2021-12-19 16:00:00,164.11,0.0,13920
2021-12-19 16:10:00,164.11,0.0,13930
2021-12-19 16:20:00,164.1,0.0,13940
2021-12-19 16:30:00,164.1,0.0,13950
2021-12-19 16:40:00,164.09,0.0,13960
2021-12-19 16:50:00,164.09,0.0,13970
2021-12-19 17:00:00,164.09,0.0,13980
2021-12-19 17:10:00,164.08,0.0,13990
2021-12-19 17:20:00,164.08,0.0,14000
2021-12-19 17:30:00,164.08,0.0,14010
2021-12-19 17:40:00,164.07,0.0,14020
2021-12-19 17:50:00,164.07,0.0,14030
2021-12-19 18:00:00,164.06,0.0,14040
2021-12-19 18:10:00,164.06,0.0,14050
2021-12-19 18:20:00,164.06,0.0,14060
2021-12-19 18:30:00,164.05,0.0,14070
2021-12-19 18:40:00,164.05,0.0,14080
2021-12-19 18:50:00,164.05,0.0,14090
2021-12-19 19:00:00,164.04,0.0,14100
2021-12-19 19:10:00,164.04,0.0,14110
2021-12-19 19:20:00,164.04,0.0,14120
2021-12-19 19:30:00,164.03,0.0,14130
2021-12-19 19:40:00,164.03,0.0,14140
2021-12-19 19:50:00,164.03,0.0,14150
2021-12-19 20:00:00,164.02,0.0,14160
2021-12-19 20:10:00,164.02,0.0,14170
2021-12-19 20:20:00,164.02,0.0,14180
2021-12-19 20:30:00,164.02,0.0,14190
2021-12-19 20:40:00,164.01,0.0,14200
2021-12-19 20:50:00,164.01,0.0,14210
2021-12-19 21:00:00,164.01,0.0,14220
2021-12-19 21:10:00,164.0,0.0,14230
2021-12-19 21:20:00,164.0,0.0,14240
2021-12-19 21:30:00,164.0,0.0,14250
2021-12-19 21:40:00,164.0,0.0,14260
2021-12-19 21:50:00,163.99,0.0,14270
2021-12-19 22:00:00,163.99,0.0,14280
2021-12-19 22:10:00,163.99,0.0,14290
2021-12-19 22:20:00,163.99,0.0,14300
2021-12-19 22:30:00,163.98,0.0,14310
2021-12-19 22:40:00,163.98,0.0,14320
2021-12-19 22:50:00,163.98,0.0,14330
2021-12-19 23:00:00,163.98,0.0,14340
2021-12-19 23:10:00,163.97,0.0,14350
2021-12-19 23:20:00,163.97,0.0,14360
2021-12-19 23:30:00,163.97,0.0,14370
2021-12-19 23:40:00,163.97,0.0,14380
2021-12-19 23:50:00,163.96,0.0,14390
2021-12-20 00:00:00,163.96,0.0,14400
2021-12-20 00:10:00,163.98,0.0,14410
2021-12-20 00:20:00,163.99,0.0,14420
2021-12-20 00:30:00,164.0,0.0,14430
2021-12-20 00:40:00,164.01,0.0,14440
2021-12-20 00:50:00,164.02,0.0,14450
2021-12-20 01:00:00,164.02,0.0,14460
2021-12-20 01:10:00,164.02,0.0,14470
2021-12-20 01:20:00,164.02,0.0,14480
2021-12-20 01:30:00,164.03,0.0,14490
2021-12-20 01:40:00,164.03,0.0,14500
2021-12-20 01:50:00,164.03,0.0,14510
2021-12-20 02:00:00,164.03,0.0,14520
2021-12-20 02:10:00,164.04,0.0,14530
2021-12-20 02:20:00,164.04,0.0,14540
2021-12-20 02:30:00,164.04,0.0,14550
2021-12-20 02:40:00,164.04,0.0,14560
2021-12-20 02:50:00,164.04,0.0,14570
2021-12-20 03:00:00,164.04,0.0,14580
2021-12-20 03:10:00,164.04,0.0,14590
2021-12-20 03:20:00,164.05,0.0,14600
2021-12-20 03:30:00,164.05,0.0,14610
2021-12-20 03:40:00,164.05,0.0,14620
2021-12-20 03:50:00,164.05,0.0,14630
2021-12-20 04:00:00,164.05,0.0,14640
2021-12-20 04:10:00,164.03,0.0,14650
2021-12-20 04:20:00,164.02,0.0,14660
2021-12-20 04:30:00,164.01,0.0,14670
2021-12-20 04:40:00,164.0,0.0,14680
2021-12-20 04:50:00,164.0,0.0,14690
2021-12-20 05:00:00,163.99,0.0,14700
2021-12-20 05:10:00,163.99,0.0,14710
2021-12-20 05:20:00,163.98,0.0,14720
2021-12-20 05:30:00,163.98,0.0,14730
2021-12-20 05:40:00,163.97,0.0,14740
2021-12-20 05:50:00,163.97,0.0,14750
2021-12-20 06:00:00,163.97,0.0,14760
2021-12-20 06:10:00,163.96,0.0,14770
2021-12-20 06:20:00,163.96,0.0,14780
2021-12-20 06:30:00,163.96,0.0,14790
2021-12-20 06:40:00,163.96,0.0,14800
2021-12-20 06:50:00,163.96,0.0,14810
2021-12-20 07:00:00,163.96,0.0,14820
2021-12-20 07:10:00,163.96,0.0,14830
2021-12-20 07:20:00,163.96,0.0,14840
2021-12-20 07:30:00,163.96,0.0,14850
2021-12-20 07:40:00,163.96,0.0,14860
2021-12-20 07:50:00,163.96,0.0,14870
2021-12-20 08:00:00,163.96,0.0,14880
2021-12-20 08:10:00,163.96,0.0,14890
2021-12-20 08:20:00,163.96,0.0,14900
2021-12-20 08:30:00,163.97,0.0,14910
2021-12-20 08:40:00,163.97,0.0,14920
2021-12-20 08:50:00,163.97,0.0,14930
2021-12-20 09:00:00,163.97,0.0,14940
2021-12-20 09:10:00,163.98,0.0,14950
2021-12-20 09:20:00,163.98,0.0,14960
2021-12-20 09:30:00,163.98,0.0,14970
2021-12-20 09:40:00,163.98,0.0,14980
2021-12-20 09:50:00,163.98,0.0,14990
2021-12-20 10:00:00,164.0,0.0,15000
2021-12-20 10:10:00,164.02,0.0,15010
2021-12-20 10:20:00,164.03,0.0,15020
2021-12-20 10:30:00,164.05,0.0,15030
2021-12-20 10:40:00,164.06,0.0,15040
2021-12-20 10:50:00,164.07,0.0,15050
2021-12-20 11:00:00,164.08,0.0,15060
2021-12-20 11:10:00,164.09,0.0,15070
2021-12-20 11:20:00,164.1,0.0,15080
2021-12-20 11:30:00,164.11,0.0,15090
2021-12-20 11:40:00,164.12,0.0,15100
2021-12-20 11:50:00,164.13,0.0,15110
2021-12-20 12:00:00,164.14,0.0,15120
2021-12-20 12:10:00,164.15,0.0,15130
2021-12-20 12:20:00,164.16,0.0,15140
2021-12-20 12:30:00,164.16,0.0,15150
2021-12-20 12:40:00,164.16,0.0,15160
2021-12-20 12:50:00,164.16,0.0,15170
2021-12-20 13:00:00,164.16,0.0,15180
2021-12-20 13:10:00,164.17,0.0,15190
2021-12-20 13:20:00,164.17,0.0,15200
2021-12-20 13:30:00,164.17,0.0,15210
2021-12-20 13:40:00,164.17,0.0,15220
2021-12-20 13:50:00,164.17,0.0,15230
2021-12-20 14:00:00,164.18,0.0,15240
2021-12-20 14:10:00,164.18,0.0,15250
2021-12-20 14:20:00,164.18,0.0,15260
2021-12-20 14:30:00,164.18,0.0,15270
2021-12-20 14:40:00,164.18,0.0,15280
2021-12-20 14:50:00,164.19,0.0,15290
2021-12-20 15:00:00,164.19,0.0,15300
2021-12-20 15:10:00,164.19,0.0,15310
2021-12-20 15:20:00,164.19,0.0,15320
2021-12-20 15:30:00,164.19,0.0,15330
2021-12-20 15:40:00,164.19,0.0,15340
2021-12-20 15:50:00,164.2,0.0,15350
2021-12-20 16:00:00,164.2,0.0,15360
2021-12-20 16:10:00,164.2,0.0,15370
2021-12-20 16:20:00,164.2,0.0,15380
2021-12-20 16:30:00,164.2,0.0,15390
2021-12-20 16:40:00,164.2,0.0,15400
2021-12-20 16:50:00,164.2,0.0,15410
2021-12-20 17:00:00,164.21,0.0,15420
2021-12-20 17:10:00,164.21,0.0,15430
2021-12-20 17:20:00,164.21,0.0,15440
2021-12-20 17:30:00,164.21,0.0,15450
2021-12-20 17:40:00,164.21,0.0,15460
2021-12-20 17:50:00,164.21,0.0,15470
2021-12-20 18:00:00,164.21,0.0,15480
2021-12-20 18:10:00,164.21,0.0,15490
2021-12-20 18:20:00,164.21,0.0,15500
2021-12-20 18:30:00,164.21,0.0,15510
2021-12-20 18:40:00,164.21,0.0,15520
2021-12-20 18:50:00,164.22,0.0,15530
2021-12-20 19:00:00,164.22,0.0,15540
2021-12-20 19:10:00,164.21,0.0,15550
2021-12-20 19:20:00,164.2,0.0,15560
2021-12-20 19:30:00,164.2,0.0,15570
2021-12-20 19:40:00,164.19,0.0,15580
2021-12-20 19:50:00,164.19,0.0,15590
2021-12-20 20:00:00,164.18,0.0,15600
2021-12-20 20:10:00,164.18,0.0,15610
2021-12-20 20:20:00,164.18,0.0,15620
2021-12-20 20:30:00,164.17,0.0,15630
2021-12-20 20:40:00,164.17,0.0,15640
2021-12-20 20:50:00,164.17,0.0,15650
2021-12-20 21:00:00,164.16,0.0,15660
2021-12-20 21:10:00,164.16,0.0,15670
2021-12-20 21:20:00,164.16,0.0,15680
2021-12-20 21:30:00,164.16,0.0,15690
2021-12-20 21:40:00,164.16,0.0,15700
2021-12-20 21:50:00,164.16,0.0,15710
2021-12-20 22:00:00,164.15,0.0,15720
2021-12-20 22:10:00,164.15,0.0,15730
2021-12-20 22:20:00,164.15,0.0,15740
2021-12-20 22:30:00,164.15,0.0,15750
2021-12-20 22:40:00,164.15,0.0,15760
2021-12-20 22:50:00,164.15,0.0,15770
2021-12-20 23:00:00,164.14,0.0,15780
2021-12-20 23:10:00,164.14,0.0,15790
2021-12-20 23:20:00,164.14,0.0,15800
2021-12-20 23:30:00,164.14,0.0,15810
2021-12-20 23:40:00,164.14,0.0,15820
2021-12-20 23:50:00,164.13,0.0,15830
2021-12-21 00:00:00,164.13,0.0,15840
2021-12-21 00:10:00,164.13,0.0,15850
2021-12-21 00:20:00,164.13,0.0,15860
2021-12-21 00:30:00,164.13,0.0,15870
2021-12-21 00:40:00,164.13,0.0,15880
2021-12-21 00:50:00,164.13,0.0,15890
2021-12-21 01:00:00,164.12,0.0,15900
2021-12-21 01:10:00,164.12,0.0,15910
2021-12-21 01:20:00,164.12,0.0,15920
2021-12-21 01:30:00,164.12,0.0,15930
2021-12-21 01:40:00,164.12,0.0,15940
2021-12-21 01:50:00,164.12,0.0,15950
2021-12-21 02:00:00,164.12,0.0,15960
2021-12-21 02:10:00,164.12,0.0,15970
2021-12-21 02:20:00,164.11,0.0,15980
2021-12-21 02:30:00,164.11,0.0,15990
2021-12-21 02:40:00,164.11,0.0,16000
2021-12-21 02:50:00,164.11,0.0,16010
2021-12-21 03:00:00,164.11,0.0,16020
2021-12-21 03:10:00,164.11,0.0,16030
2021-12-21 03:20:00,164.11,0.0,16040
2021-12-21 03:30:00,164.1,0.0,16050
2021-12-21 03:40:00,164.1,0.0,16060
2021-12-21 03:50:00,164.1,0.0,16070
2021-12-21 04:00:00,164.1,0.0,16080
2021-12-21 04:10:00,164.1,0.0,16090
2021-12-21 04:20:00,164.09,0.0,16100
2021-12-21 04:30:00,164.09,0.0,16110
2021-12-21 04:40:00,164.09,0.0,16120
2021-12-21 04:50:00,164.09,0.0,16130
2021-12-21 05:00:00,164.09,0.0,16140
2021-12-21 05:10:00,164.09,0.0,16150
2021-12-21 05:20:00,164.09,0.0,16160
2021-12-21 05:30:00,164.1,0.0,16170
2021-12-21 05:40:00,164.11,0.0,16180
2021-12-21 05:50:00,164.12,0.0,16190
2021-12-21 06:00:00,164.12,0.0,16200
2021-12-21 06:10:00,164.13,0.0,16210
2021-12-21 06:20:00,164.14,0.0,16220
2021-12-21 06:30:00,164.14,0.0,16230
2021-12-21 06:40:00,164.15,0.0,16240
2021-12-21 06:50:00,164.16,0.0,16250
2021-12-21 07:00:00,164.16,0.0,16260
2021-12-21 07:10:00,164.17,0.0,16270
2021-12-21 07:20:00,164.17,0.0,16280
2021-12-21 07:30:00,164.18,0.0,16290
2021-12-21 07:40:00,164.18,0.0,16300
2021-12-21 07:50:00,164.19,0.0,16310
2021-12-21 08:00:00,164.19,0.0,16320
2021-12-21 08:10:00,164.19,0.0,16330
2021-12-21 08:20:00,164.2,0.0,16340
2021-12-21 08:30:00,164.2,0.0,16350
2021-12-21 08:40:00,164.21,0.0,16360
2021-12-21 08:50:00,164.22,0.0,16370
2021-12-21 09:00:00,164.23,0.0,16380
2021-12-21 09:10:00,164.24,0.0,16390
2021-12-21 09:20:00,164.24,0.0,16400
