n,dates,pressure_differential_m,temperature_stream_C
1790,03/05/2022 05:00:00,-0.172845195700334,14.674
1791,03/05/2022 05:15:00,-0.156607413890316,14.677
1792,03/05/2022 05:30:00,-0.166013446036363,14.673
1793,03/05/2022 05:45:00,-0.164805513487081,14.667
1794,03/05/2022 06:00:00,-0.165973841690485,14.664
1795,03/05/2022 06:15:00,-0.163973822223641,14.659
1796,03/05/2022 06:30:00,-0.155092547660479,14.65
1797,03/05/2022 06:45:00,-0.158835158345958,14.64
1798,03/05/2022 07:00:00,-0.161775781027407,14.631
1799,03/05/2022 07:15:00,-0.15361728577652,14.625
1800,03/05/2022 07:30:00,-0.158003467082518,14.622
1801,03/05/2022 07:45:00,-0.157399500807878,14.614
1802,03/05/2022 08:00:00,-0.149696455534589,14.613
1803,03/05/2022 08:15:00,-0.168092674194963,14.619
1804,03/05/2022 08:30:00,-0.171340230556966,14.637
1805,03/05/2022 08:45:00,-0.169142189360732,14.662
1806,03/05/2022 09:00:00,-0.149577642496954,14.702
1807,03/05/2022 09:15:00,-0.164458975460648,14.758
1808,03/05/2022 09:30:00,-0.162993614663158,14.807
1809,03/05/2022 09:45:00,-0.167676828563243,14.894
1810,03/05/2022 10:00:00,-0.164270854817727,14.964
1811,03/05/2022 10:15:00,-0.173716491309652,15.066
1812,03/05/2022 10:30:00,-0.172132317474528,15.196
1813,03/05/2022 10:45:00,-0.175488785787696,15.302
1814,03/05/2022 11:00:00,-0.176736322682856,15.333
1815,03/05/2022 11:15:00,-0.186102750483025,15.309
1816,03/05/2022 11:30:00,-0.169904573018886,15.246
1817,03/05/2022 11:45:00,-0.172468954414492,15.16
1818,03/05/2022 12:00:00,-0.172360042463327,15.076
1819,03/05/2022 12:15:00,-0.17042933060177,15.031
1820,03/05/2022 12:30:00,-0.169973880624172,15
1821,03/05/2022 12:45:00,-0.16212231905384,14.976
1822,03/05/2022 13:00:00,-0.163023317922567,14.951
1823,03/05/2022 13:15:00,-0.160914386504558,14.906
1824,03/05/2022 13:30:00,-0.152597473870159,14.858
1825,03/05/2022 13:45:00,-0.165557996058765,14.788
1826,03/05/2022 14:00:00,-0.151656870655554,14.719
1827,03/05/2022 14:15:00,-0.153052923847757,14.629
1828,03/05/2022 14:30:00,-0.141914201569543,14.575
1829,03/05/2022 14:45:00,-0.138854765850461,14.545
1830,03/05/2022 15:00:00,-0.146864744804305,14.53
1831,03/05/2022 15:15:00,-0.149161796865234,14.526
1832,03/05/2022 15:30:00,-0.147201381744269,14.529
1833,03/05/2022 15:45:00,-0.145805328552066,14.52
1834,03/05/2022 16:00:00,-0.14965685118871,14.496
1835,03/05/2022 16:15:00,-0.140141907091498,14.483
1836,03/05/2022 16:30:00,-0.142745892832983,14.483
1837,03/05/2022 16:45:00,-0.140627060328505,14.475
1838,03/05/2022 17:00:00,-0.149508334891667,14.453
1839,03/05/2022 17:15:00,-0.139874577756821,14.414
1840,03/05/2022 17:30:00,-0.130240820621975,14.34
1841,03/05/2022 17:45:00,-0.137686437647057,14.247
1842,03/05/2022 18:00:00,-0.135112155164981,14.164
1843,03/05/2022 18:15:00,-0.119399130937847,14.096
1844,03/05/2022 18:30:00,-0.123102137277449,14.026
1845,03/05/2022 18:45:00,-0.115319883312404,13.973
1846,03/05/2022 19:00:00,-0.13409234325862,13.949
1847,03/05/2022 19:15:00,-0.11997339395308,13.942
1848,03/05/2022 19:30:00,-0.134359672593297,13.943
1849,03/05/2022 19:45:00,-0.113468380142603,13.957
1850,03/05/2022 20:00:00,-0.133983431307455,13.976
1851,03/05/2022 20:15:00,-0.111884206307479,14.002
1852,03/05/2022 20:30:00,-0.12121102976177,14.029
1853,03/05/2022 20:45:00,-0.122616984040443,14.047
1854,03/05/2022 21:00:00,-0.119933789607202,14.051
1855,03/05/2022 21:15:00,-0.120191217855409,14.045
1856,03/05/2022 21:30:00,-0.126656627320008,14.036
1857,03/05/2022 21:45:00,-0.112448568236242,14.014
1858,03/05/2022 22:00:00,-0.130993303193659,14.002
1859,03/05/2022 22:15:00,-0.117854561448602,13.997
1860,03/05/2022 22:30:00,-0.122389259051643,13.997
1861,03/05/2022 22:45:00,-0.126428902331209,14
1862,03/05/2022 23:00:00,-0.12620117734241,14.006
1863,03/05/2022 23:15:00,-0.124498190469652,13.987
1864,03/05/2022 23:30:00,-0.119290218986683,13.963
1865,03/05/2022 23:45:00,-0.120161514596001,13.939
1866,04/05/2022 00:00:00,-0.115290180052995,13.915
1867,04/05/2022 00:15:00,-0.131716082505934,13.901
1868,04/05/2022 00:30:00,-0.125864540402446,13.882
1869,04/05/2022 00:45:00,-0.118151594042688,13.873
1870,04/05/2022 01:00:00,-0.12079518413005,13.862
1871,04/05/2022 01:15:00,-0.129032888072694,13.843
1872,04/05/2022 01:30:00,-0.117933770140358,13.832
1873,04/05/2022 01:45:00,-0.128844767429773,13.82
1874,04/05/2022 02:00:00,-0.114646609432476,13.805
1875,04/05/2022 02:15:00,-0.122646687299851,13.789
1876,04/05/2022 02:30:00,-0.117735748410967,13.772
1877,04/05/2022 02:45:00,-0.132211136829411,13.757
1878,04/05/2022 03:00:00,-0.119933789607202,13.733
1879,04/05/2022 03:15:00,-0.113171347548517,13.711
1880,04/05/2022 03:30:00,-0.115290180052995,13.697
1881,04/05/2022 03:45:00,-0.115022850718318,13.681
1882,04/05/2022 04:00:00,-0.129448733704413,13.66
1883,04/05/2022 04:15:00,-0.113052534510883,13.642
1884,04/05/2022 04:30:00,-0.110111911829435,13.628
1885,04/05/2022 04:45:00,-0.104072249083025,13.608
1886,04/05/2022 05:00:00,-0.110597065066441,13.592
1887,04/05/2022 05:15:00,-0.100666275337509,13.578
1888,04/05/2022 05:30:00,-0.116874353888119,13.563
1889,04/05/2022 05:45:00,-0.119399130937847,13.559
1890,04/05/2022 06:00:00,-0.111547569367516,13.563
1891,04/05/2022 06:15:00,-0.114676312691885,13.569
1892,04/05/2022 06:30:00,-0.107656442384993,13.58
1893,04/05/2022 06:45:00,-0.107577233693237,13.604
1894,04/05/2022 07:00:00,-0.116458508256399,13.638
1895,04/05/2022 07:15:00,-0.120498151535965,13.669
1896,04/05/2022 07:30:00,-0.108864374934275,13.709
1897,04/05/2022 07:45:00,-0.10855744125372,13.768
1898,04/05/2022 08:00:00,-0.133379465032814,13.832
1899,04/05/2022 08:15:00,-0.133151740044015,13.901
1900,04/05/2022 08:30:00,-0.116983265839284,13.979
1901,04/05/2022 08:45:00,-0.136478505097775,14.063
1902,04/05/2022 09:00:00,-0.141122114651981,14.126
1903,04/05/2022 09:15:00,-0.141458751591945,14.217
1904,04/05/2022 09:30:00,-0.14946873054579,14.343
1905,04/05/2022 09:45:00,-0.1592113996318,14.477
1906,04/05/2022 10:00:00,-0.160419332181082,14.598
1907,04/05/2022 10:15:00,-0.17250855876037,14.731
1908,04/05/2022 10:30:00,-0.149696455534589,14.848
1909,04/05/2022 10:45:00,-0.175716510776495,14.991
1910,04/05/2022 11:00:00,-0.170162001267093,15.085
1911,04/05/2022 11:15:00,-0.165290666724088,15.172
1912,04/05/2022 11:30:00,-0.173944216298451,15.279
1913,04/05/2022 11:45:00,-0.184815609241987,15.352
1914,04/05/2022 12:00:00,-0.191241414360708,15.431
1915,04/05/2022 12:15:00,-0.181350228977654,15.479
1916,04/05/2022 12:30:00,-0.191993896932392,15.509
1917,04/05/2022 12:45:00,-0.207974250494202,15.564
1918,04/05/2022 13:00:00,-0.188785944916266,15.593
1919,04/05/2022 13:15:00,-0.19950882156276,15.6
1920,04/05/2022 13:30:00,-0.191389930657751,15.579
1921,04/05/2022 13:45:00,-0.19120181001483,15.543
1922,04/05/2022 14:00:00,-0.18164726157174,15.487
1923,04/05/2022 14:15:00,-0.194261245733913,15.417
1924,04/05/2022 14:30:00,-0.188785944916266,15.329
1925,04/05/2022 14:45:00,-0.163211438565488,15.231
1926,04/05/2022 15:00:00,-0.173033316343255,15.124
1927,04/05/2022 15:15:00,-0.171369933816375,14.989
1928,04/05/2022 15:30:00,-0.161894594065041,14.84
1929,04/05/2022 15:45:00,-0.15569651393512,14.694
1930,04/05/2022 16:00:00,-0.143835012344631,14.526
1931,04/05/2022 16:15:00,-0.13700326268066,14.361
1932,04/05/2022 16:30:00,-0.121517963442325,14.201
1933,04/05/2022 16:45:00,-0.12786455986929,14.05
1934,04/05/2022 17:00:00,-0.105200972940551,13.9
1935,04/05/2022 17:15:00,-0.119171405949048,13.765
1936,04/05/2022 17:30:00,-0.111923810653357,13.626
1937,04/05/2022 17:45:00,-0.0882008074723796,13.517
1938,04/05/2022 18:00:00,-0.0932998670041841,13.406
1939,04/05/2022 18:15:00,-0.0942107669593802,13.287
1940,04/05/2022 18:30:00,-0.087527533592452,13.183
1941,04/05/2022 18:45:00,-0.0720422343541178,13.099
1942,04/05/2022 19:00:00,-0.0831809566323314,13.055
1943,04/05/2022 19:15:00,-0.0807650915337677,13.044
1944,04/05/2022 19:30:00,-0.0854879097797303,13.07
1945,04/05/2022 19:45:00,-0.0891117074275758,13.105
1946,04/05/2022 20:00:00,-0.0925077800866223,13.135
1947,04/05/2022 20:15:00,-0.096666236403822,13.178
1948,04/05/2022 20:30:00,-0.101834603540913,13.218
1949,04/05/2022 20:45:00,-0.0852205804450532,13.264
1950,04/05/2022 21:00:00,-0.0927355050754213,13.308
1951,04/05/2022 21:15:00,-0.0899037943451378,13.35
1952,04/05/2022 21:30:00,-0.0865077216860912,13.398
1953,04/05/2022 21:45:00,-0.101082120969229,13.442
1954,04/05/2022 22:00:00,-0.101230637266272,13.503
1955,04/05/2022 22:15:00,-0.118379319031487,13.557
1956,04/05/2022 22:30:00,-0.113775313823158,13.623
1957,04/05/2022 22:45:00,-0.106408905489833,13.69
1958,04/05/2022 23:00:00,-0.119478339629604,13.751
1959,04/05/2022 23:15:00,-0.113923830120201,13.811
1960,04/05/2022 23:30:00,-0.121022909118849,13.885
1961,04/05/2022 23:45:00,-0.126428902331209,13.966
1962,05/05/2022 00:00:00,-0.126240781688288,14.045
1963,05/05/2022 00:15:00,-0.136924053988903,14.14
1964,05/05/2022 00:30:00,-0.123409070958004,14.244
1965,05/05/2022 00:45:00,-0.139795369065065,14.337
1966,05/05/2022 01:00:00,-0.144369671013985,14.426
1967,05/05/2022 01:15:00,-0.155171756352235,14.501
1968,05/05/2022 01:30:00,-0.141270630949024,14.605
1969,05/05/2022 01:45:00,-0.153696494468276,14.682
1970,05/05/2022 02:00:00,-0.170508539293526,14.762
1971,05/05/2022 02:15:00,-0.180667054011257,14.833
1972,05/05/2022 02:30:00,-0.177983859578016,14.912
1973,05/05/2022 02:45:00,-0.174053128249616,14.973
1974,05/05/2022 03:00:00,-0.170924384925246,15.027
1975,05/05/2022 03:15:00,-0.178171980220937,15.082
1976,05/05/2022 03:30:00,-0.177270981352211,15.124
1977,05/05/2022 03:45:00,-0.181310624631776,15.167
1978,05/05/2022 04:00:00,-0.171944196831607,15.203
1979,05/05/2022 04:15:00,-0.189914668773792,15.233
1980,05/05/2022 04:30:00,-0.186063146137147,15.258
1981,05/05/2022 04:45:00,-0.196904835821275,15.279
1982,05/05/2022 05:00:00,-0.201479137770195,15.296
1983,05/05/2022 05:15:00,-0.18455818099378,15.317
1984,05/05/2022 05:30:00,-0.189993877465548,15.33
1985,05/05/2022 05:45:00,-0.184785905982579,15.346
1986,05/05/2022 06:00:00,-0.197211769501831,15.361
1987,05/05/2022 06:15:00,-0.198112768370557,15.384
1988,05/05/2022 06:30:00,-0.191241414360708,15.408
1989,05/05/2022 06:45:00,-0.188746340570388,15.431
1990,05/05/2022 07:00:00,-0.200984083446719,15.455
1991,05/05/2022 07:15:00,-0.192340434958825,15.472
1992,05/05/2022 07:30:00,-0.193132521876387,15.478
1993,05/05/2022 07:45:00,-0.19785534012235,15.478
1994,05/05/2022 08:00:00,-0.183350248444498,15.488
1995,05/05/2022 08:15:00,-0.192370138218234,15.472
1996,05/05/2022 08:30:00,-0.190528536134902,15.448
1997,05/05/2022 08:45:00,-0.187389891724064,15.426
1998,05/05/2022 09:00:00,-0.185201751614299,15.418
1999,05/05/2022 09:15:00,-0.184478972302024,15.431
2000,05/05/2022 09:30:00,-0.193172126222265,15.446
2001,05/05/2022 09:45:00,-0.193587971853985,15.469
2002,05/05/2022 10:00:00,-0.200231600875035,15.509
2003,05/05/2022 10:15:00,-0.171904592485729,15.366
2004,05/05/2022 10:30:00,-0.187082958043508,15.358
2005,05/05/2022 10:45:00,-0.19369688380515,15.469
2006,05/05/2022 11:00:00,-0.182706677823979,15.408
2007,05/05/2022 11:15:00,-0.180132395341903,15.364
2008,05/05/2022 11:30:00,-0.18455818099378,15.323
2009,05/05/2022 11:45:00,-0.181726470263496,15.284
2010,05/05/2022 12:00:00,-0.194865212008554,15.261
2011,05/05/2022 12:15:00,-0.172775888095047,15.245
2012,05/05/2022 12:30:00,-0.179231396473176,15.269
2013,05/05/2022 12:45:00,-0.193805795756314,15.352
2014,05/05/2022 13:00:00,-0.181498745274697,15.429
2015,05/05/2022 13:15:00,-0.184102731016182,15.46
2016,05/05/2022 13:30:00,-0.187617616712863,15.481
2017,05/05/2022 13:45:00,-0.179914571439573,15.476
2018,05/05/2022 14:00:00,-0.186033442877739,15.449
2019,05/05/2022 14:15:00,-0.18953842748795,15.421
2020,05/05/2022 14:30:00,-0.181726470263496,15.414
2021,05/05/2022 14:45:00,-0.176399685742893,15.381
2022,05/05/2022 15:00:00,-0.180132395341903,15.345
2023,05/05/2022 15:15:00,-0.173825403260817,15.309
2024,05/05/2022 15:30:00,-0.178439309555614,15.27
2025,05/05/2022 15:45:00,-0.176736322682856,15.242
2026,05/05/2022 16:00:00,-0.178964067138499,15.194
2027,05/05/2022 16:15:00,-0.165478787367008,15.14
2028,05/05/2022 16:30:00,-0.170924384925246,15.084
2029,05/05/2022 16:45:00,-0.167973861157328,15.021
2030,05/05/2022 17:00:00,-0.150557850057437,14.931
2031,05/05/2022 17:15:00,-0.159439124620599,14.846
2032,05/05/2022 17:30:00,-0.143389463453502,14.764
2033,05/05/2022 17:45:00,-0.150716267440949,14.692
2034,05/05/2022 18:00:00,-0.146706327420793,14.611
2035,05/05/2022 18:15:00,-0.139379523433345,14.532
2036,05/05/2022 18:30:00,-0.137686437647057,14.465
2037,05/05/2022 18:45:00,-0.134320068247419,14.43
2038,05/05/2022 19:00:00,-0.134775518225017,14.414
2039,05/05/2022 19:15:00,-0.133636893281022,14.408
2040,05/05/2022 19:30:00,-0.130656666253695,14.414
2041,05/05/2022 19:45:00,-0.138854765850461,14.429
2042,05/05/2022 20:00:00,-0.14301322216766,14.444
2043,05/05/2022 20:15:00,-0.142290442855385,14.448
2044,05/05/2022 20:30:00,-0.134587397582096,14.45
2045,05/05/2022 20:45:00,-0.141310235294902,14.438
2046,05/05/2022 21:00:00,-0.140627060328505,14.427
2047,05/05/2022 21:15:00,-0.145270669882712,14.415
2048,05/05/2022 21:30:00,-0.139795369065065,14.412
2049,05/05/2022 21:45:00,-0.132547773769374,14.414
2050,05/05/2022 22:00:00,-0.140706269020261,14.42
2051,05/05/2022 22:15:00,-0.133339860686936,14.444
2052,05/05/2022 22:30:00,-0.129636854347335,14.486
2053,05/05/2022 22:45:00,-0.157211380164957,14.526
2054,05/05/2022 23:00:00,-0.148934071876435,14.58
2055,05/05/2022 23:15:00,-0.156755930187359,14.617
2056,05/05/2022 23:30:00,-0.155023240055192,14.658
2057,05/05/2022 23:45:00,-0.160983694109845,14.689
2058,06/05/2022 00:00:00,-0.157815346439598,14.714
2059,06/05/2022 00:15:00,-0.162686680982603,14.74
2060,06/05/2022 00:30:00,-0.159023278988879,14.768
2061,06/05/2022 00:45:00,-0.164874821092368,14.795
2062,06/05/2022 01:00:00,-0.168508519826683,14.825
2063,06/05/2022 01:15:00,-0.163855009186007,14.837
2064,06/05/2022 01:30:00,-0.164310459163605,14.849
2065,06/05/2022 01:45:00,-0.157854950785476,14.861
2066,06/05/2022 02:00:00,-0.17458778691897,14.888
2067,06/05/2022 02:15:00,-0.1654490841076,14.913
2068,06/05/2022 02:30:00,-0.17001348497005,14.937
2069,06/05/2022 02:45:00,-0.180023483390738,14.958
2070,06/05/2022 03:00:00,-0.179043275830255,14.985
2071,06/05/2022 03:15:00,-0.162993614663158,15.019
2072,06/05/2022 03:30:00,-0.181082899642977,15.054
2073,06/05/2022 03:45:00,-0.176964047671655,15.082
2074,06/05/2022 04:00:00,-0.170884780579368,15.118
2075,06/05/2022 04:15:00,-0.182439348489302,15.145
2076,06/05/2022 04:30:00,-0.171973900091016,15.173
2077,06/05/2022 04:45:00,-0.184290851659103,15.206
2078,06/05/2022 05:00:00,-0.188221582987503,15.23
2079,06/05/2022 05:15:00,-0.180518537714214,15.255
2080,06/05/2022 05:30:00,-0.174815511907769,15.285
2081,06/05/2022 05:45:00,-0.187498803675228,15.318
2082,06/05/2022 06:00:00,-0.185310663565464,15.345
2083,06/05/2022 06:15:00,-0.183993819065017,15.372
2084,06/05/2022 06:30:00,-0.187389891724064,15.403
2085,06/05/2022 06:45:00,-0.209033666746441,15.433
2086,06/05/2022 07:00:00,-0.188865153608023,15.464
2087,06/05/2022 07:15:00,-0.193805795756314,15.496
2088,06/05/2022 07:30:00,-0.183082919109821,15.528
2089,06/05/2022 07:45:00,-0.194073125090992,15.561
2090,06/05/2022 08:00:00,-0.203023707259441,15.581
2091,06/05/2022 08:15:00,-0.199132580276918,15.599
2092,06/05/2022 08:30:00,-0.200914775841432,15.631
2093,06/05/2022 08:45:00,-0.192112709970026,15.664
2094,06/05/2022 09:00:00,-0.196112748903714,15.676
2095,06/05/2022 09:15:00,-0.200152392183279,15.699
2096,06/05/2022 09:30:00,-0.200419721517956,15.728
2097,06/05/2022 09:45:00,-0.19867713029932,15.749
2098,06/05/2022 10:00:00,-0.203102915951197,15.73
2099,06/05/2022 10:15:00,-0.200835567149676,15.745
2100,06/05/2022 10:30:00,-0.200687050852633,15.837
2101,06/05/2022 10:45:00,-0.198835547682832,15.894
2102,06/05/2022 11:00:00,-0.212845585037208,15.922
2103,06/05/2022 11:15:00,-0.201251412781396,15.947
2104,06/05/2022 11:30:00,-0.208201975483001,15.989
2105,06/05/2022 11:45:00,-0.2003405128262,16.034
2106,06/05/2022 12:00:00,-0.201330621473152,16.083
2107,06/05/2022 12:15:00,-0.217033744613816,16.056
2108,06/05/2022 12:30:00,-0.202498949676556,16.04
2109,06/05/2022 12:45:00,-0.21155844379617,16.022
2110,06/05/2022 13:00:00,-0.209033666746441,16.018
2111,06/05/2022 13:15:00,-0.212845585037208,16.012
2112,06/05/2022 13:30:00,-0.206043538632645,15.992
2113,06/05/2022 13:45:00,-0.21923178581005,15.968
2114,06/05/2022 14:00:00,-0.202271224687757,15.916
2115,06/05/2022 14:15:00,-0.200419721517956,15.87
2116,06/05/2022 14:30:00,-0.200271205220913,15.824
2117,06/05/2022 14:45:00,-0.193845400102193,15.769
2118,06/05/2022 15:00:00,-0.194795904403267,15.7
2119,06/05/2022 15:15:00,-0.169973880624172,15.619
2120,06/05/2022 15:30:00,-0.177300684611619,15.527
2121,06/05/2022 15:45:00,-0.177795738935095,15.442
2122,06/05/2022 16:00:00,-0.172241229425693,15.354
2123,06/05/2022 16:15:00,-0.171369933816375,15.249
2124,06/05/2022 16:30:00,-0.149429126199911,15.16
2125,06/05/2022 16:45:00,-0.170805571887612,15.078
2126,06/05/2022 17:00:00,-0.148973676222313,15.003
2127,06/05/2022 17:15:00,-0.148488522985307,14.909
2128,06/05/2022 17:30:00,-0.148033073007709,14.813
2129,06/05/2022 17:45:00,-0.143617188442301,14.744
2130,06/05/2022 18:00:00,-0.143874616690509,14.668
2131,06/05/2022 18:15:00,-0.139349820173937,14.605
2132,06/05/2022 18:30:00,-0.146260778529664,14.563
2133,06/05/2022 18:45:00,-0.129755667384969,14.55
2134,06/05/2022 19:00:00,-0.129072492418572,14.559
2135,06/05/2022 19:15:00,-0.137795349598221,14.586
2136,06/05/2022 19:30:00,-0.13179529119769,14.619
2137,06/05/2022 19:45:00,-0.135270572548493,14.649
2138,06/05/2022 20:00:00,-0.151280629369712,14.67
2139,06/05/2022 20:15:00,-0.141389443986658,14.682
2140,06/05/2022 20:30:00,-0.159290608323557,14.691
2141,06/05/2022 20:45:00,-0.14342906779938,14.696
2142,06/05/2022 21:00:00,-0.145844932897944,14.708
2143,06/05/2022 21:15:00,-0.148488522985307,14.728
2144,06/05/2022 21:30:00,-0.15962724526352,14.762
2145,06/05/2022 21:45:00,-0.141874597223665,14.797
2146,06/05/2022 22:00:00,-0.144033034074021,14.843
2147,06/05/2022 22:15:00,-0.152221232584317,14.897
2148,06/05/2022 22:30:00,-0.168617431777847,14.946
2149,06/05/2022 22:45:00,-0.151280629369712,14.997
2150,06/05/2022 23:00:00,-0.158498521405995,15.052
2151,06/05/2022 23:15:00,-0.169409518695409,15.105
2152,06/05/2022 23:30:00,-0.169449123041287,15.148
2153,06/05/2022 23:45:00,-0.161557957125077,15.202
2154,07/05/2022 00:00:00,-0.169934276278294,15.251
2155,07/05/2022 00:15:00,-0.163181735306079,15.291
2156,07/05/2022 00:30:00,-0.171528351199887,15.327
2157,07/05/2022 00:45:00,-0.158151983379561,15.369
2158,07/05/2022 01:00:00,-0.176508597694057,15.402
2159,07/05/2022 01:15:00,-0.173072920689133,15.448
2160,07/05/2022 01:30:00,-0.183647281038584,15.499
2161,07/05/2022 01:45:00,-0.182399744143424,15.546
2162,07/05/2022 02:00:00,-0.183082919109821,15.591
2163,07/05/2022 02:15:00,-0.184518576647902,15.634
2164,07/05/2022 02:30:00,-0.185162147268421,15.678
2165,07/05/2022 02:45:00,-0.176439290088771,15.718
2166,07/05/2022 03:00:00,-0.185162147268421,15.76
2167,07/05/2022 03:15:00,-0.185954234185983,15.791
2168,07/05/2022 03:30:00,-0.190112690503182,15.825
2169,07/05/2022 03:45:00,-0.196568198881312,15.851
2170,07/05/2022 04:00:00,-0.195696903271993,15.877
2171,07/05/2022 04:15:00,-0.197172165155952,15.903
2172,07/05/2022 04:30:00,-0.192904796887588,15.921
2173,07/05/2022 04:45:00,-0.201667258413116,15.943
2174,07/05/2022 05:00:00,-0.198419702051112,15.959
2175,07/05/2022 05:15:00,-0.194152333782748,15.976
2176,07/05/2022 05:30:00,-0.204796001737485,15.992
2177,07/05/2022 05:45:00,-0.203815794177003,16.006
2178,07/05/2022 06:00:00,-0.193469158816351,16.026
2179,07/05/2022 06:15:00,-0.18580571788894,16.041
2180,07/05/2022 06:30:00,-0.205786110384438,16.055
2181,07/05/2022 06:45:00,-0.192112709970026,16.071
2182,07/05/2022 07:00:00,-0.193657279459272,16.08
2183,07/05/2022 07:15:00,-0.201667258413116,16.083
2184,07/05/2022 07:30:00,-0.188033462344582,16.093
2185,07/05/2022 07:45:00,-0.205627693000925,16.099
2186,07/05/2022 08:00:00,-0.199667238946272,16.122
2187,07/05/2022 08:15:00,-0.195132541343231,16.146
2188,07/05/2022 08:30:00,-0.19619195759547,16.164
2189,07/05/2022 08:45:00,-0.199211788968674,16.181
2190,07/05/2022 09:00:00,-0.196637506486598,16.171
2191,07/05/2022 09:15:00,-0.200380117172078,16.137
2192,07/05/2022 09:30:00,-0.192112709970026,16.088
2193,07/05/2022 09:45:00,-0.190597843740189,16.062
2194,07/05/2022 10:00:00,-0.194825607662675,16.034
2195,07/05/2022 10:15:00,-0.187538408021106,16.009
2196,07/05/2022 10:30:00,-0.185993838531861,15.995
2197,07/05/2022 10:45:00,-0.185043334230786,15.962
2198,07/05/2022 11:00:00,-0.1870532547841,15.927
2199,07/05/2022 11:15:00,-0.181983898511704,15.892
2200,07/05/2022 11:30:00,-0.180102692082494,15.912
2201,07/05/2022 11:45:00,-0.174775907561891,15.907
2202,07/05/2022 12:00:00,-0.193241433827552,15.977
2203,07/05/2022 12:15:00,-0.186370079817703,16.038
2204,07/05/2022 12:30:00,-0.183686885384462,16.043
2205,07/05/2022 12:45:00,-0.189201790547986,16.089
2206,07/05/2022 13:00:00,-0.191053293717787,16.128
2207,07/05/2022 13:15:00,-0.200647446506755,16.202
2208,07/05/2022 13:30:00,-0.1870532547841,16.242
2209,07/05/2022 13:45:00,-0.196944440167153,16.272
2210,07/05/2022 14:00:00,-0.197924647727636,16.286
2211,07/05/2022 14:15:00,-0.196756319524232,16.308
2212,07/05/2022 14:30:00,-0.195845419569036,16.301
2213,07/05/2022 14:45:00,-0.197696922738837,16.305
2214,07/05/2022 15:00:00,-0.191805776289471,16.347
2215,07/05/2022 15:15:00,-0.182023502857582,16.324
2216,07/05/2022 15:30:00,-0.179191792127298,16.28
2217,07/05/2022 15:45:00,-0.197964252073514,16.229
2218,07/05/2022 16:00:00,-0.182211623500503,16.213
2219,07/05/2022 16:15:00,-0.180587845319501,16.177
2220,07/05/2022 16:30:00,-0.172617470711535,16.123
2221,07/05/2022 16:45:00,-0.183082919109821,16.062
2222,07/05/2022 17:00:00,-0.17500363255069,15.998
2223,07/05/2022 17:15:00,-0.171597658805174,15.939
2224,07/05/2022 17:30:00,-0.182172019154625,15.867
2225,07/05/2022 17:45:00,-0.157290588856713,15.772
2226,07/05/2022 18:00:00,-0.161251023444522,15.682
2227,07/05/2022 18:15:00,-0.159478728966477,15.615
2228,07/05/2022 18:30:00,-0.14134983964078,15.558
2229,07/05/2022 18:45:00,-0.161102507147479,15.5
2230,07/05/2022 19:00:00,-0.155736118280998,15.431
2231,07/05/2022 19:15:00,-0.148745951233514,15.354
2232,07/05/2022 19:30:00,-0.155468788946321,15.281
2233,07/05/2022 19:45:00,-0.141953805915421,15.228
2234,07/05/2022 20:00:00,-0.144825120991583,15.181
2235,07/05/2022 20:15:00,-0.133983431307455,15.133
2236,07/05/2022 20:30:00,-0.143993429728143,15.096
2237,07/05/2022 20:45:00,-0.129409129358535,15.067
2238,07/05/2022 21:00:00,-0.133607190021613,15.06
2239,07/05/2022 21:15:00,-0.132884410709338,15.07
2240,07/05/2022 21:30:00,-0.132963619401094,15.105
2241,07/05/2022 21:45:00,-0.147161777398391,15.145
2242,07/05/2022 22:00:00,-0.14614196549203,15.185
2243,07/05/2022 22:15:00,-0.146072657886743,15.236
2244,07/05/2022 22:30:00,-0.155439085686912,15.281
2245,07/05/2022 22:45:00,-0.142854804784148,15.311
2246,07/05/2022 23:00:00,-0.154488581385838,15.333
2247,07/05/2022 23:15:00,-0.159963882203484,15.363
2248,07/05/2022 23:30:00,-0.145122153585669,15.387
2249,07/05/2022 23:45:00,-0.154607394423472,15.402
2250,08/05/2022 00:00:00,-0.160686661515759,15.421
2251,08/05/2022 00:15:00,-0.154340065088795,15.437
2252,08/05/2022 00:30:00,-0.157399500807878,15.452
2253,08/05/2022 00:45:00,-0.160953990850436,15.47
2254,08/05/2022 01:00:00,-0.157508412759042,15.473
2255,08/05/2022 01:15:00,-0.150112301166308,15.482
2256,08/05/2022 01:30:00,-0.146330086134951,15.481
2257,08/05/2022 01:45:00,-0.159666849609398,15.485
2258,08/05/2022 02:00:00,-0.160191607192283,15.488
2259,08/05/2022 02:15:00,-0.154567790077594,15.487
2260,08/05/2022 02:30:00,-0.146894448063713,15.491
2261,08/05/2022 02:45:00,-0.153211341231269,15.493
2262,08/05/2022 03:00:00,-0.167290686190931,15.509
2263,08/05/2022 03:15:00,-0.151429145666755,15.52
2264,08/05/2022 03:30:00,-0.159666849609398,15.539
2265,08/05/2022 03:45:00,-0.153211341231269,15.558
2266,08/05/2022 04:00:00,-0.162498560339682,15.578
2267,08/05/2022 04:15:00,-0.150557850057437,15.599
2268,08/05/2022 04:30:00,-0.166617412311004,15.621
2269,08/05/2022 04:45:00,-0.152755891253671,15.646
2270,08/05/2022 05:00:00,-0.173152129380889,15.672
