n,dates,pressure_differential_m,temperature_stream_C
10945,06/08/2022 16:21:21,0.00500802055171209,22.257
10946,06/08/2022 16:36:21,0.00667140307859211,22.29
10947,06/08/2022 16:51:21,0.00871102689131385,22.365
10948,06/08/2022 17:06:21,0.00897835622599097,22.425
10949,06/08/2022 17:21:21,0.00750309434203202,22.438
10950,06/08/2022 17:36:21,0.00625555744687205,22.468
10951,06/08/2022 17:51:21,0.00565159117223114,22.498
10952,06/08/2022 18:06:21,0.00437435101766262,22.505
10953,06/08/2022 18:21:21,0.0044436586229493,22.508
10954,06/08/2022 18:36:21,0.00697833675914737,22.483
10955,06/08/2022 18:51:21,0.0057307998639874,22.468
10956,06/08/2022 19:06:21,0.00562188791282259,22.401
10957,06/08/2022 19:21:21,0.00787933562787395,22.324
10958,06/08/2022 19:36:21,0.0093545975118329,22.239
10959,06/08/2022 19:51:21,0.0108298593957919,22.112
10960,06/08/2022 20:06:21,0.0104140137640718,21.972
10961,06/08/2022 20:21:21,0.0141863277089602,21.789
10962,06/08/2022 20:36:21,0.0153249526529554,21.597
10963,06/08/2022 20:51:21,0.0206517371735588,21.376
10964,06/08/2022 21:06:21,0.0231765142232873,21.164
10965,06/08/2022 21:21:21,0.0231468109638788,20.968
10966,06/08/2022 21:36:21,0.0241270185243616,20.777
10967,06/08/2022 21:51:21,0.0282062661498051,20.594
10968,06/08/2022 22:06:21,0.0307310431995336,20.431
10969,06/08/2022 22:21:21,0.0326221507152124,20.289
10970,06/08/2022 22:36:21,0.0330379963469324,20.167
10971,06/08/2022 22:51:21,0.0349687082084894,20.054
10972,06/08/2022 23:06:21,0.0397608340597388,19.945
10973,06/08/2022 23:21:21,0.0392657797362625,19.86
10974,06/08/2022 23:36:21,0.0395331090709396,19.766
10975,06/08/2022 23:51:21,0.0397212297138607,19.697
10976,07/08/2022 00:06:21,0.0404440090261358,19.612
10977,07/08/2022 00:21:21,0.0413846122407405,19.53
10978,07/08/2022 00:36:21,0.0437311697340175,19.444
10979,07/08/2022 00:51:21,0.0440282023281031,19.355
10980,07/08/2022 01:06:21,0.045800496806148,19.249
10981,07/08/2022 01:21:21,0.0475034836789059,19.144
10982,07/08/2022 01:36:21,0.0479589336565039,19.014
10983,07/08/2022 01:51:21,0.048790624919944,18.892
10984,07/08/2022 02:06:21,0.0523352138760332,18.762
10985,07/08/2022 02:21:21,0.0528698725453875,18.632
10986,07/08/2022 02:36:21,0.0537708714141141,18.497
10987,07/08/2022 02:51:21,0.0560778245615129,18.374
10988,07/08/2022 03:06:21,0.05759269079135,18.252
10989,07/08/2022 03:21:21,0.0603451928298775,18.118
10990,07/08/2022 03:36:21,0.0634838372407165,17.987
10991,07/08/2022 03:51:21,0.0646521654441202,17.882
10992,07/08/2022 04:06:21,0.0643452317635649,17.769
10993,07/08/2022 04:21:21,0.0664640642680429,17.653
10994,07/08/2022 04:36:21,0.0661967349333658,17.541
10995,07/08/2022 04:51:21,0.067751205509081,17.424
10996,07/08/2022 05:06:21,0.0694442912953694,17.32
10997,07/08/2022 05:21:21,0.0697908293218027,17.22
10998,07/08/2022 05:36:21,0.0725829357062084,17.135
10999,07/08/2022 05:51:21,0.0717116400968903,17.048
11000,07/08/2022 06:06:21,0.074434438876009,16.984
11001,07/08/2022 06:21:21,0.0732265063267272,16.926
11002,07/08/2022 06:36:21,0.073335418277892,16.871
11003,07/08/2022 06:51:21,0.0720185737774453,16.839
11004,07/08/2022 07:06:21,0.073335418277892,16.82
11005,07/08/2022 07:21:21,0.0725433313603302,16.82
11006,07/08/2022 07:36:21,0.075909700759968,16.823
11007,07/08/2022 07:51:21,0.0798701353477773,16.801
11008,07/08/2022 08:06:21,0.0832365047474152,16.856
11009,07/08/2022 08:21:21,0.0826721428186525,16.924
11010,07/08/2022 08:36:21,0.0840681960108551,17.006
11011,07/08/2022 08:51:21,0.0817216385175782,17.109
11012,07/08/2022 09:06:21,0.0815335178746573,17.278
11013,07/08/2022 09:21:21,0.0799097396936554,17.479
11014,07/08/2022 09:36:21,0.0772265452604146,17.638
11015,07/08/2022 09:51:21,0.0733057150184834,17.871
11016,07/08/2022 10:06:21,0.0697116206300465,18.128
11017,07/08/2022 10:21:21,0.0663848555762866,18.36
11018,07/08/2022 10:36:21,0.0632165079060393,18.64
11019,07/08/2022 10:51:21,0.0514738193531848,18.924
11020,07/08/2022 11:06:21,0.0412757002895757,19.161
11021,07/08/2022 11:21:21,0.0284339911386041,19.457
11022,07/08/2022 11:36:21,0.0197408372183627,19.67
11023,07/08/2022 11:51:21,0.0103348050723155,19.952
11024,07/08/2022 12:06:21,0.00452286731470557,20.18
11025,07/08/2022 12:21:21,-0.000952433502940821,20.423
11026,07/08/2022 12:36:21,-0.00511088982014056,20.592
11027,07/08/2022 12:51:21,-0.00737823862166151,20.822
11028,07/08/2022 13:06:21,-0.009110928753828,21.009
11029,07/08/2022 13:21:21,-0.0103188613031098,21.227
11030,07/08/2022 13:36:21,-0.0113782775553487,21.419
11031,07/08/2022 13:51:21,-0.0122891775105449,21.609
11032,07/08/2022 14:06:21,-0.0109228275777507,21.798
11033,07/08/2022 14:21:21,-0.00971489502846891,21.966
11034,07/08/2022 14:36:21,-0.010358465648988,22.109
11035,07/08/2022 14:51:21,-0.00925944505087094,22.23
11036,07/08/2022 15:06:21,-0.00744754622694819,22.327
11037,07/08/2022 15:21:21,-0.0071505136328623,22.407
11038,07/08/2022 15:36:21,-0.00590297673770256,22.495
11039,07/08/2022 15:51:21,-0.00363562793618161,22.579
11040,07/08/2022 16:06:21,-0.00103164219469709,22.648
11041,07/08/2022 16:21:21,-0.00132867478878275,22.715
11042,07/08/2022 16:36:21,0.000176290354584749,22.809
11043,07/08/2022 16:51:21,0.00395850538594278,22.844
11044,07/08/2022 17:06:21,0.00256245219373987,22.901
11045,07/08/2022 17:21:21,0.00233472720494089,22.931
11046,07/08/2022 17:36:21,0.00173076093029997,22.944
11047,07/08/2022 17:51:21,0.000928772926268608,22.958
11048,07/08/2022 18:06:21,0.00236443046434943,22.967
11049,07/08/2022 18:21:21,0.00244363915610569,22.938
11050,07/08/2022 18:36:21,0.00437435101766262,22.92
11051,07/08/2022 18:51:21,0.00342384671658832,22.902
11052,07/08/2022 19:06:21,0.0036119673595094,22.841
11053,07/08/2022 19:21:21,0.00629516179275019,22.791
11054,07/08/2022 19:36:21,0.00602783245807307,22.712
11055,07/08/2022 19:51:21,0.0068991280673911,22.597
11056,07/08/2022 20:06:21,0.00871102689131385,22.464
11057,07/08/2022 20:21:21,0.011097188730469,22.292
11058,07/08/2022 20:36:21,0.0145328657353934,22.093
11059,07/08/2022 20:51:21,0.0155130732958763,21.882
11060,07/08/2022 21:06:21,0.0176319058003543,21.672
11061,07/08/2022 21:21:21,0.0207606491247237,21.463
11062,07/08/2022 21:36:21,0.0223151197004389,21.258
11063,07/08/2022 21:51:21,0.0242755348214043,21.067
11064,07/08/2022 22:06:21,0.026275554288248,20.89
11065,07/08/2022 22:21:21,0.0298696486766849,20.72
11066,07/08/2022 22:36:21,0.030701339940125,20.577
11067,07/08/2022 22:51:21,0.0318696681435287,20.442
11068,07/08/2022 23:06:21,0.0330379963469324,20.318
11069,07/08/2022 23:21:21,0.0342459288962143,20.208
11070,07/08/2022 23:36:21,0.0348102908249771,20.107
11071,07/08/2022 23:51:21,0.0358003994719295,20.007
11072,08/08/2022 00:06:21,0.038632110202213,19.905
11073,08/08/2022 00:21:21,0.0381370558787369,19.799
11074,08/08/2022 00:36:21,0.0397608340597388,19.726
11075,08/08/2022 00:51:21,0.0401370753455805,19.625
11076,08/08/2022 01:06:21,0.0411964915978196,19.517
11077,08/08/2022 01:21:21,0.0433153241022976,19.396
11078,08/08/2022 01:36:21,0.0449688055427078,19.265
11079,08/08/2022 01:51:21,0.045196530531507,19.138
11080,08/08/2022 02:06:21,0.0483747792882239,18.992
11081,08/08/2022 02:21:21,0.0497708324804266,18.861
11082,08/08/2022 02:36:21,0.0520381812819476,18.733
11083,08/08/2022 02:51:21,0.0547213757151884,18.598
11084,08/08/2022 03:06:21,0.054790683320475,18.458
11085,08/08/2022 03:21:21,0.0581174483742349,18.322
11086,08/08/2022 03:36:21,0.057137240813752,18.183
11087,08/08/2022 03:51:21,0.0618204547138364,18.059
11088,08/08/2022 04:06:21,0.0640878035153574,17.92
11089,08/08/2022 04:21:21,0.063968990477723,17.788
11090,08/08/2022 04:36:21,0.0654442523616819,17.662
11091,08/08/2022 04:51:21,0.067751205509081,17.531
11092,08/08/2022 05:06:21,0.0677908098549589,17.411
11093,08/08/2022 05:21:21,0.0683551717837219,17.296
11094,08/08/2022 05:36:21,0.0696720162841684,17.195
11095,08/08/2022 05:51:21,0.0711076738222494,17.107
11096,08/08/2022 06:06:21,0.0717116400968903,17.031
11097,08/08/2022 06:21:21,0.0709987618710846,16.973
11098,08/08/2022 06:36:21,0.0738304726013681,16.918
11099,08/08/2022 06:51:21,0.073107693289093,16.888
11100,08/08/2022 07:06:21,0.0730383856838063,16.875
11101,08/08/2022 07:21:21,0.0736423519584472,16.875
11102,08/08/2022 07:36:21,0.0748898888536072,16.887
11103,08/08/2022 07:51:21,0.0774938745950917,16.897
11104,08/08/2022 08:06:21,0.0796424103589783,16.951
11105,08/08/2022 08:21:21,0.0813850015776144,17.009
11106,08/08/2022 08:36:21,0.0810780678970591,17.094
11107,08/08/2022 08:51:21,0.0800978603365765,17.225
11108,08/08/2022 09:06:21,0.0794938940619356,17.353
11109,08/08/2022 09:21:21,0.0778305115350555,17.561
11110,08/08/2022 09:36:21,0.07420671388721,17.754
11111,08/08/2022 09:51:21,0.0708502455740416,17.981
11112,08/08/2022 10:06:21,0.0672165468397266,18.268
11113,08/08/2022 10:21:21,0.0625729372855203,18.488
11114,08/08/2022 10:36:21,0.0581966570659909,18.778
11115,08/08/2022 10:51:21,0.0478104173594612,19.071
11116,08/08/2022 11:06:21,0.0354538614454961,19.331
11117,08/08/2022 11:21:21,0.0235923598550072,19.597
11118,08/08/2022 11:36:21,0.0157804026305534,19.842
11119,08/08/2022 11:51:21,0.00852290624839278,20.043
11120,08/08/2022 12:06:21,0.000819860975103798,20.309
11121,08/08/2022 12:21:21,-0.00496237352309784,20.551
11122,08/08/2022 12:36:21,-0.00344750729326075,20.774
11123,08/08/2022 12:51:21,-0.00605149303474528,21.015
11124,08/08/2022 13:06:21,-0.00507128547426243,21.243
11125,08/08/2022 13:21:21,-0.00454652789137778,21.439
11126,08/08/2022 13:36:21,-0.00394256161673686,21.633
11127,08/08/2022 13:51:21,-0.00419998986494439,21.863
11128,08/08/2022 14:06:21,-0.0040910779137798,22.025
11129,08/08/2022 14:21:21,-0.00216036605222265,22.175
11130,08/08/2022 14:36:21,-0.0019722454093018,22.341
11131,08/08/2022 14:51:21,-0.00276433232686357,22.47
11132,08/08/2022 15:06:21,-0.00363562793618161,22.571
11133,08/08/2022 15:21:21,-0.00159600412345987,22.654
11134,08/08/2022 15:36:21,-0.000199950931257181,22.732
11135,08/08/2022 15:51:21,0.00531495423226734,22.809
11136,08/08/2022 16:06:21,0.00373078039714357,22.889
11137,08/08/2022 16:21:21,0.00312681412250266,22.977
11138,08/08/2022 16:36:21,0.00716645740206822,23.018
11139,08/08/2022 16:51:21,0.00769121498495287,23.096
11140,08/08/2022 17:06:21,0.00682982046210443,23.148
11141,08/08/2022 17:21:21,0.00508722924346835,23.219
11142,08/08/2022 17:36:21,0.00354265975422272,23.289
11143,08/08/2022 17:51:21,0.0041070216829855,23.349
11144,08/08/2022 18:06:21,0.00350305540834459,23.373
11145,08/08/2022 18:21:21,0.00433474667178449,23.382
11146,08/08/2022 18:36:21,0.00312681412250266,23.391
11147,08/08/2022 18:51:21,0.0032753304195456,23.378
11148,08/08/2022 19:06:21,0.00414662602886364,23.355
11149,08/08/2022 19:21:21,0.00489910860054728,23.325
11150,08/08/2022 19:36:21,0.00558228356694446,23.264
11151,08/08/2022 19:51:21,0.00679021611622629,23.177
11152,08/08/2022 20:06:21,0.00735457804498908,23.048
11153,08/08/2022 20:21:21,0.0115427376215976,22.895
11154,08/08/2022 20:36:21,0.0129783951596784,22.73
11155,08/08/2022 20:51:21,0.0149487113671135,22.562
11156,08/08/2022 21:06:21,0.0161962482622734,22.381
11157,08/08/2022 21:21:21,0.01959232092132,22.194
11158,08/08/2022 21:36:21,0.0198200459101189,22.006
11159,08/08/2022 21:51:21,0.0217804610310844,21.83
11160,08/08/2022 22:06:21,0.0254042586789299,21.658
11161,08/08/2022 22:21:21,0.0275626955292861,21.494
11162,08/08/2022 22:36:21,0.0270280368599318,21.358
11163,08/08/2022 22:51:21,0.0288795400297327,21.233
11164,08/08/2022 23:06:21,0.0313746138200526,21.135
11165,08/08/2022 23:21:21,0.0298993519360937,21.047
11166,08/08/2022 23:36:21,0.0322459094293707,20.953
11167,08/08/2022 23:51:21,0.0316815475006077,20.88
11168,09/08/2022 00:06:21,0.0340974125991713,20.807
11169,09/08/2022 00:21:21,0.035038015813776,20.74
11170,09/08/2022 00:36:21,0.0327013594069686,20.671
11171,09/08/2022 00:51:21,0.0347805875655685,20.588
11172,09/08/2022 01:06:21,0.0360974320660152,20.513
11173,09/08/2022 01:21:21,0.0370380352806199,20.433
11174,09/08/2022 01:36:21,0.0357607951260514,20.354
11175,09/08/2022 01:51:21,0.0380974515328588,20.266
11176,09/08/2022 02:06:21,0.0386618134616215,20.153
11177,09/08/2022 02:21:21,0.0405925253231787,20.048
11178,09/08/2022 02:36:21,0.0424836328388577,19.924
11179,09/08/2022 02:51:21,0.0425232371847356,19.795
11180,09/08/2022 03:06:21,0.0458401011520259,19.652
11181,09/08/2022 03:21:21,0.0455430685579402,19.524
11182,09/08/2022 03:36:21,0.047354967381863,19.387
11183,09/08/2022 03:51:21,0.0495431074916276,19.246
11184,09/08/2022 04:06:21,0.0513154019696723,19.117
11185,09/08/2022 04:21:21,0.0534342344741503,18.982
11186,09/08/2022 04:36:21,0.0542659257375902,18.855
11187,09/08/2022 04:51:21,0.0566817908361538,18.726
11188,09/08/2022 05:06:21,0.057820415780149,18.594
11189,09/08/2022 05:21:21,0.0605729178186765,18.478
11190,09/08/2022 05:36:21,0.0611768840933174,18.372
11191,09/08/2022 05:51:21,0.0618600590597146,18.276
11192,09/08/2022 06:06:21,0.0622363003455565,18.195
11193,09/08/2022 06:21:21,0.0634838372407165,18.128
11194,09/08/2022 06:36:21,0.0634046285489602,18.075
11195,09/08/2022 06:51:21,0.0644244404553212,18.039
11196,09/08/2022 07:06:21,0.0628402666201974,18.002
11197,09/08/2022 07:21:21,0.0644244404553212,17.992
11198,09/08/2022 07:36:21,0.0681274467949227,17.999
11199,09/08/2022 07:51:21,0.0721274857286101,18.021
11200,09/08/2022 08:06:21,0.073751263909612,18.029
11201,09/08/2022 08:21:21,0.0762463376999318,18.068
11202,09/08/2022 08:36:21,0.0764344583428528,18.155
11203,09/08/2022 08:51:21,0.075681975771169,18.253
11204,09/08/2022 09:06:21,0.0754146464364919,18.414
11205,09/08/2022 09:21:21,0.0733750226237701,18.553
11206,09/08/2022 09:36:21,0.0710383662169627,18.715
11207,09/08/2022 09:51:21,0.0697512249759246,18.897
11208,09/08/2022 10:06:21,0.0652561317187611,19.172
11209,09/08/2022 10:21:21,0.0627610579284412,19.402
11210,09/08/2022 10:36:21,0.058612502697711,19.723
11211,09/08/2022 10:51:21,0.0472361543442288,19.998
11212,09/08/2022 11:06:21,0.0339488963021286,20.293
11213,09/08/2022 11:21:21,0.0227309653321587,20.527
11214,09/08/2022 11:36:21,0.0127605712573488,20.851
11215,09/08/2022 11:51:21,0.00331493476542373,21.132
11216,09/08/2022 12:06:21,-0.00121976283761794,21.366
11217,09/08/2022 12:21:21,-0.00620991041825759,21.621
11218,09/08/2022 12:36:21,-0.0117149144953125,21.863
11219,09/08/2022 12:51:21,-0.0166654577300743,22.108
11220,09/08/2022 13:06:21,-0.0189724108774731,22.339
11221,09/08/2022 13:21:21,-0.0225566041794405,22.531
11222,09/08/2022 13:36:21,-0.021051639036073,22.7
11223,09/08/2022 13:51:21,-0.0213090672842807,22.91
11224,09/08/2022 14:06:21,-0.0178040826740694,23.049
11225,09/08/2022 14:21:21,-0.0166258533841961,23.217
11226,09/08/2022 14:36:21,-0.0149723719437857,23.366
11227,09/08/2022 14:51:21,-0.0131901763792715,23.501
11228,09/08/2022 15:06:21,-0.0111505525665497,23.614
11229,09/08/2022 15:21:21,-0.0102792569572317,23.707
11230,09/08/2022 15:36:21,-0.00605149303474528,23.791
11231,09/08/2022 15:51:21,-0.00193264106342367,23.878
11232,09/08/2022 16:06:21,-0.00155639977758174,23.955
11233,09/08/2022 16:21:21,-0.000695005254733289,24.056
11234,09/08/2022 16:36:21,0.00194858483262937,24.127
11235,09/08/2022 16:51:21,0.00202779352438563,24.192
11236,09/08/2022 17:06:21,0.00104758596390279,24.253
11237,09/08/2022 17:21:21,0.00183967288146478,24.32
11238,09/08/2022 17:36:21,0.000819860975103798,24.356
11239,09/08/2022 17:51:21,0.00112679465565905,24.401
11240,09/08/2022 18:06:21,0.00104758596390279,24.43
11241,09/08/2022 18:21:21,0.00134461855798845,24.462
11242,09/08/2022 18:36:21,0.00154264028737889,24.466
11243,09/08/2022 18:51:21,0.00233472720494089,24.459
11244,09/08/2022 19:06:21,0.00342384671658832,24.437
11245,09/08/2022 19:21:21,0.00550307487518819,24.397
11246,09/08/2022 19:36:21,0.00535455857814547,24.332
11247,09/08/2022 19:51:21,0.00701794110502528,24.24
11248,09/08/2022 20:06:21,0.00879023558307012,24.071
11249,09/08/2022 20:21:21,0.00924568556066809,23.933
11250,09/08/2022 20:36:21,0.0139685038066306,23.764
11251,09/08/2022 20:51:21,0.0172160601686342,23.596
11252,09/08/2022 21:06:21,0.018196267729117,23.412
11253,09/08/2022 21:21:21,0.0205329241359247,23.229
11254,09/08/2022 21:36:21,0.0229190859750798,23.034
11255,09/08/2022 21:51:21,0.0263547629800042,22.859
11256,09/08/2022 22:06:21,0.0274834868375298,22.693
11257,09/08/2022 22:21:21,0.0288795400297327,22.54
11258,09/08/2022 22:36:21,0.0316419431547297,22.402
11259,09/08/2022 22:51:21,0.0311468888312534,22.28
11260,09/08/2022 23:06:21,0.0355726744831303,22.161
11261,09/08/2022 23:21:21,0.0360182233742589,22.061
11262,09/08/2022 23:36:21,0.0359489157689722,21.969
11263,09/08/2022 23:51:21,0.0355726744831303,21.885
11264,10/08/2022 00:06:21,0.038176660224615,21.807
11265,10/08/2022 00:21:21,0.039424197119775,21.734
11266,10/08/2022 00:36:21,0.0408895579172644,21.654
11267,10/08/2022 00:51:21,0.0419885785153814,21.567
11268,10/08/2022 01:06:21,0.0438004773393041,21.473
11269,10/08/2022 01:21:21,0.0442163229710242,21.384
11270,10/08/2022 01:36:21,0.0462559467837459,21.305
11271,10/08/2022 01:51:21,0.0473153630359851,21.212
11272,10/08/2022 02:06:21,0.0488995368711086,21.12
11273,10/08/2022 02:21:21,0.0498104368263048,21.003
11274,10/08/2022 02:36:21,0.0510579737214647,20.902
11275,10/08/2022 02:51:21,0.0516619399961057,20.796
11276,10/08/2022 03:06:21,0.0530183888424304,20.688
11277,10/08/2022 03:21:21,0.0549491007039874,20.576
11278,10/08/2022 03:36:21,0.0574342734078377,20.449
11279,10/08/2022 03:51:21,0.0580778440283568,20.344
11280,10/08/2022 04:06:21,0.0586422059571195,20.214
11281,10/08/2022 04:21:21,0.0618204547138364,20.079
11282,10/08/2022 04:36:21,0.0624640253343555,19.951
11283,10/08/2022 04:51:21,0.0640085948236011,19.827
11284,10/08/2022 05:06:21,0.065632373004603,19.719
11285,10/08/2022 05:21:21,0.0668007012080067,19.612
11286,10/08/2022 05:36:21,0.0682363587460875,19.509
11287,10/08/2022 05:51:21,0.0678997218061237,19.427
11288,10/08/2022 06:06:21,0.0680482381031667,19.347
11289,10/08/2022 06:21:21,0.0714839151080911,19.267
11290,10/08/2022 06:36:21,0.0701670706076447,19.227
11291,10/08/2022 06:51:21,0.0718700574804026,19.19
11292,10/08/2022 07:06:21,0.0716027281457255,19.166
11293,10/08/2022 07:21:21,0.0732265063267272,19.161
11294,10/08/2022 07:36:21,0.0744740432218872,19.166
11295,10/08/2022 07:51:21,0.0794542897160574,19.181
11296,10/08/2022 08:06:21,0.0829691754127381,19.209
11297,10/08/2022 08:21:21,0.083800866676178,19.251
11298,10/08/2022 08:36:21,0.083800866676178,19.306
11299,10/08/2022 08:51:21,0.0836127460332572,19.383
11300,10/08/2022 09:06:21,0.0822860004463409,19.517
11301,10/08/2022 09:21:21,0.0815335178746573,19.704
11302,10/08/2022 09:36:21,0.0797612233966127,19.854
11303,10/08/2022 09:51:21,0.0785532908473308,20.079
11304,10/08/2022 10:06:21,0.0762067333540539,20.32
11305,10/08/2022 10:21:21,0.068206655486679,20.595
11306,10/08/2022 10:36:21,0.0661274273280791,20.881
11307,10/08/2022 10:51:21,0.0555827702380368,21.127
11308,10/08/2022 11:06:21,0.0446717729486222,21.397
11309,10/08/2022 11:21:21,0.0329983920010543,21.682
11310,10/08/2022 11:36:21,0.0241666228702395,21.927
11311,10/08/2022 11:51:21,0.0147209863783145,22.169
11312,10/08/2022 12:06:21,0.00995856378647382,22.461
11313,10/08/2022 12:21:21,0.00467138361174829,22.751
11314,10/08/2022 12:36:21,-0.000160346585379049,22.941
11315,10/08/2022 12:51:21,-0.00480395613958531,23.162
11316,10/08/2022 13:06:21,-0.00823963314450996,23.375
11317,10/08/2022 13:21:21,-0.0119426394841117,23.579
11318,10/08/2022 13:36:21,-0.0139525600374249,23.772
11319,10/08/2022 13:51:21,-0.0172001163994285,23.957
11320,10/08/2022 14:06:21,-0.0199130140920778,24.13
11321,10/08/2022 14:21:21,-0.0214278803219149,24.306
11322,10/08/2022 14:36:21,-0.0251704910073946,24.466
11323,10/08/2022 14:51:21,-0.0273190267712811,24.596
11324,10/08/2022 15:06:21,-0.0287546843093622,24.683
11325,10/08/2022 15:21:21,-0.028526959320563,24.791
11326,10/08/2022 15:36:21,-0.0295863755728021,24.857
11327,10/08/2022 15:51:21,-0.0258041605414443,24.922
11328,10/08/2022 16:06:21,-0.0271705104742384,25.012
11329,10/08/2022 16:21:21,-0.0269823898313173,25.084
11330,10/08/2022 16:36:21,-0.0273982354630374,25.155
11331,10/08/2022 16:51:21,-0.0267546648425184,25.208
11332,10/08/2022 17:06:21,-0.0275071474142022,25.277
11333,10/08/2022 17:21:21,-0.0292101342869602,25.318
11334,10/08/2022 17:36:21,-0.0306061874791631,25.36
11335,10/08/2022 17:51:21,-0.0288338930011182,25.393
11336,10/08/2022 18:06:21,-0.0300418255504001,25.38
11337,10/08/2022 18:21:21,-0.0299230125127659,25.389
11338,10/08/2022 18:36:21,-0.0308735168138402,25.395
11339,10/08/2022 18:51:21,-0.0309428244191266,25.381
11340,10/08/2022 19:06:21,-0.0311309450620477,25.36
11341,10/08/2022 19:21:21,-0.0302695505391993,25.346
11342,10/08/2022 19:36:21,-0.0301111331556867,25.299
11343,10/08/2022 19:51:21,-0.0281507180347213,25.21
11344,10/08/2022 20:06:21,-0.0267942691883965,25.069
11345,10/08/2022 20:21:21,-0.0245566236462843,24.913
11346,10/08/2022 20:36:21,-0.022071450942434,24.726
11347,10/08/2022 20:51:21,-0.0201011347349989,24.542
11348,10/08/2022 21:06:21,-0.0167446664218305,24.359
11349,10/08/2022 21:21:21,-0.0170813033617943,24.183
11350,10/08/2022 21:36:21,-0.0132693850710277,23.982
11351,10/08/2022 21:51:21,-0.0110416406153851,23.788
11352,10/08/2022 22:06:21,-0.00733863427578338,23.59
11353,10/08/2022 22:21:21,-0.00544752676010436,23.42
11354,10/08/2022 22:36:21,-0.00223957474397892,23.256
11355,10/08/2022 22:51:21,-0.000576192217098891,23.117
11356,10/08/2022 23:06:21,0.000443619689261869,22.989
11357,10/08/2022 23:21:21,0.00150303594150098,22.875
11358,10/08/2022 23:36:21,0.00387929669418652,22.766
11359,10/08/2022 23:51:21,0.00387929669418652,22.667
11360,11/08/2022 00:06:21,0.00535455857814547,22.571
11361,11/08/2022 00:21:21,0.00667140307859211,22.468
11362,11/08/2022 00:36:21,0.00693873241326924,22.372
11363,11/08/2022 00:51:21,0.00833478560547193,22.286
11364,11/08/2022 01:06:21,0.00799814866550813,22.208
11365,11/08/2022 01:21:21,0.00995856378647382,22.109
11366,11/08/2022 01:36:21,0.011740759350988,22.024
11367,11/08/2022 01:51:21,0.0128298788626355,21.936
11368,11/08/2022 02:06:21,0.0148001950700705,21.821
11369,11/08/2022 02:21:21,0.015206139615321,21.703
11370,11/08/2022 02:36:21,0.0167606101910362,21.578
11371,11/08/2022 02:51:21,0.0202358915418388,21.437
11372,11/08/2022 03:06:21,0.0209091654217664,21.31
11373,11/08/2022 03:21:21,0.0235923598550072,21.172
11374,11/08/2022 03:36:21,0.0251468304307224,21.036
11375,11/08/2022 03:51:21,0.0280181455068842,20.886
11376,11/08/2022 04:06:21,0.0311072844853755,20.726
11377,11/08/2022 04:21:21,0.0311864931771316,20.594
11378,11/08/2022 04:36:21,0.0338696876103723,20.464
11379,11/08/2022 04:51:21,0.0358003994719295,20.324
11380,11/08/2022 05:06:21,0.0376816059011389,20.202
11381,11/08/2022 05:21:21,0.0401370753455805,20.082
11382,11/08/2022 05:36:21,0.0400677677402938,19.972
11383,11/08/2022 05:51:21,0.0427113578276567,19.85
11384,11/08/2022 06:06:21,0.0441074110198594,19.775
11385,11/08/2022 06:21:21,0.0447509816403784,19.711
11386,11/08/2022 06:36:21,0.0453846511744279,19.655
11387,11/08/2022 06:51:21,0.0459193098437821,19.598
11388,11/08/2022 07:06:21,0.0475826923706622,19.576
11389,11/08/2022 07:21:21,0.0483351749423458,19.549
11390,11/08/2022 07:36:21,0.0522263019248684,19.545
11391,11/08/2022 07:51:21,0.055166924606317,19.561
11392,11/08/2022 08:06:21,0.0582659646712776,19.595
11393,11/08/2022 08:21:21,0.0599689515440355,19.631
11394,11/08/2022 08:36:21,0.0601966765328348,19.664
11395,11/08/2022 08:51:21,0.0635531448460031,19.796
11396,11/08/2022 09:06:21,0.0629194753119537,19.935
11397,11/08/2022 09:21:21,0.0626917503231545,20.054
11398,11/08/2022 09:36:21,0.0610679721421528,20.225
11399,11/08/2022 09:51:21,0.0592164689723519,20.482
11400,11/08/2022 10:06:21,0.0572857571107948,20.705
11401,11/08/2022 10:21:21,0.0537015638088274,20.926
11402,11/08/2022 10:36:21,0.0494341955404628,21.167
11403,11/08/2022 10:51:21,0.0413054035489844,21.501
11404,11/08/2022 11:06:21,0.0275626955292861,21.804
11405,11/08/2022 11:21:21,0.0181566633832389,22.045
11406,11/08/2022 11:36:21,0.00841399429722819,22.275
11407,11/08/2022 11:51:21,-5.14346342142389e-05,22.57
11408,11/08/2022 12:06:21,-0.00575446044065961,22.841
11409,11/08/2022 12:21:21,-0.0106257949836651,23.031
11410,11/08/2022 12:36:21,-0.0151604925867068,23.303
11411,11/08/2022 12:51:21,-0.0188535978398389,23.475
11412,11/08/2022 13:06:21,-0.0219526379047996,23.68
11413,11/08/2022 13:21:21,-0.0249724692780042,23.863
11414,11/08/2022 13:36:21,-0.0285665636664411,24.035
11415,11/08/2022 13:51:21,-0.0287942886552403,24.193
11416,11/08/2022 14:06:21,-0.0310913407161696,24.354
11417,11/08/2022 14:21:21,-0.0298537049074792,24.465
11418,11/08/2022 14:36:21,-0.029319046238125,24.623
11419,11/08/2022 14:51:21,-0.0267942691883965,24.729
11420,11/08/2022 15:06:21,-0.0236556247775577,24.845
11421,11/08/2022 15:21:21,-0.019576377152114,24.945
11422,11/08/2022 15:36:21,-0.0164377327412753,25.003
11423,11/08/2022 15:51:21,-0.0134575057139488,25.084
