#,dates,pressure_differential_m,temperature_stream_C
1,18/05/2017 15:30:00,-0.047109539,15.499
2,18/05/2017 15:45:00,-0.077664836,15.499
3,18/05/2017 16:00:00,-0.076468683,15.533
4,18/05/2017 16:15:00,-0.073834035,15.554
5,18/05/2017 16:30:00,-0.070289229,15.613
6,18/05/2017 16:45:00,-0.063433933,15.697
7,18/05/2017 17:00:00,-0.057478498,15.776
8,18/05/2017 17:15:00,-0.051750583,15.794
9,18/05/2017 17:30:00,-0.042879842,15.812
10,18/05/2017 17:45:00,-0.058728279,15.797
11,18/05/2017 18:00:00,-0.064943383,15.772
12,18/05/2017 18:15:00,-0.066131491,15.752
13,18/05/2017 18:30:00,-0.066427127,15.749
14,18/05/2017 18:45:00,-0.07182274,15.733
15,18/05/2017 19:00:00,-0.071583282,15.755
16,18/05/2017 19:15:00,-0.074538672,16.175
17,18/05/2017 19:30:00,-0.075467307,16.304
18,18/05/2017 19:45:00,-0.073082542,16.522
19,18/05/2017 20:00:00,-0.076111626,16.311
20,18/05/2017 20:15:00,-0.0772258,15.737
21,18/05/2017 20:30:00,-0.078033095,15.497
22,18/05/2017 20:45:00,-0.077885265,15.409
23,18/05/2017 21:00:00,-0.0787043,15.317
24,18/05/2017 21:15:00,-0.079727661,15.22
25,18/05/2017 21:30:00,-0.080292752,15.128
26,18/05/2017 21:45:00,-0.079864307,15.042
27,18/05/2017 22:00:00,-0.080978917,14.958
28,18/05/2017 22:15:00,-0.081004124,14.889
29,18/05/2017 22:30:00,-0.081497061,14.822
30,18/05/2017 22:45:00,-0.081760004,14.765
31,18/05/2017 23:00:00,-0.081980069,14.722
32,18/05/2017 23:15:00,-0.081922594,14.679
33,18/05/2017 23:30:00,-0.082828023,14.628
34,18/05/2017 23:45:00,-0.083167079,14.569
35,19/05/2017 00:00:00,-0.083326532,14.496
36,19/05/2017 00:15:00,-0.083438616,14.418
37,19/05/2017 00:30:00,-0.083589141,14.334
38,19/05/2017 00:45:00,-0.083564735,14.241
39,19/05/2017 01:00:00,-0.083683089,14.156
40,19/05/2017 01:15:00,-0.08385662,14.068
41,19/05/2017 01:30:00,-0.084092543,13.984
42,19/05/2017 01:45:00,-0.084309953,13.904
43,19/05/2017 02:00:00,-0.084452552,13.831
44,19/05/2017 02:15:00,-0.083591796,13.766
45,19/05/2017 02:30:00,-0.084717934,13.703
46,19/05/2017 02:45:00,-0.085003646,13.648
47,19/05/2017 03:00:00,-0.084568865,13.599
48,19/05/2017 03:15:00,-0.084892186,13.559
49,19/05/2017 03:30:00,-0.085162519,13.514
50,19/05/2017 03:45:00,-0.08526064,13.467
51,19/05/2017 04:00:00,-0.085348177,13.413
52,19/05/2017 04:15:00,-0.085508988,13.353
53,19/05/2017 04:30:00,-0.0840281,13.285
54,19/05/2017 04:45:00,-0.085667743,13.222
55,19/05/2017 05:00:00,-0.085271227,13.162
56,19/05/2017 05:15:00,-0.085617612,13.126
57,19/05/2017 05:30:00,-0.085817988,13.06
58,19/05/2017 05:45:00,-0.086126648,12.993
59,19/05/2017 06:00:00,-0.086174738,12.942
60,19/05/2017 06:15:00,-0.086260617,12.892
61,19/05/2017 06:30:00,-0.086288896,12.84
62,19/05/2017 06:45:00,-0.085742756,12.794
63,19/05/2017 07:00:00,-0.086390395,12.755
64,19/05/2017 07:15:00,-0.086497563,12.716
65,19/05/2017 07:30:00,-0.086539322,12.683
66,19/05/2017 07:45:00,-0.086599059,12.65
67,19/05/2017 08:00:00,-0.086636261,12.628
68,19/05/2017 08:15:00,-0.086665185,12.607
69,19/05/2017 08:30:00,-0.086646029,12.58
70,19/05/2017 08:45:00,-0.086704167,12.559
71,19/05/2017 09:00:00,-0.086694882,12.557
72,19/05/2017 09:15:00,-0.086638459,12.582
73,19/05/2017 09:30:00,-0.085733751,12.577
74,19/05/2017 09:45:00,-0.086602092,12.564
75,19/05/2017 10:00:00,-0.086707123,12.56
76,19/05/2017 10:15:00,-0.086693341,12.577
77,19/05/2017 10:30:00,-0.086621125,12.613
78,19/05/2017 10:45:00,-0.086524484,12.651
79,19/05/2017 11:00:00,-0.08653299,12.701
80,19/05/2017 11:15:00,-0.086488455,12.719
81,19/05/2017 11:30:00,-0.086535828,12.705
82,19/05/2017 11:45:00,-0.086468943,12.701
83,19/05/2017 12:00:00,-0.086450788,12.696
84,19/05/2017 12:15:00,-0.082820658,12.687
85,19/05/2017 12:30:00,-0.086564924,12.708
86,19/05/2017 12:45:00,-0.086512638,12.742
87,19/05/2017 13:00:00,-0.086458754,12.788
88,19/05/2017 13:15:00,-0.086364828,12.852
89,19/05/2017 13:30:00,-0.085365953,12.936
90,19/05/2017 13:45:00,-0.086183067,12.987
91,19/05/2017 14:00:00,-0.08613072,13.032
92,19/05/2017 14:15:00,-0.08601846,13.105
93,19/05/2017 14:30:00,-0.085920163,13.147
94,19/05/2017 14:45:00,-0.085895259,13.18
95,19/05/2017 15:00:00,-0.085834344,13.186
96,19/05/2017 15:15:00,-0.085865799,13.224
97,19/05/2017 15:30:00,-0.08587952,13.218
98,19/05/2017 15:45:00,-0.085763245,13.26
99,19/05/2017 16:00:00,-0.085741355,13.302
100,19/05/2017 16:15:00,-0.085649266,13.348
101,19/05/2017 16:30:00,-0.085483903,13.4
102,19/05/2017 16:45:00,-0.085061587,13.424
103,19/05/2017 17:00:00,-0.084751707,13.38
104,19/05/2017 17:15:00,-0.082724477,13.394
105,19/05/2017 17:30:00,-0.078289532,13.345
106,19/05/2017 17:45:00,-0.076929691,13.332
107,19/05/2017 18:00:00,-0.076958013,13.364
108,19/05/2017 18:15:00,-0.070419069,13.357
109,19/05/2017 18:30:00,-0.071228974,13.382
110,19/05/2017 18:45:00,-0.082404768,13.409
111,19/05/2017 19:00:00,-0.082162296,13.422
112,19/05/2017 19:15:00,-0.084487525,13.421
113,19/05/2017 19:30:00,-0.084643301,13.403
114,19/05/2017 19:45:00,-0.08479281,13.373
115,19/05/2017 20:00:00,-0.084875491,13.347
116,19/05/2017 20:15:00,-0.08484865,13.306
117,19/05/2017 20:30:00,-0.084902769,13.273
118,19/05/2017 20:45:00,-0.084944052,13.252
119,19/05/2017 21:00:00,-0.084964044,13.239
120,19/05/2017 21:15:00,-0.084999352,13.227
121,19/05/2017 21:30:00,-0.084991786,13.21
122,19/05/2017 21:45:00,-0.085016391,13.194
123,19/05/2017 22:00:00,-0.085045609,13.175
124,19/05/2017 22:15:00,-0.085064301,13.157
125,19/05/2017 22:30:00,-0.085133203,13.129
126,19/05/2017 22:45:00,-0.085193297,13.087
127,19/05/2017 23:00:00,-0.08535517,13.038
128,19/05/2017 23:15:00,-0.085438507,12.986
129,19/05/2017 23:30:00,-0.085506171,12.942
130,19/05/2017 23:45:00,-0.085570582,12.895
131,20/05/2017 00:00:00,-0.085630676,12.853
132,20/05/2017 00:15:00,-0.085693845,12.809
133,20/05/2017 00:30:00,-0.085755181,12.764
134,20/05/2017 00:45:00,-0.085827458,12.717
135,20/05/2017 01:00:00,-0.085898198,12.671
136,20/05/2017 01:15:00,-0.085947883,12.627
137,20/05/2017 01:30:00,-0.086029031,12.583
138,20/05/2017 01:45:00,-0.086078716,12.539
139,20/05/2017 02:00:00,-0.086127868,12.499
140,20/05/2017 02:15:00,-0.086172526,12.459
141,20/05/2017 02:30:00,-0.086220436,12.422
142,20/05/2017 02:45:00,-0.086278873,12.384
143,20/05/2017 03:00:00,-0.086321874,12.348
144,20/05/2017 03:15:00,-0.086369784,12.311
145,20/05/2017 03:30:00,-0.086420532,12.278
146,20/05/2017 03:45:00,-0.086448274,12.249
147,20/05/2017 04:00:00,-0.086488614,12.214
148,20/05/2017 04:15:00,-0.086548469,12.178
149,20/05/2017 04:30:00,-0.086590052,12.14
150,20/05/2017 04:45:00,-0.086637843,12.106
151,20/05/2017 05:00:00,-0.086678125,12.063
152,20/05/2017 05:15:00,-0.08671545,12.019
153,20/05/2017 05:30:00,-0.086758394,11.975
154,20/05/2017 05:45:00,-0.086795777,11.939
155,20/05/2017 06:00:00,-0.08680365,11.901
156,20/05/2017 06:15:00,-0.086848603,11.863
157,20/05/2017 06:30:00,-0.086890362,11.83
158,20/05/2017 06:45:00,-0.086913551,11.793
159,20/05/2017 07:00:00,-0.086921601,11.76
160,20/05/2017 07:15:00,-0.08690067,11.74
161,20/05/2017 07:30:00,-0.086786591,11.736
162,20/05/2017 07:45:00,-0.08668931,11.724
163,20/05/2017 08:00:00,-0.086582802,11.718
164,20/05/2017 08:15:00,-0.086486521,11.728
165,20/05/2017 08:30:00,-0.086401301,11.733
166,20/05/2017 08:45:00,-0.086441223,11.718
167,20/05/2017 09:00:00,-0.086444597,11.699
168,20/05/2017 09:15:00,-0.086535727,11.715
169,20/05/2017 09:30:00,-0.08650621,11.751
170,20/05/2017 09:45:00,-0.086466227,11.777
171,20/05/2017 10:00:00,-0.086199329,11.792
172,20/05/2017 10:15:00,-0.086245222,11.787
173,20/05/2017 10:30:00,-0.086154913,11.807
174,20/05/2017 10:45:00,-0.085952942,11.866
175,20/05/2017 11:00:00,-0.085939918,11.93
176,20/05/2017 11:15:00,-0.085957651,11.974
177,20/05/2017 11:30:00,-0.085934166,12.009
178,20/05/2017 11:45:00,-0.086081774,12.027
179,20/05/2017 12:00:00,-0.086005063,12.063
180,20/05/2017 12:15:00,-0.0858688,12.099
181,20/05/2017 12:30:00,-0.086073249,12.072
182,20/05/2017 12:45:00,-0.086224591,12.043
183,20/05/2017 13:00:00,-0.086193716,12.066
184,20/05/2017 13:15:00,-0.086240008,12.136
185,20/05/2017 13:30:00,-0.086104505,12.219
186,20/05/2017 13:45:00,-0.085862788,12.298
187,20/05/2017 14:00:00,-0.085836047,12.349
188,20/05/2017 14:15:00,-0.085638505,12.438
189,20/05/2017 14:30:00,-0.085648434,12.471
190,20/05/2017 14:45:00,-0.085733712,12.474
191,20/05/2017 15:00:00,-0.08557929,12.524
192,20/05/2017 15:15:00,-0.08535289,12.604
193,20/05/2017 15:30:00,-0.085209935,12.686
194,20/05/2017 15:45:00,-0.084610071,12.767
195,20/05/2017 16:00:00,-0.085765402,12.818
196,20/05/2017 16:15:00,-0.084830398,12.897
197,20/05/2017 16:30:00,-0.082505208,13.001
198,20/05/2017 16:45:00,-0.071776554,13.023
199,20/05/2017 17:00:00,-0.057808958,13.117
200,20/05/2017 17:15:00,-0.065824478,13.159
201,20/05/2017 17:30:00,-0.058926265,13.154
202,20/05/2017 17:45:00,-0.058530386,13.163
203,20/05/2017 18:00:00,-0.056208398,13.224
204,20/05/2017 18:15:00,-0.05299761,13.285
205,20/05/2017 18:30:00,-0.055527629,13.324
206,20/05/2017 18:45:00,-0.048132406,13.347
207,20/05/2017 19:00:00,-0.020786091,13.391
208,20/05/2017 19:15:00,-0.036962498,13.455
209,20/05/2017 19:30:00,-0.071700121,13.449
210,20/05/2017 19:45:00,-0.061821419,13.44
211,20/05/2017 20:00:00,-0.064437733,13.428
212,20/05/2017 20:15:00,-0.06865636,13.416
213,20/05/2017 20:30:00,-0.068463216,13.394
214,20/05/2017 20:45:00,-0.070402391,13.362
215,20/05/2017 21:00:00,-0.066822534,13.332
216,20/05/2017 21:15:00,-0.067853864,13.308
217,20/05/2017 21:30:00,-0.065510484,13.285
218,20/05/2017 21:45:00,-0.065332895,13.258
219,20/05/2017 22:00:00,-0.067395138,13.23
220,20/05/2017 22:15:00,-0.06856379,13.2
221,20/05/2017 22:30:00,-0.069703052,13.165
222,20/05/2017 22:45:00,-0.070772766,13.127
223,20/05/2017 23:00:00,-0.070876858,13.09
224,20/05/2017 23:15:00,-0.071147073,13.048
225,20/05/2017 23:30:00,-0.071534679,13.002
226,20/05/2017 23:45:00,-0.08258328,12.959
227,21/05/2017 00:00:00,-0.082748643,12.907
228,21/05/2017 00:15:00,-0.082900227,12.853
229,21/05/2017 00:30:00,-0.083047435,12.796
230,21/05/2017 00:45:00,-0.083148574,12.739
231,21/05/2017 01:00:00,-0.083220912,12.681
232,21/05/2017 01:15:00,-0.083355879,12.621
233,21/05/2017 01:30:00,-0.083433069,12.554
234,21/05/2017 01:45:00,-0.083577144,12.491
235,21/05/2017 02:00:00,-0.083677221,12.423
236,21/05/2017 02:15:00,-0.083841345,12.355
237,21/05/2017 02:30:00,-0.083942722,12.292
238,21/05/2017 02:45:00,-0.084064029,12.227
